element,position,multiplier,is_captain,is_vice_captain
69,1,1,False,False
237,2,1,False,False
491,3,1,False,False
256,4,1,False,True
127,5,1,False,False
56,6,1,False,False
233,7,2,True,False
419,8,1,False,False
196,9,1,False,False
482,10,1,False,False
413,11,1,False,False
376,12,0,False,False
529,13,0,False,False
189,14,0,False,False
70,15,0,False,False
