element,position,multiplier,is_captain,is_vice_captain
559,1,1,False,False
142,2,1,False,False
256,3,1,False,False
491,4,1,False,False
305,5,1,False,False
701,6,1,False,False
233,7,1,False,False
22,8,1,False,True
51,9,1,False,False
357,10,2,True,False
518,11,1,False,False
376,12,0,False,False
44,13,0,False,False
196,14,0,False,False
430,15,0,False,False
