element,position,multiplier,is_captain,is_vice_captain
200,1,1,False,False
275,2,1,False,False
237,3,1,False,False
418,4,1,False,False
277,5,1,False,True
233,6,1,False,False
43,7,1,False,False
419,8,1,False,False
180,9,1,False,False
337,10,1,False,False
413,11,2,True,False
94,12,0,False,False
491,13,0,False,False
245,14,0,False,False
70,15,0,False,False
