element,position,multiplier,is_captain,is_vice_captain
376,1,1,False,False
237,2,1,False,False
256,3,1,False,False
16,4,1,False,False
240,5,1,False,True
420,6,1,False,False
196,7,1,False,False
265,8,1,False,False
21,9,1,False,False
579,10,1,False,False
450,11,2,True,False
69,12,0,False,False
370,13,0,False,False
413,14,0,False,False
491,15,0,False,False
