element,position,multiplier,is_captain,is_vice_captain
69,1,1,False,False
491,2,1,False,False
56,3,1,False,False
370,4,1,False,False
70,5,1,False,False
196,6,1,False,False
233,7,2,True,False
268,8,1,False,False
419,9,1,False,False
579,10,1,False,True
189,11,1,False,False
376,12,0,False,False
237,13,0,False,False
259,14,0,False,False
413,15,0,False,False
