element,position,multiplier,is_captain,is_vice_captain
475,1,1,False,False
142,2,1,False,False
256,3,1,False,False
44,4,1,False,False
360,5,1,False,False
701,6,1,False,False
196,7,1,False,False
233,8,1,False,False
22,9,1,False,True
51,10,1,False,False
357,11,2,True,False
376,12,0,False,False
491,13,0,False,False
518,14,0,False,False
430,15,0,False,False
