element,position,multiplier,is_captain,is_vice_captain
376,1,1,False,False
237,2,1,False,False
491,3,1,False,False
256,4,1,False,True
127,5,1,False,False
56,6,1,False,False
233,7,2,True,False
265,8,1,False,False
205,9,1,False,False
430,10,1,False,False
413,11,1,False,False
69,12,0,False,False
196,13,0,False,False
482,14,0,False,False
70,15,0,False,False
