element,position,multiplier,is_captain,is_vice_captain
69,1,1,False,False
237,2,1,False,False
256,3,1,False,False
370,4,1,False,False
240,5,1,False,False
420,6,1,False,False
138,7,1,False,True
265,8,1,False,False
579,9,2,True,False
450,10,1,False,False
413,11,1,False,False
376,12,0,False,False
16,13,0,False,False
21,14,0,False,False
491,15,0,False,False
