element,position,multiplier,is_captain,is_vice_captain
376,1,1,False,False
491,2,1,False,False
370,3,1,False,False
127,4,1,False,False
56,5,1,False,False
196,6,1,False,False
233,7,1,False,True
419,8,1,False,False
529,9,2,True,False
189,10,1,False,False
413,11,1,False,False
69,12,0,False,False
237,13,0,False,False
268,14,0,False,False
70,15,0,False,False
