element,position,multiplier,is_captain,is_vice_captain
69,1,1,False,False
237,2,1,False,False
256,3,1,False,False
142,4,1,False,False
196,5,1,False,False
233,6,2,False,True
265,7,1,True,False
21,8,1,False,False
261,9,1,False,False
450,10,1,False,False
430,11,1,False,False
376,12,0,False,False
491,13,0,False,False
56,14,0,False,False
413,15,0,False,False
