element,position,multiplier,is_captain,is_vice_captain
200,1,1,False,True
275,2,1,False,False
237,3,1,False,False
67,4,1,False,False
418,5,1,False,False
277,6,1,False,False
233,7,2,True,False
43,8,1,False,False
180,9,1,False,False
337,10,1,False,False
213,11,1,False,False
94,12,0,False,False
245,13,0,False,False
267,14,0,False,False
70,15,0,False,False
