element,position,multiplier,is_captain,is_vice_captain
376,1,1,False,False
237,2,1,False,True
16,3,1,False,False
23,4,1,False,False
256,5,1,False,False
420,6,1,False,False
196,7,1,False,False
681,8,1,False,False
233,9,3,True,False
700,10,1,False,False
450,11,1,False,False
69,12,0,False,False
240,13,0,False,False
413,14,0,False,False
491,15,0,False,False
