element,position,multiplier,is_captain,is_vice_captain
69,1,1,False,False
237,2,1,False,False
16,3,1,False,False
256,4,1,False,False
370,5,1,False,False
420,6,2,True,False
233,7,1,False,False
21,8,1,False,False
138,9,1,False,True
450,10,1,False,False
413,11,1,False,False
376,12,0,False,False
491,13,0,False,False
265,14,0,False,False
430,15,0,False,False
