element,position,multiplier,is_captain,is_vice_captain
112,1,1,False,False
168,2,1,False,False
675,3,1,False,False
44,4,1,False,False
588,5,1,False,False
154,6,1,False,False
251,7,1,False,False
359,8,2,True,False
681,9,1,False,False
357,10,1,False,False
180,11,1,False,True
54,12,0,False,False
163,13,0,False,False
245,14,0,False,False
533,15,0,False,False
