team_id,gw,second_name,player_id,position,multiplier
2547,1,Sánchez,69,1,1
2547,1,Alexander-Arnold,237,2,1
2547,1,Shaw,275,3,1
2547,1,Tsimikas,245,4,1
2547,1,Mahrez,254,5,1
2547,1,Salah,233,6,2
2547,1,Son,359,7,1
2547,1,Greenwood,289,8,1
2547,1,Benrahma,419,9,1
2547,1,Ings,337,10,1
2547,1,Antonio,413,11,1
2547,1,Foster,376,12,0
2547,1,White,67,13,0
2547,1,Ayling,185,14,0
2547,1,Scarlett,520,15,0
2547,2,Sánchez,69,1,1
2547,2,Alexander-Arnold,237,2,1
2547,2,Shaw,275,3,1
2547,2,Tsimikas,245,4,1
2547,2,Mahrez,254,5,1
2547,2,Salah,233,6,2
2547,2,Son,359,7,1
2547,2,Greenwood,289,8,1
2547,2,Benrahma,419,9,1
2547,2,Ings,337,10,1
2547,2,Antonio,413,11,1
2547,2,Foster,376,12,0
2547,2,Ayling,185,13,0
2547,2,Scarlett,520,14,0
2547,2,White,67,15,0
2547,3,Sánchez,69,1,1
2547,3,Alexander-Arnold,237,2,1
2547,3,Shaw,275,3,1
2547,3,Ayling,185,4,1
2547,3,Gray,484,5,1
2547,3,Salah,233,6,1
2547,3,Son,359,7,1
2547,3,Greenwood,289,8,1
2547,3,Benrahma,419,9,1
2547,3,Lukaku,529,10,1
2547,3,Antonio,413,11,2
2547,3,Foster,376,12,0
2547,3,Tsimikas,245,13,0
2547,3,Scarlett,520,14,0
2547,3,White,67,15,0
2547,4,Sánchez,69,1,1
2547,4,Alexander-Arnold,237,2,1
2547,4,Shaw,275,3,1
2547,4,White,67,4,1
2547,4,Gray,484,5,1
2547,4,Salah,233,6,1
2547,4,Jota,240,7,1
2547,4,Greenwood,289,8,1
2547,4,Benrahma,419,9,1
2547,4,Lukaku,529,10,2
2547,4,Antonio,413,11,1
2547,4,Foster,376,12,0
2547,4,Livramento,491,13,0
2547,4,Ayling,185,14,0
2547,4,Scarlett,520,15,0
2547,5,Foster,376,1,1
2547,5,Ayling,185,2,1
2547,5,Livramento,491,3,1
2547,5,Shaw,275,4,1
2547,5,White,67,5,1
2547,5,Salah,233,6,2
2547,5,Gray,484,7,1
2547,5,Jota,240,8,1
2547,5,Dias Belloli,196,9,1
2547,5,Greenwood,289,10,1
2547,5,Lukaku,529,11,1
2547,5,Sánchez,69,12,0
2547,5,Alexander-Arnold,237,13,0
2547,5,Scarlett,520,14,0
2547,5,Antonio,413,15,0
2547,6,Sánchez,69,1,1
2547,6,Alexander-Arnold,237,2,1
2547,6,Shaw,275,3,1
2547,6,Livramento,491,4,1
2547,6,Gray,484,5,1
2547,6,Salah,233,6,1
2547,6,Jota,240,7,1
2547,6,Greenwood,289,8,1
2547,6,Dias Belloli,196,9,1
2547,6,Antonio,413,10,2
2547,6,Lukaku,529,11,1
2547,6,Foster,376,12,0
2547,6,Rüdiger,127,13,0
2547,6,White,67,14,0
2547,6,Scarlett,520,15,0
2547,7,Sánchez,69,1,1
2547,7,Rüdiger,127,2,1
2547,7,Cancelo,256,3,1
2547,7,White,67,4,1
2547,7,Jota,240,5,1
2547,7,Salah,233,6,1
2547,7,Greenwood,289,7,1
2547,7,Dias Belloli,196,8,1
2547,7,Gray,484,9,1
2547,7,Antonio,413,10,1
2547,7,Lukaku,529,11,2
2547,7,Foster,376,12,0
2547,7,Livramento,491,13,0
2547,7,Scarlett,520,14,0
2547,7,Alexander-Arnold,237,15,0
2547,8,Sánchez,69,1,1
2547,8,Livramento,491,2,1
2547,8,Alexander-Arnold,237,3,1
2547,8,Cancelo,256,4,1
2547,8,White,67,5,1
2547,8,Salah,233,6,2
2547,8,Gray,484,7,1
2547,8,Dias Belloli,196,8,1
2547,8,Greenwood,289,9,1
2547,8,Antonio,413,10,1
2547,8,Lukaku,529,11,1
2547,8,Foster,376,12,0
2547,8,Rüdiger,127,13,0
2547,8,Jota,240,14,0
2547,8,Scarlett,520,15,0
2547,9,Foster,376,1,1
2547,9,Alexander-Arnold,237,2,1
2547,9,Cancelo,256,3,1
2547,9,Rüdiger,127,4,1
2547,9,Salah,233,5,1
2547,9,Havertz,141,6,2
2547,9,Foden,265,7,1
2547,9,Dias Belloli,196,8,1
2547,9,Gray,484,9,1
2547,9,Vardy,205,10,1
2547,9,Antonio,413,11,1
2547,9,Sánchez,69,12,0
2547,9,Livramento,491,13,0
2547,9,White,67,14,0
2547,9,Scarlett,520,15,0
2547,10,Foster,376,1,1
2547,10,Alexander-Arnold,237,2,1
2547,10,Cancelo,256,3,1
2547,10,Rüdiger,127,4,1
2547,10,Salah,233,5,2
2547,10,Foden,265,6,1
2547,10,Havertz,141,7,1
2547,10,Dias Belloli,196,8,1
2547,10,Gray,484,9,1
2547,10,Vardy,205,10,1
2547,10,Antonio,413,11,1
2547,10,Sánchez,69,12,0
2547,10,Livramento,491,13,0
2547,10,White,67,14,0
2547,10,Scarlett,520,15,0
2547,11,Sánchez,69,1,1
2547,11,Alexander-Arnold,237,2,1
2547,11,Cancelo,256,3,1
2547,11,Rüdiger,127,4,1
2547,11,Salah,233,5,2
2547,11,Foden,265,6,1
2547,11,Havertz,141,7,1
2547,11,Dias Belloli,196,8,1
2547,11,Smith Rowe,21,9,1
2547,11,Vardy,205,10,1
2547,11,Toney,78,11,1
2547,11,Foster,376,12,0
2547,11,White,67,13,0
2547,11,Livramento,491,14,0
2547,11,Scarlett,520,15,0
2547,12,Foster,376,1,1
2547,12,Rüdiger,127,2,1
2547,12,Alexander-Arnold,237,3,1
2547,12,Cancelo,256,4,1
2547,12,Livramento,491,5,1
2547,12,Salah,233,6,2
2547,12,Smith Rowe,21,7,1
2547,12,Havertz,141,8,1
2547,12,Foden,265,9,1
2547,12,Toney,78,10,1
2547,12,Kane,357,11,1
2547,12,Sánchez,69,12,0
2547,12,Dias Belloli,196,13,0
2547,12,White,67,14,0
2547,12,Scarlett,520,15,0
2547,13,Sánchez,69,1,1
2547,13,Rüdiger,127,2,1
2547,13,Alexander-Arnold,237,3,1
2547,13,Cancelo,256,4,1
2547,13,White,67,5,1
2547,13,Livramento,491,6,1
2547,13,Salah,233,7,2
2547,13,Smith Rowe,21,8,1
2547,13,Jota,240,9,1
2547,13,Dias Belloli,196,10,1
2547,13,Toney,78,11,1
2547,13,Foster,376,12,0
2547,13,Foden,265,13,0
2547,13,Kane,357,14,0
2547,13,Scarlett,520,15,0
2547,14,Sánchez,69,1,1
2547,14,Rüdiger,127,2,1
2547,14,Alexander-Arnold,237,3,1
2547,14,Cancelo,256,4,1
2547,14,Livramento,491,5,1
2547,14,Salah,233,6,2
2547,14,Smith Rowe,21,7,1
2547,14,Jota,240,8,1
2547,14,Dias Belloli,196,9,1
2547,14,Wilson,296,10,1
2547,14,Kane,357,11,1
2547,14,Foster,376,12,0
2547,14,Foden,265,13,0
2547,14,White,67,14,0
2547,14,Scarlett,520,15,0
2547,15,Sánchez,69,1,1
2547,15,Reguilón,370,2,1
2547,15,Alexander-Arnold,237,3,1
2547,15,Cancelo,256,4,1
2547,15,White,67,5,1
2547,15,Salah,233,6,2
2547,15,Jota,240,7,1
2547,15,Dias Belloli,196,8,1
2547,15,Foden,265,9,1
2547,15,Wilson,296,10,1
2547,15,Kane,357,11,1
2547,15,Foster,376,12,0
2547,15,Smith Rowe,21,13,0
2547,15,Livramento,491,14,0
2547,15,Scarlett,520,15,0
2547,16,de Gea,270,1,1
2547,16,Alexander-Arnold,237,2,1
2547,16,Cancelo,256,3,1
2547,16,James,142,4,1
2547,16,Mount,138,5,1
2547,16,Salah,233,6,2
2547,16,Veiga de Carvalho e Silva,261,7,1
2547,16,Bowen,420,8,1
2547,16,dos Santos Aveiro,579,9,1
2547,16,King,468,10,1
2547,16,Antonio,413,11,1
2547,16,Gunnarsson,94,12,0
2547,16,Dalot Teixeira,510,13,0
2547,16,Diop,424,14,0
2547,16,Ramsey,51,15,0
2547,17,Bachmann,389,1,1
2547,17,Laporte,259,2,1
2547,17,James,142,3,1
2547,17,Alexander-Arnold,237,4,1
2547,17,Salah,233,5,2
2547,17,Jota,240,6,1
2547,17,Veiga de Carvalho e Silva,261,7,1
2547,17,Bowen,420,8,1
2547,17,Ramsey,51,9,1
2547,17,Watkins,40,10,1
2547,17,Antonio,413,11,1
2547,17,de Gea,270,12,0
2547,17,King,468,13,0
2547,17,Diop,424,14,0
2547,17,Cancelo,256,15,0
2547,18,de Gea,270,1,1
2547,18,Alexander-Arnold,237,2,1
2547,18,James,142,3,1
2547,18,Cancelo,256,4,1
2547,18,Laporte,259,5,1
2547,18,Salah,233,6,2
2547,18,Jota,240,7,1
2547,18,Veiga de Carvalho e Silva,261,8,1
2547,18,Ramsey,51,9,1
2547,18,Lacazette,6,10,1
2547,18,Antonio,413,11,1
2547,18,Bachmann,389,12,0
2547,18,King,468,13,0
2547,18,Diop,424,14,0
2547,18,Bowen,420,15,0
2547,19,de Gea,270,1,1
2547,19,Laporte,259,2,1
2547,19,James,142,3,2
2547,19,Cancelo,256,4,1
2547,19,Diop,424,5,1
2547,19,Ramsey,51,6,1
2547,19,Veiga de Carvalho e Silva,261,7,1
2547,19,Bowen,420,8,1
2547,19,Son,359,9,1
2547,19,Lacazette,6,10,1
2547,19,Antonio,413,11,1
2547,19,Bachmann,389,12,0
2547,19,Jota,240,13,0
2547,19,King,468,14,0
2547,19,Alexander-Arnold,237,15,0
2547,20,de Gea,270,1,1
2547,20,James,142,2,1
2547,20,Cancelo,256,3,1
2547,20,Laporte,259,4,1
2547,20,Alexander-Arnold,237,5,1
2547,20,Son,359,6,2
2547,20,Veiga de Carvalho e Silva,261,7,1
2547,20,Bowen,420,8,1
2547,20,Jota,240,9,1
2547,20,Lukaku,529,10,1
2547,20,Antonio,413,11,1
2547,20,Bachmann,389,12,0
2547,20,King,468,13,0
2547,20,Diop,424,14,0
2547,20,Ramsey,51,15,0
2547,21,de Gea,270,1,1
2547,21,Cancelo,256,2,1
2547,21,Diop,424,3,1
2547,21,Alexander-Arnold,237,4,1
2547,21,Son,359,5,1
2547,21,Gray,484,6,1
2547,21,Bowen,420,7,2
2547,21,Jota,240,8,1
2547,21,Calvert-Lewin,177,9,1
2547,21,Antonio,413,10,1
2547,21,King,468,11,1
2547,21,Bachmann,389,12,0
2547,21,Laporte,259,13,0
2547,21,Ramsey,51,14,0
2547,21,James,142,15,0
2547,22,de Gea,270,1,1
2547,22,Laporte,259,2,1
2547,22,Alexander-Arnold,237,3,1
2547,22,Cancelo,256,4,1
2547,22,Borges Fernandes,277,5,2
2547,22,Jota,240,6,1
2547,22,Gray,484,7,1
2547,22,Bowen,420,8,1
2547,22,Calvert-Lewin,177,9,1
2547,22,Antonio,413,10,1
2547,22,King,468,11,1
2547,22,Bachmann,389,12,0
2547,22,James,142,13,0
2547,22,Diop,424,14,0
2547,22,Ramsey,51,15,0
2547,23,Foster,376,1,1
2547,23,Cancelo,256,2,1
2547,23,Laporte,259,3,1
2547,23,Alexander-Arnold,237,4,1
2547,23,Digne,168,5,1
2547,23,Borges Fernandes,277,6,1
2547,23,Bowen,420,7,1
2547,23,Jota,240,8,1
2547,23,Calvert-Lewin,177,9,1
2547,23,Antonio,413,10,1
2547,23,King,468,11,2
2547,23,de Gea,270,12,0
2547,23,Ramsey,51,13,0
2547,23,Gray,484,14,0
2547,23,Diop,424,15,0
2547,24,de Gea,270,1,1
2547,24,Laporte,259,2,1
2547,24,Digne,168,3,1
2547,24,Alexander-Arnold,237,4,1
2547,24,Cancelo,256,5,1
2547,24,Borges Fernandes,277,6,1
2547,24,Jota,240,7,2
2547,24,Salah,233,8,1
2547,24,Bowen,420,9,1
2547,24,King,468,10,1
2547,24,Antonio,413,11,1
2547,24,Foster,376,12,0
2547,24,Calvert-Lewin,177,13,0
2547,24,Ramsey,51,14,0
2547,24,Diop,424,15,0
2547,25,de Gea,270,1,1
2547,25,Digne,168,2,1
2547,25,Alexander-Arnold,237,3,1
2547,25,Diop,424,4,1
2547,25,Ramsey,51,5,1
2547,25,Borges Fernandes,277,6,2
2547,25,Jota,240,7,1
2547,25,Salah,233,8,1
2547,25,Bowen,420,9,1
2547,25,Calvert-Lewin,177,10,1
2547,25,Antonio,413,11,1
2547,25,Foster,376,12,0
2547,25,Laporte,259,13,0
2547,25,King,468,14,0
2547,25,Cancelo,256,15,0
2547,26,Foster,376,1,1
2547,26,Cancelo,256,2,1
2547,26,Alexander-Arnold,237,3,1
2547,26,Digne,168,4,1
2547,26,Robertson,234,5,1
2547,26,Borges Fernandes,277,6,1
2547,26,Bowen,420,7,1
2547,26,Dias Belloli,196,8,1
2547,26,Salah,233,9,3
2547,26,Broja,518,10,1
2547,26,King,468,11,1
2547,26,de Gea,270,12,0
2547,26,Calvert-Lewin,177,13,0
2547,26,Laporte,259,14,0
2547,26,Ramsey,51,15,0
2547,27,de Gea,270,1,1
2547,27,Cancelo,256,2,1
2547,27,Digne,168,3,1
2547,27,Laporte,259,4,1
2547,27,Ramsey,51,5,1
2547,27,Elyounoussi,517,6,1
2547,27,Bowen,420,7,1
2547,27,Dias Belloli,196,8,1
2547,27,Kane,357,9,2
2547,27,Broja,518,10,1
2547,27,Jiménez,430,11,1
2547,27,Foster,376,12,0
2547,27,Salah,233,13,0
2547,27,Alexander-Arnold,237,14,0
2547,27,Robertson,234,15,0
2547,28,Mendy,143,1,2
2547,28,Digne,168,2,1
2547,28,Robertson,234,3,1
2547,28,Alexander-Arnold,237,4,1
2547,28,Cancelo,256,5,1
