team_id,gw,points,bench,gw_rank,transfers,hits,total_points,overall_ank,team_value,chip
2750002,34,59,12,2539167,0,0,2192,122655,102.3,wildcard
2750002,35,55,5,1824080,0,0,2247,107977,102.4,
2750002,36,147,0,160735,3,4,2390,65969,102.5,bboost
2750002,37,103,7,140203,2,4,2489,42760,102.3,
3117914,1,92,7,1002972,0,0,92,1002969,100.0,
3117914,2,71,2,1150377,0,0,163,677270,100.2,
3117914,3,57,2,3415882,2,0,220,867706,100.5,
3117914,4,64,1,2355073,0,0,284,742434,100.6,
3117914,5,76,3,433114,2,0,360,379135,100.7,
3117914,6,45,3,3311623,0,0,405,435535,101.3,
3117914,7,45,2,2203254,2,0,450,404624,101.6,
3117914,8,57,1,2350529,2,4,503,471431,101.8,
3117914,9,112,16,81426,0,0,615,137632,101.5,wildcard
3117914,10,53,0,1580512,0,0,668,111623,102.4,
3117914,11,59,18,836270,1,0,727,106746,102.5,
3117914,12,75,2,1039210,2,0,802,94414,102.8,
3117914,13,54,0,2014066,2,4,852,113385,102.8,
3117914,14,70,1,1824060,0,0,922,99252,103.5,
3117914,15,58,5,789687,0,0,980,68835,103.5,
3117914,16,74,8,1130090,2,0,1054,54199,103.8,
3117914,17,57,0,1976351,2,4,1107,75375,104.2,
3117914,18,57,0,1286026,1,0,1164,71914,104.1,
3117914,19,59,15,662959,0,0,1223,49228,104.4,freehit
3117914,20,20,0,8157375,0,0,1243,104210,104.4,
3117914,21,82,0,401889,3,4,1321,89292,103.6,
3117914,22,48,13,5135965,3,8,1361,148396,103.5,
3117914,23,37,10,3462538,0,0,1398,141307,103.9,
3117914,24,60,4,2730088,0,0,1458,173940,104.2,
3117914,25,78,5,256267,2,0,1536,129679,104.3,
3117914,26,101,3,2924789,2,4,1633,207454,104.3,
3117914,27,42,4,3990522,2,4,1671,245968,104.0,
3117914,28,57,7,5974327,2,4,1724,372264,103.8,
3117914,29,109,7,165797,0,0,1833,288068,103.1,wildcard
3117914,30,62,0,873001,1,0,1895,254313,103.2,
3117914,31,57,3,1237887,0,0,1952,230673,103.6,
3117914,32,67,11,1363143,1,0,2019,218084,103.7,
3117914,33,58,11,5268886,0,0,2077,247959,104.1,freehit
3117914,34,115,3,1694,2,4,2188,129362,103.4,3xc
3117914,35,43,2,4712655,1,0,2231,134883,103.1,
3117914,36,100,0,1777968,2,4,2327,159374,103.3,bboost
3117914,37,82,1,608313,2,4,2405,145896,103.3,
130436,1,100,5,377647,0,0,100,377644,100.0,
130436,2,75,4,723866,0,0,175,281909,100.3,
130436,3,61,1,2484002,2,0,236,358601,100.8,
130436,4,66,0,2047148,1,0,302,314403,100.6,
130436,5,66,3,1641766,1,0,368,240646,100.4,
130436,6,47,5,2860913,1,0,415,263462,100.6,
130436,7,51,4,1065100,3,8,458,279025,100.8,
130436,8,58,2,2037141,1,0,516,262787,101.4,
130436,9,99,30,480484,2,4,611,172853,101.7,
130436,10,59,7,807370,1,0,670,104301,102.2,
130436,11,49,20,2438720,0,0,719,152612,102.6,
130436,12,83,0,330515,2,0,802,96239,102.5,
130436,13,66,3,391317,0,0,868,59981,102.8,wildcard
130436,14,72,9,1430646,0,0,940,46289,103.5,
130436,15,40,2,5361589,2,0,980,70228,103.7,
130436,16,58,2,4017199,2,4,1034,120530,103.9,
130436,17,63,0,992315,1,0,1097,108228,104.2,
130436,18,64,0,587693,2,4,1157,92348,104.0,
130436,19,37,0,4182701,2,4,1190,141985,104.1,
130436,20,57,7,614231,1,0,1247,94353,104.1,
130436,21,88,0,149944,2,4,1331,68408,103.6,
130436,22,45,8,5727893,1,0,1376,106910,103.9,
130436,23,29,9,6550787,1,0,1405,121873,104.0,
130436,24,57,7,3236879,2,4,1458,175355,104.3,
130436,25,74,17,420761,0,0,1532,141146,104.5,
130436,26,119,5,1505664,2,0,1651,156149,104.0,3xc
130436,27,46,10,2952498,1,0,1697,168386,103.7,
130436,28,112,13,444372,0,0,1809,116720,103.4,freehit
130436,29,96,7,893679,3,8,1897,121512,103.2,
130436,30,70,6,397430,0,0,1967,91723,103.2,freehit
130436,31,36,5,6608289,1,0,2003,114469,103.2,
130436,32,43,7,5555579,1,0,2046,154757,103.0,
130436,33,76,2,2219146,2,4,2118,151461,102.9,
130436,34,77,12,470296,0,0,2195,117542,102.8,wildcard
130436,35,41,12,5054160,0,0,2236,126133,103.0,
130436,36,96,0,2118041,2,0,2332,150055,103.4,bboost
130436,37,73,0,971299,2,4,2401,153096,103.2,
4942901,1,94,15,817703,0,0,94,817700,100.0,
4942901,2,70,2,1265131,0,0,164,639293,100.5,
4942901,3,61,8,2484002,2,0,225,688313,101.2,
4942901,4,65,0,2280854,2,4,286,701550,101.3,
4942901,5,61,3,2677551,1,0,347,687236,101.2,
4942901,6,44,5,3769684,1,0,391,778030,101.4,
4942901,7,42,4,2918976,1,0,433,798113,101.5,
4942901,8,62,3,1190543,1,0,495,638860,101.8,
4942901,9,97,1,581613,1,0,592,388350,101.8,
4942901,10,51,11,1956630,0,0,643,327952,102.4,wildcard
4942901,11,68,17,188996,0,0,711,202471,103.1,
4942901,12,71,21,1610693,2,0,782,196016,103.5,
4942901,13,48,0,3343560,1,0,830,229140,103.8,
4942901,14,79,7,565421,1,0,909,156968,104.3,
4942901,15,54,5,1464746,1,0,963,132257,104.5,
4942901,16,63,0,2948745,1,0,1026,154456,105.3,
4942901,17,56,0,2121623,1,0,1082,169851,105.8,
4942901,18,59,0,1041870,1,0,1141,148159,105.5,
4942901,19,34,0,4882941,2,4,1171,224715,105.6,
4942901,20,40,2,3479906,1,0,1211,227943,105.6,
4942901,21,76,6,710827,2,4,1283,211123,105.2,
4942901,22,46,0,5536961,2,4,1325,290176,105.6,
4942901,23,23,10,7898153,0,0,1348,353079,105.8,
4942901,24,60,3,2831030,2,0,1408,399662,105.9,
4942901,25,61,0,1764775,1,0,1469,385548,105.9,
4942901,26,100,6,3014729,1,0,1569,476812,105.7,
4942901,27,51,0,1917840,1,0,1620,457169,105.3,
4942901,28,132,18,89229,0,0,1752,266881,105.0,freehit
4942901,29,97,7,786037,2,4,1845,249477,104.6,3xc
4942901,30,46,0,2065595,2,4,1887,279045,104.4,
4942901,31,33,2,7329619,1,0,1920,331711,104.6,
4942901,32,43,3,5555579,1,0,1963,398291,104.5,
4942901,33,78,17,1882802,1,0,2041,360479,104.2,
4942901,34,59,1,2693455,2,4,2096,364975,104.0,
4942901,35,75,2,213603,0,0,2171,273557,103.2,wildcard
4942901,36,106,0,1350086,1,0,2277,273309,103.3,bboost
4942901,37,105,17,111049,0,0,2382,188782,103.6,freehit
329175,1,89,16,1281019,0,0,89,1281016,100.0,
329175,2,71,8,1150377,0,0,160,799104,100.4,
329175,3,80,3,104220,2,0,240,267693,101.2,
329175,4,62,0,2796846,0,0,302,308569,101.2,
329175,5,64,3,2073133,2,0,366,273363,101.2,
329175,6,32,2,6947919,0,0,398,587898,101.4,
329175,7,37,2,4512746,2,0,435,738705,101.5,
329175,8,63,10,956967,0,0,498,563811,101.7,wildcard
329175,9,96,12,647208,1,0,594,354500,102.1,
329175,10,48,12,2617729,0,0,642,336415,102.8,
329175,11,73,16,71115,1,0,715,173806,102.9,
329175,12,73,9,1307233,2,0,788,159290,103.6,
329175,13,44,0,4385840,1,0,832,215495,103.8,
329175,14,72,3,1539465,1,0,904,182948,104.1,
329175,15,62,3,473615,2,4,962,136813,104.1,
329175,16,69,8,1835937,1,0,1031,131606,104.7,
329175,17,72,0,269330,1,0,1103,86829,105.0,
329175,18,61,0,830956,1,0,1164,71641,104.9,
329175,19,38,0,3956012,2,4,1198,112560,104.9,
329175,20,49,0,1578940,1,0,1247,93332,105.1,
329175,21,30,0,7400244,0,0,1277,236138,104.9,
329175,22,52,0,4226260,2,0,1329,270542,104.7,
329175,23,25,9,7669474,2,4,1350,341991,104.9,
329175,24,89,4,192331,0,0,1439,245669,105.2,
329175,25,73,2,521100,2,0,1512,201354,104.7,
329175,26,115,18,1776143,3,8,1619,254895,104.8,3xc
329175,27,59,11,717372,0,0,1678,222878,104.7,freehit
329175,28,106,14,692181,2,4,1780,183359,104.1,
329175,29,83,14,2623992,1,0,1863,198378,104.3,
329175,30,64,9,736493,0,0,1927,169146,104.5,freehit
329175,31,48,2,3039305,0,0,1975,171463,103.2,wildcard
329175,32,43,9,5378565,0,0,2018,220410,103.5,
329175,33,103,0,67928,3,4,2117,152950,103.5,bboost
329175,34,54,8,3759399,1,0,2171,161871,103.4,
329175,35,36,7,6666380,2,4,2203,192056,103.4,
329175,36,63,22,6739434,2,4,2262,314772,103.0,
329175,37,77,13,793565,2,4,2335,297564,102.7,
270792,1,82,8,2004689,0,0,82,2004686,100.0,
270792,2,55,3,3863670,1,0,137,2123941,100.4,
270792,3,50,3,4873118,0,0,187,2543886,100.9,wildcard
270792,4,61,8,3028652,0,0,248,2310012,101.3,
270792,5,61,3,2729505,2,0,309,2132492,101.5,
270792,6,52,8,1613861,1,0,361,1817051,102.3,
270792,7,41,8,3279882,2,4,398,2004280,102.6,
270792,8,65,3,744373,1,0,463,1567872,103.0,
270792,9,90,13,1162581,1,0,553,1210191,103.3,
270792,10,50,10,2313974,2,4,599,1150584,103.9,
270792,11,62,26,573254,2,4,657,929353,104.3,
270792,12,79,6,615467,2,4,732,740656,104.9,
270792,13,48,1,3343560,1,0,780,767039,105.4,
270792,14,56,13,5482416,2,4,832,995392,105.9,
270792,15,51,2,2157768,2,4,879,996197,106.3,
270792,16,81,1,436159,1,0,960,735459,106.8,
270792,17,56,0,2121623,1,0,1016,717243,107.4,
270792,18,60,0,951931,2,4,1072,643327,107.1,
270792,19,26,0,6724331,2,4,1094,876657,107.1,
270792,20,34,1,5211043,2,4,1124,968813,107.1,
270792,21,81,18,414890,0,0,1205,721253,107.1,freehit
270792,22,55,2,3567941,2,4,1256,778429,106.8,
270792,23,41,5,2406078,1,0,1297,726244,106.9,
270792,24,62,8,2538966,1,0,1359,754674,107.2,
270792,25,47,2,4551689,1,0,1406,823162,107.6,
270792,26,132,6,744701,1,0,1538,665965,107.8,3xc
270792,27,60,10,686023,1,0,1598,579517,107.7,
270792,28,107,9,643678,1,0,1705,458529,107.8,
270792,29,86,5,2139059,2,4,1787,473855,107.8,
270792,30,68,15,514880,0,0,1855,393828,107.6,freehit
270792,31,64,4,571185,1,0,1919,335975,107.6,
270792,32,67,9,1363143,1,0,1986,316411,107.5,
270792,33,58,27,5381218,1,0,2044,350656,107.7,
270792,34,43,12,6436284,2,4,2083,412550,107.6,
270792,35,48,2,3205845,0,0,2131,404969,106.0,wildcard
270792,36,125,0,535432,1,0,2256,333053,106.3,bboost
270792,37,79,0,715624,2,4,2331,308491,106.2,
4591304,1,100,7,377647,0,0,100,377644,100.0,
4591304,2,83,0,216958,0,0,183,118862,100.3,
4591304,3,63,2,1966629,1,0,246,152809,101.0,
4591304,4,60,5,3430320,2,0,306,246863,100.9,
4591304,5,54,3,4254670,0,0,360,373737,100.9,
4591304,6,39,3,5397765,2,0,399,570051,101.1,
4591304,7,39,2,3812721,1,0,438,662504,101.0,
4591304,8,58,2,2037141,1,0,496,611730,101.0,
4591304,9,78,3,2695968,1,0,574,703971,100.8,
4591304,10,42,8,4202820,0,0,616,757178,100.6,wildcard
4591304,11,44,19,3666308,0,0,660,860305,101.1,
4591304,12,71,3,1610693,2,0,731,749240,101.6,
4591304,13,58,0,1309568,2,4,785,689303,102.0,
4591304,14,58,0,4862205,0,0,843,806868,102.3,
4591304,15,57,2,1032326,3,4,896,729264,102.1,
4591304,16,57,8,4194010,1,0,953,827873,102.4,
4591304,17,72,1,254794,0,0,1025,608390,102.7,
4591304,18,58,0,1181934,2,0,1083,530450,102.7,
4591304,19,32,0,5164204,0,0,1115,640140,103.1,
4591304,20,37,0,4338111,2,0,1152,651912,103.2,
4591304,21,71,2,1004471,2,4,1219,595493,102.9,
4591304,22,53,2,3849470,0,0,1272,633040,103.2,freehit
4591304,23,40,3,2750821,2,4,1308,628519,103.1,
4591304,24,85,5,351738,1,0,1393,491953,103.5,
4591304,25,67,0,1036955,2,4,1456,457511,103.4,
4591304,26,129,3,916840,2,4,1581,415247,103.2,3xc
4591304,27,49,0,2299339,1,0,1630,408977,103.1,
4591304,28,119,30,266621,0,0,1749,277219,102.8,freehit
4591304,29,95,9,970653,2,4,1840,265074,102.6,
4591304,30,24,0,4410957,2,4,1860,373817,102.4,
4591304,31,52,9,2104794,0,0,1912,360639,101.4,wildcard
4591304,32,55,5,2971497,0,0,1967,382861,101.9,
4591304,33,74,4,2579515,3,4,2037,374852,102.0,
4591304,34,66,1,1505006,1,0,2103,341339,101.9,
4591304,35,48,2,3387120,1,0,2151,335016,102.0,
4591304,36,118,0,767770,2,4,2265,306271,101.8,bboost
4591304,37,52,3,2622536,2,4,2313,359209,101.9,
3307819,1,99,2,450455,0,0,99,450452,100.0,
3307819,2,70,0,1265131,0,0,169,454366,100.4,
3307819,3,43,1,6360112,3,4,208,1386195,100.8,
3307819,4,80,6,239273,0,0,288,635515,101.1,wildcard
3307819,5,64,0,2025518,1,0,352,553105,101.3,
3307819,6,60,5,487669,1,0,412,310562,101.9,
3307819,7,43,7,2645246,1,0,455,318586,102.0,
3307819,8,49,6,4274820,0,0,504,444411,102.1,
3307819,9,82,12,2175568,2,0,586,478618,101.9,
3307819,10,39,0,5251476,2,4,621,666227,102.1,
3307819,11,53,5,1715971,1,0,674,622233,102.2,
3307819,12,71,16,1610693,2,4,741,605582,102.3,
3307819,13,62,0,784886,2,4,799,512201,102.5,
3307819,14,89,0,83979,2,4,884,327993,102.7,
3307819,15,49,5,2619716,1,0,933,323614,103.3,
3307819,16,65,0,2592880,2,4,994,368414,104.1,
3307819,17,59,0,1502800,0,0,1053,350982,104.6,
3307819,18,58,0,1210172,3,4,1107,337781,104.3,
3307819,19,38,0,3997716,4,12,1133,480580,104.2,
3307819,20,52,0,1139036,1,0,1185,382419,104.4,
3307819,21,69,5,1143950,3,8,1246,403469,103.9,
3307819,22,53,0,4006855,2,4,1295,464655,104.4,
3307819,23,34,4,4772414,1,0,1329,473193,104.7,
3307819,24,58,21,2995693,0,0,1387,535472,104.2,wildcard
3307819,25,70,8,692020,0,0,1457,453741,104.6,
3307819,26,141,7,359032,3,4,1594,356398,104.5,3xc
3307819,27,59,3,810362,3,8,1645,344828,104.2,
3307819,28,73,5,3519489,1,0,1718,399659,104.4,
3307819,29,90,12,1586215,4,12,1796,433995,103.9,
3307819,30,47,0,1969113,2,4,1839,462096,103.5,
3307819,31,55,1,1681629,2,4,1890,450752,103.5,
3307819,32,51,2,3867308,1,0,1941,490638,103.5,
3307819,33,57,6,5436311,0,0,1998,535201,103.4,freehit
3307819,34,70,2,1064387,3,8,2060,506191,103.3,
3307819,35,49,2,3147598,1,0,2109,493977,103.3,
3307819,36,96,0,2130885,3,8,2197,547819,103.0,bboost
3307819,37,109,9,73308,0,0,2306,381604,103.0,freehit
2399792,1,91,8,1085375,0,0,91,1085372,100.0,
2399792,2,66,8,1887382,1,0,157,950300,100.4,
2399792,3,60,4,2564570,0,0,217,973719,100.6,
2399792,4,62,4,2951206,2,0,279,911026,100.4,
2399792,5,67,5,1383524,0,0,346,700563,100.2,
2399792,6,47,1,2938318,2,0,393,717923,100.5,
2399792,7,49,0,1327332,1,0,442,568808,100.6,
2399792,8,61,0,1373920,1,0,503,467326,100.7,
2399792,9,87,3,1507030,1,0,590,415168,100.9,
2399792,10,41,15,4489343,0,0,631,488999,101.1,wildcard
2399792,11,51,21,2106228,1,0,682,499997,101.6,
2399792,12,72,23,1415028,1,0,754,437818,102.1,
2399792,13,52,0,2440061,2,4,802,474623,102.5,
2399792,14,59,4,4769105,1,0,861,559915,102.9,
2399792,15,59,2,755793,2,4,916,481494,102.5,
2399792,16,71,1,1548652,2,4,983,467682,103.2,
2399792,17,55,0,2376921,2,4,1034,517250,103.7,
2399792,18,55,0,1590139,2,4,1085,514106,103.7,
2399792,19,31,1,5598100,2,4,1112,674202,103.4,
2399792,20,49,0,1578940,1,0,1161,570181,103.5,
2399792,21,77,1,654264,2,4,1234,482622,103.2,
2399792,22,55,7,3567941,2,4,1285,533206,103.2,
2399792,23,31,7,5935269,2,4,1312,598299,103.5,
2399792,24,61,2,2669536,1,0,1373,638388,103.7,
2399792,25,64,2,1289763,0,0,1437,580482,103.7,wildcard
2399792,26,135,2,595602,1,0,1572,462006,103.7,3xc
2399792,27,57,10,1032040,2,4,1625,433699,103.4,
2399792,28,86,6,2061483,3,8,1703,468457,103.4,
2399792,29,92,1,1225080,0,0,1795,437328,103.2,freehit
2399792,30,46,0,2080393,3,8,1833,488481,102.4,
2399792,31,73,4,161236,1,0,1906,384600,102.3,
2399792,32,66,1,1473546,1,0,1972,365573,102.3,
2399792,33,57,6,5583584,3,8,2021,436534,102.4,
2399792,34,58,2,2897126,2,4,2075,443612,102.3,
2399792,35,27,2,8439633,2,4,2098,541966,101.9,
2399792,36,111,0,1084494,3,8,2201,530748,101.7,bboost
2399792,37,101,7,164093,0,0,2302,393682,101.7,freehit
5855041,1,100,6,377647,0,0,100,377644,100.0,
5855041,2,79,9,458228,1,0,179,201655,100.5,
5855041,3,73,3,427631,1,0,252,82522,100.9,
5855041,4,71,6,1193031,2,4,319,88788,101.0,
5855041,5,53,8,4631305,1,0,372,188883,100.8,
5855041,6,48,3,2579817,1,0,420,199221,101.1,
5855041,7,40,2,3505297,1,0,460,248632,101.3,
5855041,8,55,1,2810348,1,0,515,274232,101.3,
5855041,9,94,5,765851,0,0,609,186508,100.3,wildcard
5855041,10,50,3,2313974,2,4,655,206926,101.0,
5855041,11,60,17,730607,1,0,715,177130,101.3,
5855041,12,65,12,2707132,2,4,776,239391,101.9,
5855041,13,46,0,3861348,1,0,822,289347,101.9,
5855041,14,77,2,779182,1,0,899,215740,102.1,
5855041,15,51,5,2112509,1,0,950,202265,102.0,
5855041,16,66,0,2294668,0,0,1016,209014,102.3,
5855041,17,64,0,905339,2,0,1080,180812,102.2,
5855041,18,36,0,4929570,1,0,1116,277065,101.8,
5855041,19,56,2,968390,1,0,1172,220098,102.0,
5855041,20,38,0,4019671,1,0,1210,233292,101.9,
5855041,21,62,0,1599658,2,4,1268,278686,101.8,
5855041,22,43,3,6151988,2,4,1307,387031,101.8,
5855041,23,28,10,6855798,1,0,1335,431135,102.0,
5855041,24,91,4,140444,0,0,1426,304555,102.3,
5855041,25,66,1,1144114,2,0,1492,277396,102.1,
5855041,26,110,0,2134617,3,8,1594,355230,102.0,bboost
5855041,27,59,0,798232,2,4,1649,327560,102.0,
5855041,28,81,10,2472253,0,0,1730,347929,102.3,freehit
5855041,29,92,3,1295109,2,4,1818,342070,102.3,3xc
5855041,30,55,2,1241224,0,0,1873,326512,101.0,wildcard
5855041,31,40,17,5527718,2,4,1909,372491,101.0,
5855041,32,52,5,3525334,0,0,1961,406416,101.2,
5855041,33,74,0,2541557,1,0,2035,382102,101.0,
5855041,34,56,0,3328561,2,0,2091,382804,100.7,
5855041,35,27,0,8314778,0,0,2118,454998,100.4,
5855041,36,91,3,2535116,0,0,2209,496478,99.6,freehit
5855041,37,79,0,715624,2,4,2284,452943,99.3,
1465064,1,99,2,450455,0,0,99,450452,100.0,
1465064,2,62,1,2452382,0,0,161,758197,100.4,
1465064,3,68,1,1059824,2,0,229,556051,101.0,
1465064,4,63,2,2571343,0,0,292,522508,100.8,wildcard
1465064,5,73,0,688025,2,4,361,359898,101.0,
1465064,6,51,2,1829319,1,0,412,310562,101.8,
1465064,7,39,0,3889192,2,4,447,467055,102.0,
1465064,8,53,6,3424878,2,4,496,619073,102.3,
1465064,9,92,11,989251,2,4,584,519641,102.5,
1465064,10,39,12,5196802,1,0,623,633133,103.0,
1465064,11,68,11,201036,1,0,691,393431,103.0,
1465064,12,77,1,780688,1,0,768,304356,103.4,
1465064,13,64,1,592897,2,4,828,246035,103.6,
1465064,14,58,1,5013229,1,0,886,311438,104.2,
1465064,15,48,4,2891392,1,0,934,315584,104.1,
1465064,16,63,16,2984640,2,4,993,376956,104.4,
1465064,17,51,0,3095649,0,0,1044,424900,105.2,
1465064,18,55,0,1622564,3,4,1095,428326,104.6,
1465064,19,67,6,243698,0,0,1162,275724,104.9,freehit
1465064,20,30,0,6311863,1,0,1192,335321,104.9,
1465064,21,80,0,491428,2,4,1268,279747,104.6,
1465064,22,58,0,2934567,1,0,1326,286284,104.7,
1465064,23,40,2,2699191,1,0,1366,263193,105.0,
1465064,24,79,2,714396,1,0,1445,222512,105.5,
1465064,25,50,2,3694996,0,0,1495,265428,105.3,wildcard
1465064,26,129,21,916840,2,4,1620,251687,105.1,3xc
1465064,27,74,21,41056,0,0,1694,176125,105.0,freehit
1465064,28,82,0,2444795,2,4,1772,205829,104.9,bboost
1465064,29,94,14,1071698,2,4,1862,201531,104.9,
1465064,30,46,0,2049985,1,0,1908,217558,104.7,
1465064,31,38,4,6066220,1,0,1946,248187,104.9,
1465064,32,54,4,3284288,1,0,2000,271963,104.8,
1465064,33,61,10,4868314,1,0,2061,295014,104.8,
1465064,34,45,8,5954828,1,0,2106,331964,104.5,
1465064,35,42,2,4776157,0,0,2148,344884,104.5,
1465064,36,103,16,1555216,2,0,2251,348138,104.4,
1465064,37,33,0,5903289,2,4,2280,466995,104.2,
4364545,1,93,10,911355,0,0,93,911352,100.0,
4364545,2,60,13,2899637,1,0,153,1140302,100.4,
4364545,3,65,3,1608569,2,4,214,1122573,101.1,
4364545,4,65,9,2150253,0,0,279,911026,101.1,wildcard
4364545,5,67,3,1465141,1,0,346,708137,101.2,
4364545,6,42,3,4398230,1,0,388,856260,101.7,
4364545,7,40,6,3505297,1,0,428,934284,101.6,
4364545,8,50,1,4154425,1,0,478,1083465,101.9,
4364545,9,94,1,794404,1,0,572,746472,102.1,
4364545,10,46,2,3231858,1,0,618,720832,102.5,
4364545,11,61,17,663162,2,4,675,606461,102.2,
4364545,12,77,5,744366,0,0,752,461995,102.4,
4364545,13,51,2,2666552,2,0,803,465067,102.6,
4364545,14,60,2,4502702,1,0,863,537294,102.6,
4364545,15,43,1,4355440,1,0,906,597360,102.3,
4364545,16,41,0,7070946,0,0,947,914709,102.2,
4364545,17,50,0,3493961,2,0,997,969511,102.1,
4364545,18,52,0,2022072,1,0,1049,910997,102.0,
4364545,19,41,0,3272177,1,0,1090,921382,102.1,
4364545,20,39,0,3744135,1,0,1129,903157,102.2,
4364545,21,80,2,491428,2,4,1205,718833,102.1,
4364545,22,52,2,4226260,2,4,1253,804889,102.1,
4364545,23,32,6,5515537,1,0,1285,838727,102.3,
4364545,24,72,4,1312898,0,0,1357,770069,102.8,
4364545,25,55,2,2794246,1,0,1412,769609,102.7,
4364545,26,139,15,437407,3,4,1547,605954,102.6,3xc
4364545,27,66,11,231560,0,0,1613,493547,102.5,freehit
4364545,28,75,8,3170055,0,0,1688,543541,101.9,wildcard
4364545,29,74,15,4418587,3,8,1754,647037,102.2,
4364545,30,46,0,2065595,2,4,1796,677805,101.6,
4364545,31,51,3,2500421,2,4,1843,683085,101.7,
4364545,32,60,0,2265806,1,0,1903,676040,101.6,
4364545,33,58,2,5399065,2,4,1957,745564,101.3,
4364545,34,49,5,4979588,1,0,2006,777831,101.3,
4364545,35,39,5,5613969,0,0,2045,820255,101.4,
4364545,36,86,14,3194259,1,0,2131,879409,101.0,
4364545,37,71,2,1038634,0,0,2202,805758,100.9,freehit
4170222,1,88,0,1384117,0,0,88,1384114,100.0,
4170222,2,78,8,554382,2,4,162,754665,100.2,
4170222,3,63,0,2029829,2,4,221,852874,101.0,
4170222,4,74,1,707195,0,0,295,464994,100.7,wildcard
4170222,5,64,0,1925762,0,0,359,398836,100.9,
4170222,6,43,1,4082603,1,0,402,502835,101.3,
