id,isResult,datetime,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,forecast_w,forecast_d,forecast_l
16587,True,2022-01-14 20:00:00,220,Brighton,BRI,78,Crystal Palace,CRY,1,1,2.18053,0.509681,0.8253,0.1462,0.0285
16590,True,2022-01-15 12:30:00,88,Manchester City,MCI,80,Chelsea,CHE,1,0,0.901703,0.613757,0.3931,0.3805,0.2264
16591,True,2022-01-15 15:00:00,86,Newcastle United,NEW,90,Watford,WAT,1,1,1.03855,1.49623,0.245,0.2696,0.4854
16592,True,2022-01-15 15:00:00,79,Norwich,NOR,72,Everton,EVE,2,1,1.00153,0.541027,0.5033,0.3336,0.1631
16595,True,2022-01-15 15:00:00,229,Wolverhampton Wanderers,WOL,74,Southampton,SOU,3,1,2.29917,0.91728,0.763,0.1674,0.0696
16586,True,2022-01-15 17:30:00,71,Aston Villa,AVL,89,Manchester United,MUN,2,2,1.82784,1.35378,0.4953,0.2638,0.2409
16589,True,2022-01-16 14:00:00,87,Liverpool,LIV,244,Brentford,BRE,3,0,3.49099,0.376656,0.9546,0.0376,0.0078
16594,True,2022-01-16 14:00:00,81,West Ham,WHU,245,Leeds,LED,2,3,2.3549,2.26884,0.3868,0.2689,0.3443
16607,True,2022-01-18 09:45:00,220,Brighton,BRI,80,Chelsea,CHE,1,1,0.747557,0.572994,0.3731,0.382,0.2449
16540,True,2022-01-19 19:30:00,75,Leicester,LEI,82,Tottenham,TOT,2,3,1.95031,4.24711,0.0659,0.1079,0.8262
16537,True,2022-01-19 20:00:00,244,Brentford,BRE,89,Manchester United,MUN,1,3,2.081,2.05969,0.3775,0.2449,0.3776
16605,True,2022-01-21 20:00:00,90,Watford,WAT,79,Norwich,NOR,0,3,1.30606,0.925212,0.4434,0.3179,0.2387
16600,True,2022-01-22 12:30:00,72,Everton,EVE,71,Aston Villa,AVL,0,1,1.2384,0.860245,0.453,0.3178,0.2292
16597,True,2022-01-22 15:00:00,244,Brentford,BRE,229,Wolverhampton Wanderers,WOL,1,2,0.742573,0.218211,0.4573,0.444,0.0987
16601,True,2022-01-22 15:00:00,245,Leeds,LED,86,Newcastle United,NEW,0,1,1.12992,1.15904,0.3454,0.3061,0.3485
16603,True,2022-01-22 15:00:00,89,Manchester United,MUN,81,West Ham,WHU,1,0,1.75857,0.238027,0.876,0.11,0.014
16604,True,2022-01-22 17:30:00,74,Southampton,SOU,88,Manchester City,MCI,1,1,1.00222,1.62907,0.1829,0.298,0.5191
16596,True,2022-01-23 14:00:00,83,Arsenal,ARS,92,Burnley,BUR,0,0,1.35507,0.388963,0.6339,0.2698,0.0963
16599,True,2022-01-23 14:00:00,78,Crystal Palace,CRY,87,Liverpool,LIV,1,3,1.62615,1.49697,0.3937,0.2946,0.3117
16602,True,2022-01-23 14:00:00,75,Leicester,LEI,220,Brighton,BRI,1,1,1.70979,1.19738,0.5104,0.2678,0.2218
16598,True,2022-01-23 16:30:00,80,Chelsea,CHE,82,Tottenham,TOT,2,0,1.04212,0.328818,0.5568,0.3318,0.1114
16539,True,2022-02-05 18:00:00,92,Burnley,BUR,90,Watford,WAT,0,0,0.765905,0.933965,0.2769,0.346,0.3771
16610,True,2022-02-08 19:45:00,81,West Ham,WHU,90,Watford,WAT,1,0,0.905143,0.335474,0.533,0.3591,0.1079
16612,True,2022-02-08 19:45:00,86,Newcastle United,NEW,72,Everton,EVE,3,1,2.68732,0.823607,0.8331,0.1233,0.0436
16608,True,2022-02-08 20:00:00,92,Burnley,BUR,89,Manchester United,MUN,1,1,0.772721,1.83387,0.1167,0.2366,0.6467
16609,True,2022-02-09 19:45:00,79,Norwich,NOR,78,Crystal Palace,CRY,1,1,0.296411,1.22883,0.0558,0.2461,0.6981
16613,True,2022-02-09 19:45:00,82,Tottenham,TOT,74,Southampton,SOU,2,3,1.74286,1.73293,0.3729,0.2694,0.3577
16615,True,2022-02-09 19:45:00,88,Manchester City,MCI,244,Brentford,BRE,2,0,1.98246,0.461305,0.7981,0.1558,0.0461
16606,True,2022-02-09 20:00:00,71,Aston Villa,AVL,245,Leeds,LED,3,3,1.5013,2.52914,0.1454,0.2112,0.6434
16611,True,2022-02-10 19:45:00,229,Wolverhampton Wanderers,WOL,83,Arsenal,ARS,0,1,0.641359,1.45247,0.104,0.2477,0.6483
16614,True,2022-02-10 19:45:00,87,Liverpool,LIV,75,Leicester,LEI,2,0,2.72997,0.544954,0.8752,0.0992,0.0256
16621,True,2022-02-12 12:30:00,89,Manchester United,MUN,74,Southampton,SOU,1,1,2.99207,0.677386,0.9063,0.0701,0.0236
16616,True,2022-02-12 15:00:00,244,Brentford,BRE,78,Crystal Palace,CRY,0,0,1.97576,0.49802,0.8021,0.1551,0.0428
16619,True,2022-02-12 15:00:00,72,Everton,EVE,245,Leeds,LED,3,0,2.58561,0.242668,0.938,0.0539,0.0081
16625,True,2022-02-12 15:00:00,90,Watford,WAT,220,Brighton,BRI,0,2,0.532979,1.80456,0.0579,0.1835,0.7586
16623,True,2022-02-12 17:30:00,79,Norwich,NOR,88,Manchester City,MCI,0,4,0.356755,4.44653,0.0008,0.0051,0.9941
16617,True,2022-02-13 14:00:00,92,Burnley,BUR,87,Liverpool,LIV,0,1,1.16081,1.95722,0.1124,0.2695,0.6181
16622,True,2022-02-13 14:00:00,86,Newcastle United,NEW,71,Aston Villa,AVL,1,0,0.527571,0.455206,0.2938,0.4633,0.2429
16624,True,2022-02-13 14:00:00,82,Tottenham,TOT,229,Wolverhampton Wanderers,WOL,0,2,0.838197,1.87026,0.1087,0.2126,0.6787
16620,True,2022-02-13 16:30:00,75,Leicester,LEI,81,West Ham,WHU,2,2,1.40693,0.745068,0.5533,0.2898,0.1569
16549,True,2022-02-15 20:15:00,89,Manchester United,MUN,220,Brighton,BRI,2,0,2.74936,1.26179,0.7164,0.1755,0.1081
16634,True,2022-02-19 12:30:00,81,West Ham,WHU,86,Newcastle United,NEW,1,1,0.847948,0.932574,0.3023,0.3338,0.3639
16626,True,2022-02-19 15:00:00,83,Arsenal,ARS,244,Brentford,BRE,2,1,1.52247,0.640726,0.5994,0.2707,0.1299
16627,True,2022-02-19 15:00:00,71,Aston Villa,AVL,90,Watford,WAT,0,1,1.0267,1.82051,0.1601,0.2347,0.6052
16628,True,2022-02-19 15:00:00,220,Brighton,BRI,92,Burnley,BUR,0,3,0.44587,0.821228,0.1732,0.3904,0.4364
16629,True,2022-02-19 15:00:00,78,Crystal Palace,CRY,80,Chelsea,CHE,0,1,0.624023,1.12339,0.1768,0.3128,0.5104
16631,True,2022-02-19 15:00:00,87,Liverpool,LIV,79,Norwich,NOR,3,1,3.15449,0.66975,0.8884,0.0846,0.027
16633,True,2022-02-19 15:00:00,74,Southampton,SOU,72,Everton,EVE,2,0,2.72851,0.19991,0.9461,0.0472,0.0067
16632,True,2022-02-19 17:30:00,88,Manchester City,MCI,82,Tottenham,TOT,2,3,2.31773,2.00235,0.4423,0.2534,0.3043
16630,True,2022-02-20 14:00:00,245,Leeds,LED,89,Manchester United,MUN,2,4,1.74476,2.60999,0.1986,0.2134,0.588
16635,True,2022-02-20 16:30:00,229,Wolverhampton Wanderers,WOL,75,Leicester,LEI,2,1,0.472777,1.55048,0.0684,0.2026,0.729
16499,True,2022-02-23 19:30:00,92,Burnley,BUR,82,Tottenham,TOT,1,0,1.55576,0.691655,0.6341,0.2428,0.1231
16553,True,2022-02-23 19:30:00,90,Watford,WAT,78,Crystal Palace,CRY,1,4,1.71917,0.818403,0.6465,0.2321,0.1214
16559,True,2022-02-23 19:45:00,87,Liverpool,LIV,245,Leeds,LED,6,0,5.3303,0.141547,0.9989,0.0009,0.0002
16566,True,2022-02-24 19:45:00,83,Arsenal,ARS,229,Wolverhampton Wanderers,WOL,2,1,2.50961,1.10934,0.6983,0.1833,0.1184
16644,True,2022-02-25 20:00:00,74,Southampton,SOU,79,Norwich,NOR,2,0,3.08863,0.424877,0.9377,0.0517,0.0106
16642,True,2022-02-26 12:30:00,245,Leeds,LED,82,Tottenham,TOT,0,4,1.89569,2.47025,0.2622,0.2219,0.5159
16637,True,2022-02-26 15:00:00,244,Brentford,BRE,86,Newcastle United,NEW,0,2,0.494232,2.25373,0.0526,0.1455,0.8019
16640,True,2022-02-26 15:00:00,78,Crystal Palace,CRY,92,Burnley,BUR,1,1,1.03765,0.255988,0.6096,0.3126,0.0778
16643,True,2022-02-26 15:00:00,89,Manchester United,MUN,90,Watford,WAT,0,0,2.41457,0.437185,0.8563,0.11,0.0337
16638,True,2022-02-26 15:30:00,220,Brighton,BRI,71,Aston Villa,AVL,0,2,0.627107,1.3027,0.1398,0.2854,0.5748
16641,True,2022-02-26 17:30:00,72,Everton,EVE,88,Manchester City,MCI,0,1,0.770819,1.93422,0.0832,0.2007,0.7161
16645,True,2022-02-27 14:00:00,81,West Ham,WHU,229,Wolverhampton Wanderers,WOL,1,0,1.62241,0.892018,0.5753,0.2599,0.1648
16588,True,2022-03-01 19:45:00,92,Burnley,BUR,75,Leicester,LEI,0,2,1.04214,1.79558,0.1832,0.2556,0.5612
16648,True,2022-03-05 12:30:00,75,Leicester,LEI,245,Leeds,LED,1,0,0.359129,2.14389,0.0357,0.1297,0.8346
16646,True,2022-03-05 15:00:00,71,Aston Villa,AVL,74,Southampton,SOU,4,0,2.85379,1.32947,0.7295,0.1611,0.1094
16647,True,2022-03-05 15:00:00,92,Burnley,BUR,80,Chelsea,CHE,0,4,0.849232,2.2868,0.0457,0.1645,0.7898
16651,True,2022-03-05 15:00:00,86,Newcastle United,NEW,220,Brighton,BRI,2,1,1.58028,1.64995,0.3317,0.3001,0.3682
16652,True,2022-03-05 15:00:00,79,Norwich,NOR,244,Brentford,BRE,1,3,0.77334,2.22064,0.0623,0.1576,0.7801
16655,True,2022-03-05 15:00:00,229,Wolverhampton Wanderers,WOL,78,Crystal Palace,CRY,0,2,0.710865,2.53759,0.0251,0.1048,0.8701
16649,True,2022-03-05 17:30:00,87,Liverpool,LIV,81,West Ham,WHU,1,0,2.18865,1.33829,0.584,0.2236,0.1924
16654,True,2022-03-06 14:00:00,90,Watford,WAT,83,Arsenal,ARS,2,3,1.29603,1.00457,0.4352,0.2822,0.2826
16650,True,2022-03-06 16:30:00,88,Manchester City,MCI,89,Manchester United,MUN,4,1,2.74434,0.361782,0.9161,0.0698,0.0141
16653,True,2022-03-07 20:00:00,82,Tottenham,TOT,72,Everton,EVE,5,0,3.24279,0.208263,0.9667,0.0292,0.0041
16565,True,2022-03-10 19:30:00,229,Wolverhampton Wanderers,WOL,90,Watford,WAT,4,0,1.55037,0.498696,0.6761,0.232,0.0919
16584,True,2022-03-10 19:30:00,74,Southampton,SOU,86,Newcastle United,NEW,1,2,1.79835,0.812233,0.6582,0.2201,0.1217
16672,True,2022-03-10 19:30:00,79,Norwich,NOR,80,Chelsea,CHE,1,3,0.965723,2.1308,0.1051,0.2256,0.6693
16572,True,2022-03-10 19:45:00,245,Leeds,LED,71,Aston Villa,AVL,0,3,0.194028,1.2729,0.0501,0.2776,0.6723
16658,True,2022-03-12 12:30:00,220,Brighton,BRI,87,Liverpool,LIV,0,2,0.629316,2.48312,0.0461,0.129,0.8249
16657,True,2022-03-12 15:00:00,244,Brentford,BRE,92,Burnley,BUR,2,0,1.82002,0.825311,0.6573,0.2307,0.112
16663,True,2022-03-12 17:30:00,89,Manchester United,MUN,82,Tottenham,TOT,3,2,1.0181,1.62374,0.181,0.2835,0.5355
16659,True,2022-03-13 14:00:00,80,Chelsea,CHE,86,Newcastle United,NEW,1,0,1.07072,0.246037,0.6359,0.2889,0.0752
16661,True,2022-03-13 14:00:00,72,Everton,EVE,229,Wolverhampton Wanderers,WOL,0,1,0.397268,0.712135,0.1826,0.4282,0.3892
16662,True,2022-03-13 14:00:00,245,Leeds,LED,79,Norwich,NOR,2,1,3.11755,1.40148,0.7975,0.1353,0.0672
16664,True,2022-03-13 14:00:00,74,Southampton,SOU,90,Watford,WAT,1,2,1.25696,1.29385,0.3447,0.301,0.3543
16665,True,2022-03-13 14:00:00,81,West Ham,WHU,71,Aston Villa,AVL,2,1,1.58468,1.05391,0.5163,0.2757,0.208
16656,True,2022-03-13 16:30:00,83,Arsenal,ARS,75,Leicester,LEI,2,0,2.93665,0.54911,0.9049,0.0764,0.0187
16660,True,2022-03-14 20:00:00,78,Crystal Palace,CRY,88,Manchester City,MCI,0,0,0.474002,2.04021,0.0494,0.1491,0.8015
16528,True,2022-03-16 19:30:00,220,Brighton,BRI,82,Tottenham,TOT,0,2,1.04171,2.05196,0.1605,0.2169,0.6226
16636,True,2022-03-16 20:15:00,83,Arsenal,ARS,87,Liverpool,LIV,0,2,0.534265,1.27681,0.0976,0.2918,0.6106
16571,True,2022-03-17 19:45:00,72,Everton,EVE,86,Newcastle United,NEW,1,0,0.708809,0.75803,0.3027,0.379,0.3183
16675,True,2022-03-18 20:00:00,229,Wolverhampton Wanderers,WOL,245,Leeds,LED,2,3,1.24075,2.82103,0.0922,0.1545,0.7533
16666,True,2022-03-19 12:30:00,71,Aston Villa,AVL,83,Arsenal,ARS,0,1,0.309375,1.14522,0.0769,0.2868,0.6363
16668,True,2022-03-20 14:00:00,75,Leicester,LEI,244,Brentford,BRE,2,1,1.27865,1.72466,0.252,0.2548,0.4932
16673,True,2022-03-20 16:30:00,82,Tottenham,TOT,81,West Ham,WHU,3,1,2.54795,0.644964,0.8351,0.1195,0.0454
16680,True,2022-04-02 11:30:00,87,Liverpool,LIV,90,Watford,WAT,2,0,2.23651,0.753307,0.7652,0.1699,0.0649
16676,True,2022-04-02 14:00:00,229,Wolverhampton Wanderers,WOL,71,Aston Villa,AVL,2,1,1.62151,1.91256,0.2791,0.2878,0.4331
16681,True,2022-04-02 14:00:00,245,Leeds,LED,74,Southampton,SOU,1,1,1.50715,2.06387,0.2164,0.2597,0.5239
16683,True,2022-04-02 14:00:00,80,Chelsea,CHE,244,Brentford,BRE,1,4,1.29014,2.43422,0.1611,0.188,0.6509
16684,True,2022-04-02 14:00:00,92,Burnley,BUR,88,Manchester City,MCI,0,2,0.0591223,1.62008,0.009,0.1616,0.8294
16685,True,2022-04-02 14:00:00,220,Brighton,BRI,79,Norwich,NOR,0,0,2.38297,0.494112,0.8485,0.1194,0.0321
16679,True,2022-04-02 16:30:00,89,Manchester United,MUN,75,Leicester,LEI,1,1,0.902127,1.07638,0.2852,0.3279,0.3869
16677,True,2022-04-03 13:00:00,81,West Ham,WHU,72,Everton,EVE,2,1,1.49657,0.657846,0.6251,0.2475,0.1274
16678,True,2022-04-03 15:30:00,82,Tottenham,TOT,86,Newcastle United,NEW,5,1,3.6081,0.538152,0.9481,0.0412,0.0107
16682,True,2022-04-04 19:00:00,78,Crystal Palace,CRY,83,Arsenal,ARS,3,0,1.39707,1.05199,0.4606,0.3009,0.2385
16558,True,2022-04-06 18:30:00,92,Burnley,BUR,72,Everton,EVE,3,2,2.24439,2.31574,0.3419,0.2811,0.377
16689,True,2022-04-08 19:00:00,86,Newcastle United,NEW,229,Wolverhampton Wanderers,WOL,1,0,1.43878,0.306867,0.755,0.1963,0.0487
16692,True,2022-04-09 11:30:00,72,Everton,EVE,89,Manchester United,MUN,1,0,0.357295,0.762357,0.1532,0.4059,0.4409
16686,True,2022-04-09 14:00:00,90,Watford,WAT,245,Leeds,LED,0,3,1.07422,0.895612,0.3941,0.3534,0.2525
16687,True,2022-04-09 14:00:00,74,Southampton,SOU,80,Chelsea,CHE,0,6,0.564726,4.39683,0.0014,0.0138,0.9848
16695,True,2022-04-09 14:00:00,83,Arsenal,ARS,220,Brighton,BRI,1,2,2.35153,0.596106,0.8228,0.1343,0.0429
16694,True,2022-04-09 16:30:00,71,Aston Villa,AVL,82,Tottenham,TOT,0,4,1.48712,0.983601,0.4892,0.2806,0.2302
16688,True,2022-04-10 13:00:00,79,Norwich,NOR,92,Burnley,BUR,2,0,1.6723,1.44652,0.4191,0.2754,0.3055
16691,True,2022-04-10 13:00:00,75,Leicester,LEI,78,Crystal Palace,CRY,2,1,0.879235,1.52767,0.1683,0.2787,0.553
16693,True,2022-04-10 13:00:00,244,Brentford,BRE,81,West Ham,WHU,2,0,1.85534,0.244824,0.8373,0.1364,0.0263
16690,True,2022-04-10 15:30:00,88,Manchester City,MCI,87,Liverpool,LIV,2,2,1.34647,1.29983,0.3523,0.2984,0.3493
16699,True,2022-04-16 11:30:00,82,Tottenham,TOT,220,Brighton,BRI,0,1,0.58624,0.711155,0.2559,0.4088,0.3353
16698,True,2022-04-16 14:00:00,90,Watford,WAT,244,Brentford,BRE,1,2,1.50381,2.12457,0.2041,0.2595,0.5364
16700,True,2022-04-16 14:00:00,74,Southampton,SOU,83,Arsenal,ARS,1,0,1.04007,1.35002,0.2731,0.3173,0.4096
16702,True,2022-04-16 14:00:00,89,Manchester United,MUN,79,Norwich,NOR,3,2,1.66737,1.79754,0.3489,0.2449,0.4062
16697,True,2022-04-17 13:15:00,81,West Ham,WHU,92,Burnley,BUR,1,1,2.79175,1.88137,0.6115,0.2322,0.1563
16701,True,2022-04-17 13:15:00,86,Newcastle United,NEW,75,Leicester,LEI,2,1,2.54294,0.541084,0.895,0.0821,0.0229
16669,True,2022-04-19 19:00:00,87,Liverpool,LIV,89,Manchester United,MUN,4,0,2.25967,0.110227,0.915,0.0774,0.0076
16547,True,2022-04-20 18:45:00,72,Everton,EVE,75,Leicester,LEI,1,1,1.68819,0.786333,0.6266,0.2378,0.1356
16618,True,2022-04-20 18:45:00,80,Chelsea,CHE,83,Arsenal,ARS,2,4,0.593801,1.87331,0.0793,0.1879,0.7328
16671,True,2022-04-20 18:45:00,86,Newcastle United,NEW,78,Crystal Palace,CRY,1,0,0.767855,0.432788,0.4098,0.4012,0.189
16670,True,2022-04-20 19:00:00,88,Manchester City,MCI,220,Brighton,BRI,3,0,1.52844,0.117354,0.7751,0.2009,0.024
16667,True,2022-04-21 18:45:00,92,Burnley,BUR,74,Southampton,SOU,2,0,2.14743,1.31837,0.585,0.2289,0.1861
16715,True,2022-04-23 11:30:00,83,Arsenal,ARS,89,Manchester United,MUN,3,1,2.54173,2.04244,0.51,0.2479,0.2421
16706,True,2022-04-23 14:00:00,79,Norwich,NOR,86,Newcastle United,NEW,0,3,0.657661,1.87558,0.0832,0.1983,0.7185
16707,True,2022-04-23 14:00:00,88,Manchester City,MCI,90,Watford,WAT,5,1,3.68,0.42632,0.9691,0.0259,0.005
16709,True,2022-04-23 14:00:00,75,Leicester,LEI,71,Aston Villa,AVL,0,0,0.235635,0.593202,0.1237,0.487,0.3893
16714,True,2022-04-23 16:30:00,244,Brentford,BRE,82,Tottenham,TOT,0,0,1.3153,0.517755,0.5837,0.2863,0.13
16711,True,2022-04-24 13:00:00,80,Chelsea,CHE,81,West Ham,WHU,1,0,2.34959,0.388975,0.8626,0.1106,0.0268
16712,True,2022-04-24 13:00:00,92,Burnley,BUR,229,Wolverhampton Wanderers,WOL,1,0,1.27298,0.592902,0.5697,0.2862,0.1441
16713,True,2022-04-24 13:00:00,220,Brighton,BRI,74,Southampton,SOU,2,2,1.87343,0.926764,0.6878,0.2058,0.1064
16708,True,2022-04-24 15:30:00,87,Liverpool,LIV,72,Everton,EVE,2,0,1.70397,0.424961,0.734,0.2012,0.0648
16710,True,2022-04-25 19:00:00,78,Crystal Palace,CRY,245,Leeds,LED,0,0,1.61656,0.374044,0.7322,0.2035,0.0643
16742,True,2022-04-28 18:45:00,89,Manchester United,MUN,80,Chelsea,CHE,1,1,0.618456,2.46868,0.0457,0.1281,0.8262
16721,True,2022-04-30 11:30:00,86,Newcastle United,NEW,87,Liverpool,LIV,0,1,0.115353,2.73435,0.0014,0.0238,0.9748
16716,True,2022-04-30 14:00:00,229,Wolverhampton Wanderers,WOL,220,Brighton,BRI,0,3,0.525912,2.90679,0.0198,0.0584,0.9218
16718,True,2022-04-30 14:00:00,90,Watford,WAT,92,Burnley,BUR,1,2,0.785742,1.37022,0.1972,0.2778,0.525
16720,True,2022-04-30 14:00:00,74,Southampton,SOU,78,Crystal Palace,CRY,1,2,0.650256,0.756217,0.284,0.3733,0.3427
16725,True,2022-04-30 14:00:00,71,Aston Villa,AVL,79,Norwich,NOR,2,0,2.31192,0.352212,0.8501,0.1195,0.0304
16723,True,2022-04-30 16:30:00,245,Leeds,LED,88,Manchester City,MCI,0,4,1.03608,3.01431,0.0594,0.1226,0.818
16719,True,2022-05-01 13:00:00,82,Tottenham,TOT,75,Leicester,LEI,3,1,1.65338,0.274133,0.757,0.195,0.048
16724,True,2022-05-01 13:00:00,72,Everton,EVE,80,Chelsea,CHE,1,0,1.11712,1.21141,0.3188,0.3054,0.3758
16717,True,2022-05-01 15:30:00,81,West Ham,WHU,83,Arsenal,ARS,1,2,0.451976,0.964564,0.166,0.3572,0.4768
16722,True,2022-05-02 19:00:00,89,Manchester United,MUN,244,Brentford,BRE,3,0,1.84111,0.681425,0.7204,0.1998,0.0798
16730,True,2022-05-07 14:00:00,78,Crystal Palace,CRY,90,Watford,WAT,1,0,2.49142,0.255373,0.9269,0.0629,0.0102
16731,True,2022-05-07 14:00:00,80,Chelsea,CHE,229,Wolverhampton Wanderers,WOL,2,2,1.82098,1.6842,0.4094,0.259,0.3316
16732,True,2022-05-07 14:00:00,92,Burnley,BUR,71,Aston Villa,AVL,1,3,1.31028,1.81256,0.2284,0.2801,0.4915
16734,True,2022-05-07 14:00:00,244,Brentford,BRE,74,Southampton,SOU,3,0,3.68223,0.988574,0.9076,0.0664,0.026
16733,True,2022-05-07 16:30:00,220,Brighton,BRI,89,Manchester United,MUN,4,0,2.82636,0.930715,0.8485,0.1119,0.0396
16728,True,2022-05-07 18:45:00,87,Liverpool,LIV,82,Tottenham,TOT,1,1,1.0481,0.982635,0.3415,0.3248,0.3337
16726,True,2022-05-08 13:00:00,79,Norwich,NOR,81,West Ham,WHU,0,4,0.77895,3.25894,0.0105,0.0483,0.9412
16729,True,2022-05-08 13:00:00,75,Leicester,LEI,72,Everton,EVE,1,2,1.47479,1.55635,0.3328,0.281,0.3862
16735,True,2022-05-08 13:00:00,83,Arsenal,ARS,245,Leeds,LED,2,1,2.7227,0.696785,0.8509,0.1136,0.0355
16727,True,2022-05-08 15:30:00,88,Manchester City,MCI,86,Newcastle United,NEW,5,0,4.05613,0.995099,0.9449,0.0407,0.0144
16705,True,2022-05-10 19:00:00,71,Aston Villa,AVL,87,Liverpool,LIV,1,2,1.44726,1.75417,0.2466,0.3355,0.4179
16703,True,2022-05-11 18:30:00,245,Leeds,LED,80,Chelsea,CHE,0,3,0.499789,1.46853,0.1113,0.2727,0.616
16582,True,2022-05-11 18:45:00,75,Leicester,LEI,79,Norwich,NOR,3,0,2.57058,1.21966,0.7056,0.1875,0.1069
16674,True,2022-05-11 18:45:00,90,Watford,WAT,72,Everton,EVE,0,0,0.232236,0.812193,0.0908,0.4161,0.4931
16696,True,2022-05-11 19:15:00,229,Wolverhampton Wanderers,WOL,88,Manchester City,MCI,1,5,0.411857,3.39304,0.006,0.0354,0.9586
16593,True,2022-05-12 18:45:00,82,Tottenham,TOT,83,Arsenal,ARS,3,0,3.42522,0.387446,0.9603,0.0337,0.006
16739,True,2022-05-15 11:00:00,82,Tottenham,TOT,92,Burnley,BUR,1,0,2.39449,0.629888,0.8218,0.1317,0.0465
16736,True,2022-05-15 13:00:00,229,Wolverhampton Wanderers,WOL,79,Norwich,NOR,1,1,0.999066,1.53212,0.2166,0.2746,0.5088
16737,True,2022-05-15 13:00:00,81,West Ham,WHU,88,Manchester City,MCI,2,2,1.0088,2.14723,0.1188,0.2122,0.669
16738,True,2022-05-15 13:00:00,90,Watford,WAT,75,Leicester,LEI,1,5,2.58968,2.27297,0.4551,0.2287,0.3162
16743,True,2022-05-15 13:00:00,245,Leeds,LED,220,Brighton,BRI,1,1,2.22282,2.25898,0.3793,0.226,0.3947
16745,True,2022-05-15 13:00:00,71,Aston Villa,AVL,78,Crystal Palace,CRY,1,1,0.799443,1.39009,0.1488,0.2957,0.5555
16744,True,2022-05-15 15:30:00,72,Everton,EVE,244,Brentford,BRE,2,3,2.69589,1.81626,0.6124,0.1977,0.1899
16741,True,2022-05-16 19:00:00,86,Newcastle United,NEW,83,Arsenal,ARS,2,0,1.68299,0.492454,0.7075,0.2077,0.0848
16740,True,2022-05-17 18:45:00,74,Southampton,SOU,87,Liverpool,LIV,1,2,0.121506,1.19178,0.032,0.2996,0.6684
16704,True,2022-05-19 18:45:00,72,Everton,EVE,78,Crystal Palace,CRY,3,2,0.813157,1.6023,0.1151,0.2604,0.6245
16546,True,2022-05-19 19:00:00,71,Aston Villa,AVL,92,Burnley,BUR,1,1,0.996403,1.63117,0.1754,0.2434,0.5812
16639,True,2022-05-19 19:00:00,80,Chelsea,CHE,75,Leicester,LEI,1,1,1.61996,0.0417972,0.835,0.1584,0.0066
16746,True,2022-05-22 15:00:00,83,Arsenal,ARS,72,Everton,EVE,5,1,4.35597,1.08601,0.963,0.0318,0.0052
16747,True,2022-05-22 15:00:00,244,Brentford,BRE,245,Leeds,LED,1,2,0.844985,1.47786,0.169,0.2727,0.5583
16748,True,2022-05-22 15:00:00,220,Brighton,BRI,81,West Ham,WHU,3,1,1.67774,0.268845,0.7693,0.1843,0.0464
16749,True,2022-05-22 15:00:00,92,Burnley,BUR,86,Newcastle United,NEW,1,2,1.49164,1.74291,0.276,0.2986,0.4254
16750,True,2022-05-22 15:00:00,80,Chelsea,CHE,90,Watford,WAT,2,1,2.59231,0.575755,0.8571,0.1059,0.037
16751,True,2022-05-22 15:00:00,78,Crystal Palace,CRY,89,Manchester United,MUN,1,0,0.354618,0.782005,0.1466,0.4028,0.4506
16752,True,2022-05-22 15:00:00,75,Leicester,LEI,74,Southampton,SOU,4,1,3.42058,1.05141,0.9057,0.0717,0.0226
16753,True,2022-05-22 15:00:00,87,Liverpool,LIV,229,Wolverhampton Wanderers,WOL,3,1,3.19385,1.11708,0.8332,0.1119,0.0549
16754,True,2022-05-22 15:00:00,88,Manchester City,MCI,71,Aston Villa,AVL,3,2,3.3209,0.247841,0.9766,0.0197,0.0037
16755,True,2022-05-22 15:00:00,79,Norwich,NOR,82,Tottenham,TOT,0,5,0.310789,3.815,0.002,0.0157,0.9823
