element,position,multiplier,is_captain,is_vice_captain
559,1,1,False,False
142,2,1,False,False
256,3,1,False,False
44,4,1,False,False
701,5,1,False,False
233,6,1,False,True
22,7,1,False,False
138,8,2,True,False
51,9,1,False,False
357,10,1,False,False
430,11,1,False,False
376,12,0,False,False
305,13,0,False,False
491,14,0,False,False
518,15,0,False,False
