element,position,multiplier,is_captain,is_vice_captain
69,1,1,False,False
237,2,1,False,False
491,3,1,False,False
256,4,1,False,False
56,5,1,False,False
233,6,1,False,True
419,7,1,False,False
196,8,1,False,False
529,9,2,True,False
413,10,1,False,False
189,11,1,False,False
376,12,0,False,False
127,13,0,False,False
268,14,0,False,False
70,15,0,False,False
