id,isResult,datetime,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,forecast_w,forecast_d,forecast_l,match_id,xCS_h,xCS_a
11721,True,2019-10-06 16:30:00,86,Newcastle United,NEW,89,Manchester United,MUN,1,0,0.650296,0.969204,0.2281,0.346,0.4259,11721,0.3115273545320501,0.4900712893084691
11727,True,2019-10-19 12:30:00,72,Everton,EVE,81,West Ham,WHU,2,0,2.23324,0.459112,0.8303,0.1277,0.042,11727,0.6196962995674432,0.0582678138048646
11723,True,2019-10-19 15:00:00,71,Aston Villa,AVL,220,Brighton,BRI,2,1,2.96692,1.32184,0.7539,0.1481,0.098,11723,0.2328697907865903,0.0176794322077238
11724,True,2019-10-19 15:00:00,73,Bournemouth,BOU,79,Norwich,NOR,0,0,0.675554,0.402873,0.3837,0.4302,0.1861,11724,0.6592590765860052,0.4700639898342217
11725,True,2019-10-19 15:00:00,80,Chelsea,CHE,86,Newcastle United,NEW,1,0,2.30068,0.197082,0.8936,0.0932,0.0132,11725,0.8170997886792152,0.0587474593988661
11728,True,2019-10-19 15:00:00,75,Leicester,LEI,92,Burnley,BUR,2,1,0.8291,1.79569,0.1307,0.2209,0.6484,11728,0.0940945106187694,0.4229829927817643
11731,True,2019-10-19 15:00:00,82,Tottenham,TOT,90,Watford,WAT,1,1,0.891617,0.846851,0.3498,0.3494,0.3008,11731,0.3921185422912402,0.3398679608469542
11732,True,2019-10-19 15:00:00,229,Wolverhampton Wanderers,WOL,74,Southampton,SOU,1,1,0.887495,1.37695,0.2018,0.3345,0.4637,11732,0.2098637735740744,0.2097792234954472
11726,True,2019-10-19 17:30:00,78,Crystal Palace,CRY,88,Manchester City,MCI,0,2,0.616864,4.02104,0.007,0.0293,0.9637,11726,0.004853439127745,0.4838524091109382
11729,True,2019-10-20 16:30:00,89,Manchester United,MUN,87,Liverpool,LIV,1,1,0.791862,1.03212,0.2391,0.3812,0.3797,11729,0.2555539229803122,0.3428873639740434
11730,True,2019-10-21 20:00:00,238,Sheffield United,SHE,83,Arsenal,ARS,1,0,0.895722,0.949735,0.2926,0.3964,0.311,11730,0.2769458705989245,0.2650070322693753
11740,True,2019-10-25 20:00:00,74,Southampton,SOU,75,Leicester,LEI,0,9,0.457334,4.38046,0.0032,0.0132,0.9836,11740,0.0024155863839012,0.6081851713417672
11737,True,2019-10-26 12:30:00,88,Manchester City,MCI,71,Aston Villa,AVL,3,0,3.19004,0.980145,0.8517,0.1,0.0483,11737,0.2978691614037079,0.0200747761170062
11734,True,2019-10-26 15:00:00,220,Brighton,BRI,72,Everton,EVE,3,2,1.15279,1.04723,0.3737,0.3492,0.2771,11734,0.3030021529036366,0.1593577554442393
11741,True,2019-10-26 15:00:00,90,Watford,WAT,73,Bournemouth,BOU,0,0,0.674903,0.899526,0.2583,0.3633,0.3784,11741,0.3751608701027218,0.4599790258958083
11742,True,2019-10-26 15:00:00,81,West Ham,WHU,238,Sheffield United,SHE,1,1,2.33891,1.16171,0.7017,0.1979,0.1004,11742,0.185509898297819,0.0357878838295669
11735,True,2019-10-26 17:30:00,92,Burnley,BUR,80,Chelsea,CHE,2,4,2.23494,0.988321,0.7194,0.1734,0.1072,11735,0.3573640476581336,0.0344953143387167
11738,True,2019-10-27 14:00:00,86,Newcastle United,NEW,229,Wolverhampton Wanderers,WOL,1,1,0.603104,1.93255,0.0764,0.1803,0.7433,11738,0.0797771289908972,0.5332998245707622
11733,True,2019-10-27 16:30:00,83,Arsenal,ARS,78,Crystal Palace,CRY,2,2,1.54014,1.77892,0.2675,0.2977,0.4348,11733,0.0634235289164336,0.1184396552104976
11736,True,2019-10-27 16:30:00,87,Liverpool,LIV,82,Tottenham,TOT,2,1,2.18851,1.35143,0.5907,0.2368,0.1725,11736,0.1610713126667291,0.0476957149253132
11739,True,2019-10-27 16:30:00,79,Norwich,NOR,89,Manchester United,MUN,1,3,0.8924,4.51232,0.0079,0.0224,0.9697,11739,0.0011334257239431,0.3584922810165165
11745,True,2019-11-02 12:30:00,73,Bournemouth,BOU,89,Manchester United,MUN,1,0,1.86862,0.641129,0.7315,0.1875,0.081,11745,0.5150053112612969,0.0664691480293476
11743,True,2019-11-02 15:00:00,83,Arsenal,ARS,229,Wolverhampton Wanderers,WOL,1,1,1.02552,1.5103,0.2334,0.281,0.4856,11743,0.1790871134989022,0.3040318619555135
11744,True,2019-11-02 15:00:00,71,Aston Villa,AVL,87,Liverpool,LIV,1,2,0.741615,2.38824,0.0731,0.1563,0.7706,11744,0.0673934484472503,0.4065783086747368
11746,True,2019-11-02 15:00:00,220,Brighton,BRI,79,Norwich,NOR,2,0,2.65496,0.455082,0.8783,0.094,0.0277,11746,0.6241750436903623,0.0412845096103852
11749,True,2019-11-02 15:00:00,88,Manchester City,MCI,74,Southampton,SOU,2,1,3.36132,0.893889,0.9119,0.074,0.0141,11749,0.1250484318095833,0.0148808710143165
11750,True,2019-11-02 15:00:00,238,Sheffield United,SHE,92,Burnley,BUR,3,0,2.58392,0.716613,0.83,0.1251,0.0449,11750,0.4117128380966673,0.0369999273580936
11752,True,2019-11-02 15:00:00,81,West Ham,WHU,86,Newcastle United,NEW,2,3,1.53597,1.93192,0.271,0.258,0.471,11752,0.0888633203107482,0.1111720021091907
11751,True,2019-11-02 17:30:00,90,Watford,WAT,80,Chelsea,CHE,1,2,1.4744,2.18313,0.2033,0.2538,0.5429,11751,0.0551630741935482,0.1069903350671103
11747,True,2019-11-03 14:00:00,78,Crystal Palace,CRY,75,Leicester,LEI,0,2,0.44291,0.981167,0.155,0.3517,0.4933,11747,0.3478285175754637,0.6323858720144722
11748,True,2019-11-03 16:30:00,72,Everton,EVE,82,Tottenham,TOT,1,1,1.15532,0.243393,0.6632,0.2752,0.0616,11748,0.7742191740913928,0.2330106548961245
11757,True,2019-11-08 20:00:00,79,Norwich,NOR,90,Watford,WAT,0,2,0.62104,1.36017,0.1585,0.28,0.5615,11757,0.2193628225290818,0.5283623718094127
11754,True,2019-11-09 12:30:00,80,Chelsea,CHE,78,Crystal Palace,CRY,2,0,3.28903,0.479488,0.9423,0.0481,0.0096,11754,0.5656219476797899,0.0154412031801231
11753,True,2019-11-09 15:00:00,92,Burnley,BUR,81,West Ham,WHU,3,0,2.4158,0.474281,0.8586,0.1051,0.0363,11753,0.5928005691153204,0.0450504873102111
11756,True,2019-11-09 15:00:00,86,Newcastle United,NEW,73,Bournemouth,BOU,2,1,2.3306,1.9213,0.4754,0.2446,0.28,11756,0.0608584883226223,0.0417179238614116
11758,True,2019-11-09 15:00:00,74,Southampton,SOU,72,Everton,EVE,1,2,0.742281,2.08883,0.0761,0.2071,0.7168,11758,0.0928516364124984,0.3100861938682756
11759,True,2019-11-09 15:00:00,82,Tottenham,TOT,238,Sheffield United,SHE,1,1,1.5104,0.923443,0.5262,0.2654,0.2084,11759,0.3633701364829553,0.1672528101420884
11762,True,2019-11-09 17:30:00,75,Leicester,LEI,83,Arsenal,ARS,2,0,1.37055,0.961339,0.4439,0.3099,0.2462,11762,0.2685286442775695,0.2171264616119043
11760,True,2019-11-10 14:00:00,229,Wolverhampton Wanderers,WOL,71,Aston Villa,AVL,2,1,2.09891,0.473225,0.7939,0.1511,0.055,11760,0.6149073532781315,0.0881301658230715
11761,True,2019-11-10 14:00:00,89,Manchester United,MUN,220,Brighton,BRI,3,1,3.65299,1.1342,0.8833,0.0828,0.0339,11761,0.2429774331916203,0.0073680143482631
11755,True,2019-11-10 16:30:00,87,Liverpool,LIV,88,Manchester City,MCI,3,1,1.3319,1.48104,0.3127,0.2881,0.3992,11755,0.1520768412336184,0.2007496838206914
11772,True,2019-11-23 12:30:00,81,West Ham,WHU,82,Tottenham,TOT,2,3,0.661449,2.20681,0.0614,0.1533,0.7853,11772,0.0493696930367079,0.5030303082960458
11763,True,2019-11-23 15:00:00,83,Arsenal,ARS,74,Southampton,SOU,2,2,1.60823,2.60312,0.1668,0.2108,0.6224,11763,0.0115103831921775,0.1325801313756359
11765,True,2019-11-23 15:00:00,73,Bournemouth,BOU,229,Wolverhampton Wanderers,WOL,1,2,0.849789,1.2765,0.2059,0.3272,0.4669,11765,0.2124676595310916,0.3316644403762966
11766,True,2019-11-23 15:00:00,220,Brighton,BRI,75,Leicester,LEI,0,2,0.784706,3.50917,0.017,0.0549,0.9281,11766,0.0071656878064438,0.3788446421560799
11767,True,2019-11-23 15:00:00,78,Crystal Palace,CRY,87,Liverpool,LIV,1,2,1.02306,1.64291,0.1967,0.2659,0.5374,11767,0.1152542479622662,0.3231207135679754
11768,True,2019-11-23 15:00:00,72,Everton,EVE,79,Norwich,NOR,0,2,0.812693,1.80849,0.1424,0.2108,0.6468,11768,0.1166012226618475,0.4330855439379583
11771,True,2019-11-23 15:00:00,90,Watford,WAT,92,Burnley,BUR,0,3,0.902384,2.66281,0.0541,0.1127,0.8332,11771,0.0134426170501461,0.3879542157267444
11769,True,2019-11-23 17:30:00,88,Manchester City,MCI,80,Chelsea,CHE,2,1,1.23596,0.820474,0.4647,0.3041,0.2312,11769,0.4103912782472129,0.2576275793048008
11770,True,2019-11-24 16:30:00,238,Sheffield United,SHE,89,Manchester United,MUN,3,3,1.56025,1.33065,0.4198,0.3029,0.2773,11770,0.1783783187794398,0.1012250462745645
11764,True,2019-11-25 20:00:00,71,Aston Villa,AVL,86,Newcastle United,NEW,2,0,2.6985,0.69784,0.8515,0.1083,0.0402,11764,0.4678396202061847,0.024736304655907
11777,True,2019-11-30 12:30:00,86,Newcastle United,NEW,88,Manchester City,MCI,2,2,0.208252,2.44389,0.0129,0.0872,0.8999,11777,0.0537374235714339,0.80833636295381
11773,True,2019-11-30 15:00:00,92,Burnley,BUR,78,Crystal Palace,CRY,0,2,1.8509,0.936732,0.617,0.2446,0.1384,11773,0.3110906663767054,0.0888312296710048
11774,True,2019-11-30 15:00:00,80,Chelsea,CHE,81,West Ham,WHU,0,1,2.73185,1.12034,0.7651,0.1557,0.0792,11774,0.2440343949521441,0.0297904299535057
11776,True,2019-11-30 15:00:00,87,Liverpool,LIV,220,Brighton,BRI,2,1,1.36832,0.867601,0.5044,0.2797,0.2159,11776,0.3862562046924401,0.2157835709757069
11779,True,2019-11-30 15:00:00,82,Tottenham,TOT,73,Bournemouth,BOU,3,2,2.93189,1.02949,0.8068,0.1241,0.0691,11779,0.3425132996359056,0.0217639904529659
11778,True,2019-11-30 17:30:00,74,Southampton,SOU,90,Watford,WAT,2,1,1.9671,0.504005,0.826,0.1455,0.0285,11778,0.566552795966936,0.0305312068928731
11780,True,2019-12-01 14:00:00,229,Wolverhampton Wanderers,WOL,238,Sheffield United,SHE,1,1,1.27422,1.47296,0.3147,0.2737,0.4116,11780,0.1813740037641227,0.2156328714467831
11781,True,2019-12-01 14:00:00,79,Norwich,NOR,83,Arsenal,ARS,2,2,0.810596,1.96157,0.1015,0.191,0.7075,11781,0.0572537934411855,0.4304189648475873
11775,True,2019-12-01 16:30:00,75,Leicester,LEI,72,Everton,EVE,2,1,2.24348,1.24986,0.6223,0.2153,0.1624,11775,0.2352438912717233,0.0553142454826293
11782,True,2019-12-01 16:30:00,89,Manchester United,MUN,71,Aston Villa,AVL,2,2,1.84804,1.29701,0.5014,0.2793,0.2193,11782,0.1518426732664626,0.1001855670490603
11791,True,2019-12-03 19:30:00,78,Crystal Palace,CRY,73,Bournemouth,BOU,1,0,0.383763,0.342799,0.2392,0.5482,0.2126,11791,0.7012673460029796,0.6701308174753925
11784,True,2019-12-03 20:15:00,92,Burnley,BUR,88,Manchester City,MCI,1,4,0.486548,2.56057,0.025,0.0891,0.8859,11784,0.0311612693814292,0.5734481321438315
11785,True,2019-12-04 19:30:00,75,Leicester,LEI,90,Watford,WAT,2,0,2.28735,0.199733,0.9199,0.0706,0.0095,11785,0.8118925550710888,0.0393518138361468
11787,True,2019-12-04 19:30:00,229,Wolverhampton Wanderers,WOL,81,West Ham,WHU,2,0,1.82237,0.501977,0.735,0.1951,0.0699,11787,0.5735602387933443,0.1109068777132044
11788,True,2019-12-04 19:30:00,89,Manchester United,MUN,82,Tottenham,TOT,2,1,1.47683,0.542315,0.6568,0.2512,0.092,11788,0.5575237298286873,0.1129004197982748
11789,True,2019-12-04 19:30:00,80,Chelsea,CHE,71,Aston Villa,AVL,2,1,1.9774,0.86086,0.6494,0.2192,0.1314,11789,0.3274983942124049,0.1127661336592007
11790,True,2019-12-04 19:30:00,74,Southampton,SOU,79,Norwich,NOR,2,1,2.00232,0.896647,0.6864,0.2089,0.1047,11790,0.3671540248788866,0.0451048036185799
11792,True,2019-12-04 20:15:00,87,Liverpool,LIV,72,Everton,EVE,5,2,2.41397,1.76453,0.5327,0.2329,0.2344,11792,0.109900227706966,0.0318396787769332
11786,True,2019-12-05 19:30:00,238,Sheffield United,SHE,86,Newcastle United,NEW,0,2,1.09175,0.533775,0.5039,0.3343,0.1618,11786,0.5470775469336764,0.2955320733404635
11783,True,2019-12-05 20:15:00,83,Arsenal,ARS,220,Brighton,BRI,1,2,0.965377,1.53446,0.229,0.2568,0.5142,11783,0.1970175564858022,0.3439314780418057
11796,True,2019-12-07 12:30:00,72,Everton,EVE,80,Chelsea,CHE,3,1,2.03892,1.25734,0.5741,0.2352,0.1907,11796,0.2078216575370719,0.0724593566863716
11794,True,2019-12-07 15:00:00,73,Bournemouth,BOU,87,Liverpool,LIV,0,3,0.154608,3.04446,0.0046,0.0368,0.9586,11794,0.0206375925087339,0.8529960477729622
11800,True,2019-12-07 15:00:00,82,Tottenham,TOT,92,Burnley,BUR,5,0,2.39684,1.08645,0.7218,0.1919,0.0863,11800,0.2224196543872056,0.0361475349413788
11801,True,2019-12-07 15:00:00,90,Watford,WAT,78,Crystal Palace,CRY,0,0,1.57132,0.210746,0.7994,0.1733,0.0273,11801,0.8034786153536002,0.1219606740764336
11797,True,2019-12-07 17:30:00,88,Manchester City,MCI,89,Manchester United,MUN,1,2,2.07108,1.63385,0.4696,0.2472,0.2832,11797,0.0953805735290947,0.0992249923145693
11793,True,2019-12-08 14:00:00,71,Aston Villa,AVL,75,Leicester,LEI,1,4,1.24141,4.03286,0.0239,0.0624,0.9137,11793,0.0004870285981665,0.2207901983639763
11798,True,2019-12-08 14:00:00,86,Newcastle United,NEW,74,Southampton,SOU,2,1,1.10449,1.89255,0.1687,0.2549,0.5764,11798,0.0909049264309281,0.2227343442800462
11799,True,2019-12-08 14:00:00,79,Norwich,NOR,238,Sheffield United,SHE,1,2,0.585805,0.712899,0.2498,0.4017,0.3485,11799,0.4548243065821418,0.5466427191023178
11795,True,2019-12-08 16:30:00,220,Brighton,BRI,229,Wolverhampton Wanderers,WOL,2,2,0.951621,1.87208,0.1487,0.2284,0.6229,11795,0.0943485118979716,0.3476419123068097
11802,True,2019-12-09 20:00:00,81,West Ham,WHU,83,Arsenal,ARS,1,3,0.521847,1.79181,0.073,0.1861,0.7409,11802,0.099046556948631,0.5823932806431624
11808,True,2019-12-14 12:30:00,87,Liverpool,LIV,90,Watford,WAT,2,0,1.56674,1.01166,0.518,0.2644,0.2176,11808,0.3020402571385501,0.1599112950705392
11804,True,2019-12-14 15:00:00,92,Burnley,BUR,86,Newcastle United,NEW,1,0,1.43602,1.08726,0.4421,0.3378,0.2201,11804,0.2418528560768847,0.0957277067420905
11805,True,2019-12-14 15:00:00,80,Chelsea,CHE,73,Bournemouth,BOU,0,1,2.02119,1.20777,0.566,0.2294,0.2046,11805,0.2465327847397954,0.0946412383649886
11807,True,2019-12-14 15:00:00,75,Leicester,LEI,79,Norwich,NOR,1,1,1.06421,1.16408,0.3044,0.3038,0.3918,11807,0.2149153605655824,0.3292202601866759
11810,True,2019-12-14 15:00:00,238,Sheffield United,SHE,71,Aston Villa,AVL,2,0,1.888,0.97258,0.632,0.2565,0.1115,11810,0.1925213619882341,0.0798137846831219
11811,True,2019-12-14 17:30:00,74,Southampton,SOU,81,West Ham,WHU,0,1,0.805884,0.90324,0.311,0.3452,0.3438,11811,0.386908180133333,0.4024927444192374
11809,True,2019-12-15 14:00:00,89,Manchester United,MUN,72,Everton,EVE,1,1,1.48327,0.276759,0.7171,0.2244,0.0585,11809,0.7514568092344565,0.1844887881956045
11812,True,2019-12-15 14:00:00,229,Wolverhampton Wanderers,WOL,82,Tottenham,TOT,1,2,0.718669,0.989205,0.2404,0.3386,0.421,11812,0.3126888541734618,0.4778715687456371
11803,True,2019-12-15 16:30:00,83,Arsenal,ARS,88,Manchester City,MCI,0,3,0.28161,1.69553,0.042,0.1757,0.7823,11803,0.1301138460255132,0.7473795025030958
11806,True,2019-12-16 19:45:00,78,Crystal Palace,CRY,220,Brighton,BRI,1,1,0.484859,2.48355,0.0214,0.081,0.8976,11806,0.0109879942612625,0.6071814070300144
11816,True,2019-12-21 12:30:00,72,Everton,EVE,83,Arsenal,ARS,0,0,0.486523,0.881818,0.1606,0.3613,0.4781,11816,0.2827071775649736,0.6031221698508977
11813,True,2019-12-21 15:00:00,71,Aston Villa,AVL,74,Southampton,SOU,1,3,0.921054,2.63444,0.0701,0.1332,0.7967,11813,0.0264925585864073,0.3711371153446964
11814,True,2019-12-21 15:00:00,73,Bournemouth,BOU,92,Burnley,BUR,0,1,0.138532,0.144318,0.1153,0.7656,0.1191,11814,0.8575651195666956,0.8659213846536439
11815,True,2019-12-21 15:00:00,220,Brighton,BRI,238,Sheffield United,SHE,0,1,0.428371,1.65933,0.0649,0.1924,0.7427,11815,0.1103911689980147,0.6425212394225387
11818,True,2019-12-21 15:00:00,86,Newcastle United,NEW,78,Crystal Palace,CRY,1,0,0.714368,0.985368,0.2554,0.3549,0.3897,11818,0.3554542738597394,0.4106194746374167
11819,True,2019-12-21 15:00:00,79,Norwich,NOR,229,Wolverhampton Wanderers,WOL,1,2,1.26536,1.65224,0.2615,0.2668,0.4717,11819,0.1134744719503251,0.2389054137995131
11817,True,2019-12-21 17:30:00,88,Manchester City,MCI,75,Leicester,LEI,3,1,3.59139,1.01388,0.9032,0.0714,0.0254,11817,0.2738615300746475,0.0067790588404637
11821,True,2019-12-22 14:00:00,90,Watford,WAT,89,Manchester United,MUN,2,0,1.59291,1.5309,0.3791,0.2811,0.3398,11821,0.1770001745917338,0.0990534545826019
11820,True,2019-12-22 16:30:00,82,Tottenham,TOT,80,Chelsea,CHE,0,2,0.276667,1.49374,0.0406,0.1922,0.7672,11820,0.1113771916018944,0.7504661445202409
11831,True,2019-12-26 12:30:00,82,Tottenham,TOT,220,Brighton,BRI,2,1,1.02645,1.09007,0.3168,0.3158,0.3674,11831,0.2684599171370067,0.3106070533562349
11823,True,2019-12-26 15:00:00,71,Aston Villa,AVL,79,Norwich,NOR,1,0,0.654194,1.45005,0.1589,0.2584,0.5827,11823,0.1996730860062882,0.5073901911119817
11824,True,2019-12-26 15:00:00,73,Bournemouth,BOU,83,Arsenal,ARS,1,1,1.55463,1.42464,0.4082,0.2741,0.3177,11824,0.2022344285715345,0.1336446779902425
11825,True,2019-12-26 15:00:00,80,Chelsea,CHE,74,Southampton,SOU,0,2,0.859973,0.981321,0.2827,0.3415,0.3758,11825,0.2930457191589336,0.3914193608042596
11826,True,2019-12-26 15:00:00,78,Crystal Palace,CRY,81,West Ham,WHU,2,1,2.14195,0.796338,0.7301,0.1812,0.0887,11826,0.4086705928238632,0.0636700834544218
11827,True,2019-12-26 15:00:00,72,Everton,EVE,92,Burnley,BUR,1,0,1.47521,0.565252,0.6218,0.2726,0.1056,11827,0.4822026917043686,0.166983163901916
11830,True,2019-12-26 15:00:00,238,Sheffield United,SHE,90,Watford,WAT,1,1,2.04481,0.596611,0.7843,0.1616,0.0541,11830,0.5139122326185838,0.0461356418141463
11829,True,2019-12-26 17:30:00,89,Manchester United,MUN,86,Newcastle United,NEW,4,1,1.99638,1.05018,0.612,0.2376,0.1504,11829,0.2530007158376899,0.0930570340091579
11828,True,2019-12-26 20:00:00,75,Leicester,LEI,87,Liverpool,LIV,0,4,0.120994,3.76973,0.0003,0.0086,0.9911,11828,0.0044454609063464,0.8833842277782322
11832,True,2019-12-27 19:45:00,229,Wolverhampton Wanderers,WOL,88,Manchester City,MCI,3,2,2.39405,1.52044,0.6128,0.2356,0.1516,11832,0.0466058678191671,0.0373044031724058
11834,True,2019-12-28 12:30:00,220,Brighton,BRI,73,Bournemouth,BOU,2,0,1.05876,0.500726,0.5128,0.3292,0.158,11834,0.5954428870773465,0.3249883190068268
11838,True,2019-12-28 15:00:00,86,Newcastle United,NEW,72,Everton,EVE,1,2,1.63211,2.82576,0.1581,0.1764,0.6655,11838,0.0217809706845377,0.1459106295854549
11840,True,2019-12-28 15:00:00,74,Southampton,SOU,78,Crystal Palace,CRY,1,1,1.47937,0.137837,0.7755,0.1989,0.0256,11840,0.8693061673440337,0.1637742350859491
11841,True,2019-12-28 15:00:00,90,Watford,WAT,71,Aston Villa,AVL,3,0,3.25314,0.610997,0.9266,0.0573,0.0161,11841,0.4954058822808704,0.0099407554061796
11839,True,2019-12-28 17:30:00,79,Norwich,NOR,82,Tottenham,TOT,2,2,0.268052,1.82189,0.0263,0.141,0.8327,11839,0.0750902287288562,0.7582587713072558
11842,True,2019-12-28 17:30:00,81,West Ham,WHU,75,Leicester,LEI,1,2,0.782104,2.62349,0.0516,0.1144,0.834,11842,0.0230994436286212,0.4433808881597575
11835,True,2019-12-28 19:45:00,92,Burnley,BUR,89,Manchester United,MUN,0,2,0.386662,2.10542,0.0282,0.1155,0.8563,11835,0.0401344330049708,0.6684464709354175
11833,True,2019-12-29 14:00:00,83,Arsenal,ARS,80,Chelsea,CHE,1,2,0.785214,1.49666,0.1634,0.2709,0.5657,11833,0.1482665257907352,0.4109890385646089
11836,True,2019-12-29 16:30:00,87,Liverpool,LIV,229,Wolverhampton Wanderers,WOL,1,0,1.49124,0.363764,0.7092,0.224,0.0668,11836,0.6894611771889025,0.1536015795319017
11837,True,2019-12-29 18:00:00,88,Manchester City,MCI,238,Sheffield United,SHE,2,0,1.08628,1.23346,0.3044,0.3003,0.3953,11837,0.2325559181421332,0.3056014163270888
11845,True,2020-01-01 12:30:00,220,Brighton,BRI,80,Chelsea,CHE,1,1,1.56978,1.57497,0.3583,0.2959,0.3458,11845,0.0823766276988303,0.1334680744293591
11846,True,2020-01-01 12:30:00,92,Burnley,BUR,71,Aston Villa,AVL,1,2,2.34418,1.74824,0.532,0.2321,0.2359,11846,0.1149549103331729,0.0316266318284255
11849,True,2020-01-01 15:00:00,86,Newcastle United,NEW,75,Leicester,LEI,0,3,0.780118,2.43642,0.0438,0.1446,0.8116,11849,0.0379901906046921,0.3302380240816475
11851,True,2020-01-01 15:00:00,74,Southampton,SOU,82,Tottenham,TOT,1,0,1.51192,1.078,0.4731,0.2856,0.2413,11851,0.255358068040741,0.1727010238172888
11852,True,2020-01-01 15:00:00,90,Watford,WAT,229,Wolverhampton Wanderers,WOL,2,1,1.07053,1.23252,0.3114,0.298,0.3906,11852,0.2438566182791215,0.2956201549099918
11843,True,2020-01-01 17:30:00,81,West Ham,WHU,73,Bournemouth,BOU,4,0,2.32825,0.720709,0.8034,0.1575,0.0391,11843,0.3589277181713354,0.0346996637113766
11848,True,2020-01-01 17:30:00,88,Manchester City,MCI,72,Everton,EVE,2,1,1.79757,0.848942,0.6084,0.2598,0.1318,11848,0.2899921521448081,0.1304029180121937
11850,True,2020-01-01 17:30:00,79,Norwich,NOR,78,Crystal Palace,CRY,1,1,1.66454,1.29896,0.4478,0.2915,0.2607,11850,0.1372330898062174,0.128591246093723
11844,True,2020-01-01 20:00:00,83,Arsenal,ARS,89,Manchester United,MUN,2,0,1.90747,0.715563,0.7141,0.2018,0.0841,11844,0.4607401987788617,0.0554097792893776
11847,True,2020-01-02 20:00:00,87,Liverpool,LIV,238,Sheffield United,SHE,2,0,3.0465,0.634607,0.9328,0.0591,0.0081,11847,0.4079207391897583,0.0075309228208216
11855,True,2020-01-10 20:00:00,238,Sheffield United,SHE,81,West Ham,WHU,1,0,2.02768,0.90477,0.6699,0.207,0.1231,11855,0.3490103466566342,0.0815510923517378
11859,True,2020-01-11 12:30:00,78,Crystal Palace,CRY,83,Arsenal,ARS,1,1,0.317862,1.43924,0.0317,0.1698,0.7985,11859,0.0480956924615939,0.7182382846307794
11853,True,2020-01-11 15:00:00,229,Wolverhampton Wanderers,WOL,86,Newcastle United,NEW,1,1,2.04805,0.184495,0.8999,0.089,0.0111,11853,0.826291304383993,0.0571526954144469
11858,True,2020-01-11 15:00:00,80,Chelsea,CHE,92,Burnley,BUR,3,0,2.87633,0.717407,0.8783,0.097,0.0247,11858,0.4050595958461189,0.0162670714172602
11860,True,2020-01-11 15:00:00,72,Everton,EVE,220,Brighton,BRI,1,0,2.02533,1.53324,0.4903,0.2518,0.2579,11860,0.1309360002832343,0.0850058938582774
11861,True,2020-01-11 15:00:00,75,Leicester,LEI,74,Southampton,SOU,1,2,0.780114,2.40601,0.0603,0.151,0.7887,11861,0.0438806916980239,0.3685711886217341
11862,True,2020-01-11 15:00:00,89,Manchester United,MUN,79,Norwich,NOR,4,0,3.13456,0.275987,0.9713,0.0254,0.0033,11862,0.7533253040441056,0.007611383399894
11854,True,2020-01-11 17:30:00,82,Tottenham,TOT,87,Liverpool,LIV,0,1,1.10584,1.74564,0.2095,0.2573,0.5332,11854,0.1338064747887205,0.2528679827111071
11857,True,2020-01-12 14:00:00,73,Bournemouth,BOU,90,Watford,WAT,0,3,0.320447,2.29827,0.0223,0.1044,0.8733,11857,0.0588240587410458,0.7198185203531903
11856,True,2020-01-12 16:30:00,71,Aston Villa,AVL,88,Manchester City,MCI,1,6,1.12565,3.75131,0.0269,0.0804,0.8927,11856,0.0091880275280278,0.1631827019016244
11871,True,2020-01-18 12:30:00,90,Watford,WAT,82,Tottenham,TOT,0,0,2.39174,1.76697,0.5385,0.2236,0.2379,11871,0.1125142043035208,0.035509442121751
11863,True,2020-01-18 15:00:00,83,Arsenal,ARS,238,Sheffield United,SHE,1,1,1.22882,1.18444,0.3527,0.3268,0.3205,11863,0.2494389460687534,0.1592199201755521
11864,True,2020-01-18 15:00:00,88,Manchester City,MCI,78,Crystal Palace,CRY,2,2,2.47314,0.586716,0.83,0.1309,0.0391,11864,0.5049058963275003,0.0516339028126354
11867,True,2020-01-18 15:00:00,220,Brighton,BRI,71,Aston Villa,AVL,1,1,1.30028,1.02045,0.433,0.3044,0.2626,11867,0.313733380426215,0.1934867129870796
11869,True,2020-01-18 15:00:00,79,Norwich,NOR,73,Bournemouth,BOU,1,0,1.76046,0.558298,0.7257,0.2016,0.0727,11869,0.5368738690427314,0.0786034139761936
11870,True,2020-01-18 15:00:00,74,Southampton,SOU,229,Wolverhampton Wanderers,WOL,2,3,0.786974,2.1772,0.0779,0.1631,0.759,11870,0.0388509399111241,0.438132547345805
11872,True,2020-01-18 15:00:00,81,West Ham,WHU,72,Everton,EVE,1,1,1.68436,1.95473,0.3048,0.2539,0.4413,11872,0.0872122962308068,0.1254985187098999
11868,True,2020-01-18 17:30:00,86,Newcastle United,NEW,80,Chelsea,CHE,1,0,0.892988,2.05436,0.1176,0.2097,0.6727,11868,0.0740757718567521,0.3519312883363396
11866,True,2020-01-19 14:00:00,92,Burnley,BUR,75,Leicester,LEI,2,1,1.50886,2.33415,0.1548,0.2598,0.5854,11866,0.0381590229431316,0.022317745624204
11865,True,2020-01-19 16:30:00,87,Liverpool,LIV,89,Manchester United,MUN,2,0,2.00655,1.4185,0.5023,0.258,0.2397,11865,0.1047587827809346,0.1021816216825154
11873,True,2020-01-21 19:30:00,71,Aston Villa,AVL,90,Watford,WAT,2,1,1.06739,1.81101,0.1601,0.2474,0.5925,11873,0.0732103385125829,0.2774129322700293
