id,isResult,datetime,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,forecast_w,forecast_d,forecast_l,match_id,xCS_h,xCS_a
7268,True,2017-12-02 15:00:00,220,Brighton,BRI,87,Liverpool,LIV,1,5,1.65878,1.77566,0.3265,0.2893,0.3842,7268,0.0972591006634928,0.0725731986128893
7266,True,2017-12-02 17:30:00,83,Arsenal,ARS,89,Manchester United,MUN,1,3,4.24057,2.06831,0.8356,0.1089,0.0555,7266,0.016033206447363,0.0013758424785836
7267,True,2017-12-03 13:30:00,73,Bournemouth,BOU,74,Southampton,SOU,1,1,1.11195,1.00264,0.3794,0.2997,0.3209,7267,0.3477058012647813,0.2984081429212398
7262,True,2017-12-03 16:00:00,88,Manchester City,MCI,81,West Ham,WHU,2,1,2.45603,0.474483,0.8764,0.0987,0.0249,7262,0.6037494961974412,0.0278654315380355
7269,True,2017-12-09 12:30:00,81,West Ham,WHU,80,Chelsea,CHE,1,0,0.418127,1.18891,0.1212,0.3052,0.5736,7269,0.2717780588700743,0.6446404139976938
7270,True,2017-12-09 15:00:00,82,Tottenham,TOT,85,Stoke,STO,5,1,4.01925,0.749296,0.9618,0.0317,0.0065,7270,0.4105319602921464,0.0035527469822163
7271,True,2017-12-09 15:00:00,84,Swansea,SWA,76,West Bromwich Albion,WBA,1,0,1.01101,0.25228,0.5631,0.3536,0.0833,7271,0.7722315911960673,0.3420522947451216
7272,True,2017-12-09 15:00:00,92,Burnley,BUR,90,Watford,WAT,1,0,0.485632,0.819233,0.1907,0.3767,0.4326,7272,0.375992665015024,0.6030969986208173
7273,True,2017-12-09 15:00:00,78,Crystal Palace,CRY,73,Bournemouth,BOU,2,2,4.61208,0.962374,0.9702,0.0233,0.0065,7273,0.3380650860875968,0.0005944858780873
7274,True,2017-12-09 15:00:00,219,Huddersfield,HUD,220,Brighton,BRI,2,0,2.68125,0.273809,0.9583,0.0365,0.0052,7274,0.7537438124474907,0.0042728101656267
7277,True,2017-12-09 17:30:00,86,Newcastle United,NEW,75,Leicester,LEI,2,3,0.964657,0.444099,0.5069,0.3493,0.1438,7277,0.6333543132893101,0.2938606261163504
7278,True,2017-12-10 12:00:00,74,Southampton,SOU,83,Arsenal,ARS,1,1,1.21942,0.608352,0.5464,0.2934,0.1602,7278,0.5314051564239974,0.2198628965390017
7275,True,2017-12-10 14:15:00,87,Liverpool,LIV,72,Everton,EVE,1,1,1.89569,0.823217,0.6444,0.2514,0.1042,7275,0.2241650184716626,0.1109483378162079
7276,True,2017-12-10 16:30:00,89,Manchester United,MUN,88,Manchester City,MCI,1,2,1.43756,2.03041,0.2041,0.2878,0.5081,7276,0.0663624536395778,0.0850873681766411
7279,True,2017-12-12 19:45:00,92,Burnley,BUR,85,Stoke,STO,1,0,0.360081,0.916344,0.1274,0.37,0.5026,7279,0.3489585439173924,0.6896128212565227
7280,True,2017-12-12 20:00:00,219,Huddersfield,HUD,80,Chelsea,CHE,1,3,0.476748,1.8707,0.0544,0.1757,0.7699,7280,0.0927359143727238,0.582606620388835
7282,True,2017-12-12 20:00:00,78,Crystal Palace,CRY,90,Watford,WAT,2,1,1.10545,1.40441,0.2619,0.3088,0.4293,7282,0.1561205007989262,0.248770598901157
7281,True,2017-12-13 19:45:00,84,Swansea,SWA,88,Manchester City,MCI,0,4,0.589496,3.56828,0.0107,0.0468,0.9425,7281,0.0096221378376795,0.4941952338497299
7284,True,2017-12-13 19:45:00,86,Newcastle United,NEW,72,Everton,EVE,0,1,0.570658,1.38719,0.084,0.2541,0.6619,7284,0.0240273900765432,0.5560618874386442
7285,True,2017-12-13 19:45:00,74,Southampton,SOU,75,Leicester,LEI,1,4,1.11749,2.24579,0.1254,0.2113,0.6633,7285,0.0483540486072345,0.2383097131434417
7283,True,2017-12-13 20:00:00,89,Manchester United,MUN,73,Bournemouth,BOU,1,0,1.24043,0.815792,0.4803,0.3075,0.2122,7283,0.4274144572670247,0.1986937858673048
7286,True,2017-12-13 20:00:00,81,West Ham,WHU,83,Arsenal,ARS,0,0,0.405172,1.02186,0.1477,0.3459,0.5064,7286,0.3459677080691021,0.6523116455962653
7287,True,2017-12-13 20:00:00,87,Liverpool,LIV,76,West Bromwich Albion,WBA,0,0,2.13915,0.520382,0.8063,0.1514,0.0423,7287,0.5297203286299416,0.060310003865011
7288,True,2017-12-13 20:00:00,82,Tottenham,TOT,220,Brighton,BRI,2,0,1.87344,0.315616,0.7788,0.1736,0.0476,7288,0.7208366111313785,0.1234937356360297
7294,True,2017-12-16 12:30:00,75,Leicester,LEI,78,Crystal Palace,CRY,0,3,0.758241,2.25889,0.0858,0.167,0.7472,7294,0.0672316160730805,0.4494035324777982
7289,True,2017-12-16 15:00:00,83,Arsenal,ARS,86,Newcastle United,NEW,1,0,2.02472,0.286547,0.8155,0.1471,0.0374,7289,0.7464405538512375,0.10402978492308
7291,True,2017-12-16 15:00:00,220,Brighton,BRI,92,Burnley,BUR,0,0,1.49029,1.32536,0.4113,0.2998,0.2889,7291,0.215734950383741,0.1018104442251921
7292,True,2017-12-16 15:00:00,80,Chelsea,CHE,74,Southampton,SOU,1,0,1.29018,0.587081,0.5347,0.3033,0.162,7292,0.5172838479514164,0.261920149430108
7296,True,2017-12-16 15:00:00,90,Watford,WAT,219,Huddersfield,HUD,1,4,0.589103,3.49193,0.0087,0.0324,0.9589,7296,0.0007685729202684,0.5447175856932531
7297,True,2017-12-16 16:00:00,85,Stoke,STO,81,West Ham,WHU,0,3,0.983293,3.08244,0.0496,0.1088,0.8416,7297,0.0154720044104918,0.3199428571007285
7298,True,2017-12-16 17:30:00,88,Manchester City,MCI,82,Tottenham,TOT,4,1,4.14588,0.182456,0.9951,0.0047,0.0002,7298,0.8308558593968471,0.0012126581665256
7295,True,2017-12-17 14:15:00,76,West Bromwich Albion,WBA,89,Manchester United,MUN,1,2,1.076,0.898984,0.3887,0.373,0.2383,7295,0.340014145315935,0.1775723199307499
7290,True,2017-12-17 16:30:00,73,Bournemouth,BOU,87,Liverpool,LIV,0,4,0.539178,3.25041,0.0145,0.0632,0.9223,7290,0.0171316012528789,0.5458648494009983
7293,True,2017-12-18 20:00:00,72,Everton,EVE,84,Swansea,SWA,3,1,2.01756,0.766224,0.7604,0.1883,0.0513,7293,0.3600561357829345,0.0319138918814053
7301,True,2017-12-22 19:45:00,83,Arsenal,ARS,87,Liverpool,LIV,3,3,1.13104,2.05947,0.158,0.2283,0.6137,7301,0.0730825264599386,0.2566543523439116
7303,True,2017-12-23 12:30:00,72,Everton,EVE,80,Chelsea,CHE,0,0,0.342403,1.84971,0.0347,0.1477,0.8176,7303,0.0668225430793363,0.7001051072267366
7299,True,2017-12-23 15:00:00,84,Swansea,SWA,78,Crystal Palace,CRY,1,1,0.546613,1.25546,0.1051,0.3178,0.5771,7299,0.143274242409313,0.5253905706146085
7300,True,2017-12-23 15:00:00,81,West Ham,WHU,86,Newcastle United,NEW,2,3,2.31898,1.90622,0.4723,0.2583,0.2694,7300,0.0635972484991197,0.029782944889382
7305,True,2017-12-23 15:00:00,220,Brighton,BRI,90,Watford,WAT,1,0,1.40139,1.30044,0.376,0.2942,0.3298,7305,0.1994613129345741,0.2014815817274835
7306,True,2017-12-23 15:00:00,85,Stoke,STO,76,West Bromwich Albion,WBA,3,1,1.7986,2.0544,0.3197,0.2522,0.4281,7306,0.0822058320559181,0.0943539882918091
7307,True,2017-12-23 15:00:00,74,Southampton,SOU,219,Huddersfield,HUD,1,1,1.73805,1.09381,0.5402,0.2549,0.2049,7307,0.2835351680931401,0.1111216499949174
7308,True,2017-12-23 15:00:00,88,Manchester City,MCI,73,Bournemouth,BOU,4,0,1.55724,0.334896,0.7255,0.2135,0.061,7308,0.7065575351271317,0.1532753328643747
7304,True,2017-12-23 17:30:00,92,Burnley,BUR,82,Tottenham,TOT,0,3,0.159735,3.30947,0.002,0.0192,0.9788,7304,0.0093939464793284,0.8495882892587042
7302,True,2017-12-23 19:45:00,75,Leicester,LEI,89,Manchester United,MUN,2,2,1.56465,2.15281,0.2207,0.2581,0.5212,7302,0.0307658279511216,0.1319961359301568
7316,True,2017-12-26 12:30:00,82,Tottenham,TOT,74,Southampton,SOU,5,2,3.08413,0.591118,0.9212,0.058,0.0208,7316,0.5447663379934918,0.0088007104840763
7309,True,2017-12-26 15:00:00,73,Bournemouth,BOU,81,West Ham,WHU,3,3,2.84928,1.87596,0.6046,0.2141,0.1813,7309,0.0203013949640341,0.0298996114382383
7310,True,2017-12-26 15:00:00,80,Chelsea,CHE,220,Brighton,BRI,2,0,2.16934,0.452601,0.8051,0.1496,0.0453,7310,0.6238116239364779,0.0842884493239408
7312,True,2017-12-26 15:00:00,219,Huddersfield,HUD,85,Stoke,STO,1,1,1.8756,1.19984,0.5381,0.2436,0.2183,7312,0.268386230767363,0.1006087855699931
7314,True,2017-12-26 15:00:00,89,Manchester United,MUN,92,Burnley,BUR,2,2,1.80763,0.786214,0.6333,0.2573,0.1094,7314,0.3162447274797403,0.1159308652578262
7317,True,2017-12-26 15:00:00,90,Watford,WAT,75,Leicester,LEI,2,1,1.43009,1.54771,0.3135,0.2953,0.3912,7317,0.1329186346842548,0.1640523973784976
7318,True,2017-12-26 15:00:00,76,West Bromwich Albion,WBA,72,Everton,EVE,0,0,1.18168,0.405775,0.5773,0.3075,0.1152,7318,0.6414796678200821,0.2795990051001144
7313,True,2017-12-26 17:30:00,87,Liverpool,LIV,84,Swansea,SWA,5,0,3.06422,0.2719,0.9432,0.048,0.0088,7313,0.7570877647643687,0.021956091778093
7315,True,2017-12-27 19:45:00,86,Newcastle United,NEW,88,Manchester City,MCI,0,1,0.174705,1.93187,0.0231,0.1451,0.8318,7315,0.1155227599922044,0.8369446226406984
7311,True,2017-12-28 20:00:00,78,Crystal Palace,CRY,83,Arsenal,ARS,2,3,1.14522,1.84104,0.2058,0.2464,0.5478,7311,0.1120607364221505,0.2760896799824542
7319,True,2017-12-30 15:00:00,73,Bournemouth,BOU,72,Everton,EVE,2,1,1.39955,0.599608,0.5823,0.2756,0.1421,7319,0.5075599289148263,0.20938641753409
7320,True,2017-12-30 15:00:00,80,Chelsea,CHE,85,Stoke,STO,5,0,3.09527,0.28218,0.9634,0.033,0.0036,7320,0.7178195416927338,0.0136541522867729
7322,True,2017-12-30 15:00:00,219,Huddersfield,HUD,92,Burnley,BUR,0,0,0.049118,1.20923,0.0106,0.2527,0.7367,7322,0.2356220196616206,0.9516654566352392
7323,True,2017-12-30 15:00:00,87,Liverpool,LIV,75,Leicester,LEI,2,1,2.56607,0.789667,0.7988,0.1435,0.0577,7323,0.3610381552906312,0.042906067965007
7325,True,2017-12-30 15:00:00,86,Newcastle United,NEW,220,Brighton,BRI,0,0,0.504379,0.630058,0.2331,0.4265,0.3404,7325,0.5036464258131926,0.5851410911196878
7327,True,2017-12-30 15:00:00,90,Watford,WAT,84,Swansea,SWA,1,2,1.17794,1.31479,0.2959,0.3224,0.3817,7327,0.1685186983481482,0.2271567443129812
7324,True,2017-12-30 17:30:00,89,Manchester United,MUN,74,Southampton,SOU,0,0,1.87247,0.85013,0.6447,0.2256,0.1297,7324,0.3759849441949964,0.0918640114723094
7321,True,2017-12-31 12:00:00,78,Crystal Palace,CRY,88,Manchester City,MCI,0,0,1.72153,1.09586,0.5453,0.2594,0.1953,7321,0.300910101946141,0.0772839278446338
7328,True,2017-12-31 16:30:00,76,West Bromwich Albion,WBA,83,Arsenal,ARS,1,1,1.39429,0.917801,0.4997,0.2937,0.2066,7328,0.3794444646074762,0.1239922767574753
7331,True,2018-01-01 12:30:00,220,Brighton,BRI,73,Bournemouth,BOU,2,2,2.37332,1.28248,0.6515,0.1869,0.1616,7331,0.2633745162664724,0.0485776399275173
7332,True,2018-01-01 15:00:00,92,Burnley,BUR,87,Liverpool,LIV,1,2,0.900466,1.62514,0.1423,0.2774,0.5803,7332,0.032864695523865,0.3600909755210731
7334,True,2018-01-01 15:00:00,75,Leicester,LEI,219,Huddersfield,HUD,3,0,1.45074,0.226625,0.7575,0.2013,0.0412,7334,0.7926217646875082,0.1635679609591042
7337,True,2018-01-01 15:00:00,85,Stoke,STO,86,Newcastle United,NEW,0,1,1.50029,2.02028,0.2406,0.2572,0.5022,7337,0.0623989923577383,0.1308989399382063
7333,True,2018-01-01 17:30:00,72,Everton,EVE,89,Manchester United,MUN,0,2,1.23952,1.26247,0.3316,0.304,0.3644,7333,0.1933877102124722,0.2495849069239026
7329,True,2018-01-02 19:45:00,81,West Ham,WHU,76,West Bromwich Albion,WBA,2,1,1.0594,0.63538,0.4746,0.3248,0.2006,7329,0.5017294680338827,0.3079161285801555
7336,True,2018-01-02 19:45:00,74,Southampton,SOU,78,Crystal Palace,CRY,1,2,0.445301,1.34294,0.09,0.2547,0.6553,7336,0.1740296850045422,0.6287021226863105
7338,True,2018-01-02 19:45:00,84,Swansea,SWA,82,Tottenham,TOT,0,2,0.397789,1.61843,0.0641,0.1995,0.7364,7338,0.1165409308346357,0.6624182187572834
7335,True,2018-01-02 20:00:00,88,Manchester City,MCI,90,Watford,WAT,3,1,2.77398,0.965283,0.8131,0.1322,0.0547,7335,0.2202871122244041,0.0298081831218771
7330,True,2018-01-03 19:45:00,83,Arsenal,ARS,80,Chelsea,CHE,2,2,1.23205,3.0768,0.0749,0.1325,0.7926,7330,0.0144268500143557,0.2538389847622858
7326,True,2018-01-04 20:00:00,82,Tottenham,TOT,81,West Ham,WHU,1,1,1.64908,0.612933,0.6332,0.2468,0.12,7326,0.4833457256206446,0.1743304560240368
7340,True,2018-01-13 15:00:00,80,Chelsea,CHE,75,Leicester,LEI,0,0,0.622946,1.36341,0.1501,0.2689,0.581,7340,0.1845431508968477,0.5291045527781847
7341,True,2018-01-13 15:00:00,78,Crystal Palace,CRY,92,Burnley,BUR,1,0,1.80971,0.907849,0.62,0.2354,0.1446,7341,0.3561538369284137,0.1031570140839494
7342,True,2018-01-13 15:00:00,219,Huddersfield,HUD,81,West Ham,WHU,1,4,0.681,0.986853,0.2382,0.3498,0.412,7342,0.3322238391250555,0.4551462599527542
7345,True,2018-01-13 15:00:00,86,Newcastle United,NEW,84,Swansea,SWA,1,1,1.8273,0.895774,0.6142,0.2353,0.1505,7345,0.3571599998229846,0.1175966841711699
7347,True,2018-01-13 15:00:00,90,Watford,WAT,74,Southampton,SOU,2,2,1.67369,0.857637,0.5787,0.2734,0.1479,7347,0.3560244724535402,0.0962046195896063
7348,True,2018-01-13 15:00:00,76,West Bromwich Albion,WBA,220,Brighton,BRI,2,0,1.38478,0.530765,0.6072,0.2605,0.1323,7348,0.5724157422637831,0.2157594527317453
7346,True,2018-01-13 17:30:00,82,Tottenham,TOT,72,Everton,EVE,4,0,4.21366,0.290345,0.992,0.0072,0.0008,7346,0.7416614487904332,0.0013335636484176
7339,True,2018-01-14 13:30:00,73,Bournemouth,BOU,83,Arsenal,ARS,2,1,0.822285,1.00956,0.2699,0.3326,0.3975,7339,0.3096920442747765,0.4068063900795075
7343,True,2018-01-14 16:00:00,87,Liverpool,LIV,88,Manchester City,MCI,4,3,1.01595,0.722959,0.413,0.3412,0.2458,7343,0.4375952862253687,0.3353239638748465
7344,True,2018-01-15 20:00:00,89,Manchester United,MUN,85,Stoke,STO,3,0,1.9485,1.47603,0.4918,0.2429,0.2653,7344,0.1702027470588703,0.1021375718278777
7350,True,2018-01-20 12:30:00,220,Brighton,BRI,80,Chelsea,CHE,0,4,0.881174,1.52008,0.1909,0.2695,0.5396,7350,0.164180565830495,0.3771113663735996
7349,True,2018-01-20 15:00:00,83,Arsenal,ARS,78,Crystal Palace,CRY,4,1,3.56519,0.501202,0.9669,0.0272,0.0059,7349,0.5890886937175644,0.0028254551475217
7351,True,2018-01-20 15:00:00,92,Burnley,BUR,89,Manchester United,MUN,0,1,0.568215,0.860828,0.217,0.3807,0.4023,7351,0.4039108139020521,0.5554920404253849
7352,True,2018-01-20 15:00:00,72,Everton,EVE,76,West Bromwich Albion,WBA,1,1,0.92355,1.34998,0.2305,0.3071,0.4624,7352,0.2154382231827572,0.3101072644530936
7353,True,2018-01-20 15:00:00,75,Leicester,LEI,90,Watford,WAT,2,0,1.51932,0.740795,0.6013,0.2706,0.1281,7353,0.4460584232567505,0.1043261571517336
7356,True,2018-01-20 15:00:00,85,Stoke,STO,219,Huddersfield,HUD,2,0,0.987799,0.238458,0.5639,0.3543,0.0818,7356,0.7806581034330515,0.3412168337680087
7358,True,2018-01-20 15:00:00,81,West Ham,WHU,73,Bournemouth,BOU,1,1,0.980241,0.501886,0.4893,0.354,0.1567,7358,0.5733398503544211,0.3036184720055644
7354,True,2018-01-20 17:30:00,88,Manchester City,MCI,86,Newcastle United,NEW,3,1,2.5505,0.992018,0.7637,0.1571,0.0792,7354,0.3019309289324375,0.0289088692114611
7355,True,2018-01-21 16:00:00,74,Southampton,SOU,82,Tottenham,TOT,1,1,1.15209,1.30653,0.3129,0.3068,0.3803,7355,0.2166025442591721,0.2301037117069977
7357,True,2018-01-22 20:00:00,84,Swansea,SWA,87,Liverpool,LIV,1,0,0.498742,2.19675,0.0282,0.1331,0.8387,7357,0.0419140525503113,0.5373055099808656
7360,True,2018-01-30 19:45:00,81,West Ham,WHU,78,Crystal Palace,CRY,1,1,1.11632,1.15809,0.2462,0.4659,0.2879,7360,0.0832617588062644,0.1648946930844668
7361,True,2018-01-30 19:45:00,84,Swansea,SWA,83,Arsenal,ARS,3,1,2.37911,1.15616,0.6841,0.1887,0.1272,7361,0.2517194195493296,0.0465527047100992
7359,True,2018-01-30 20:00:00,219,Huddersfield,HUD,87,Liverpool,LIV,0,3,0.288048,2.05148,0.0222,0.1119,0.8659,7359,0.0565720952478854,0.7426751483963785
7362,True,2018-01-31 19:45:00,80,Chelsea,CHE,73,Bournemouth,BOU,0,3,1.14795,1.42447,0.2672,0.2799,0.4529,7362,0.1669702387666559,0.3020418746271869
7363,True,2018-01-31 19:45:00,74,Southampton,SOU,220,Brighton,BRI,1,1,1.27393,1.07907,0.3725,0.332,0.2955,7363,0.17186084028595,0.2390445985597362
7364,True,2018-01-31 19:45:00,86,Newcastle United,NEW,92,Burnley,BUR,1,1,2.52275,1.22828,0.7078,0.1873,0.1049,7364,0.2078834755784747,0.0274972765297085
7365,True,2018-01-31 19:45:00,72,Everton,EVE,75,Leicester,LEI,2,1,1.53072,2.65018,0.1228,0.208,0.6692,7365,0.014304343049598,0.1403006761916426
7366,True,2018-01-31 20:00:00,88,Manchester City,MCI,76,West Bromwich Albion,WBA,3,0,2.68955,0.118043,0.9444,0.0502,0.0054,7366,0.8850316472970264,0.0390009777112354
7367,True,2018-01-31 20:00:00,82,Tottenham,TOT,89,Manchester United,MUN,2,0,2.0117,0.817997,0.6715,0.213,0.1155,7367,0.3605500129800844,0.1056460891248325
7368,True,2018-01-31 20:00:00,85,Stoke,STO,90,Watford,WAT,0,0,0.722172,0.740773,0.3067,0.3718,0.3215,7368,0.457192860483792,0.4643513706686384
7372,True,2018-02-03 12:30:00,92,Burnley,BUR,88,Manchester City,MCI,1,1,0.795971,2.24914,0.0766,0.1749,0.7485,7372,0.0543196072553068,0.4052830558389428
7370,True,2018-02-03 15:00:00,73,Bournemouth,BOU,85,Stoke,STO,2,1,1.91091,0.721222,0.69,0.2018,0.1082,7370,0.4702285205436097,0.1004735135530807
7371,True,2018-02-03 15:00:00,220,Brighton,BRI,81,West Ham,WHU,3,1,1.64227,0.443751,0.7043,0.217,0.0787,7371,0.6193701833292558,0.1636873110031247
7374,True,2018-02-03 15:00:00,75,Leicester,LEI,84,Swansea,SWA,1,1,1.48466,0.569943,0.6357,0.2632,0.1011,7374,0.4805005840375418,0.1457686269645176
7376,True,2018-02-03 15:00:00,89,Manchester United,MUN,219,Huddersfield,HUD,2,0,1.63389,0.13049,0.8913,0.1004,0.0083,7376,0.8754178782110336,0.050654913528879
7378,True,2018-02-03 15:00:00,76,West Bromwich Albion,WBA,74,Southampton,SOU,2,3,0.876603,0.99695,0.3034,0.3342,0.3624,7378,0.320606413338157,0.3438103521988295
7369,True,2018-02-03 17:30:00,83,Arsenal,ARS,72,Everton,EVE,5,1,3.19622,1.49065,0.7592,0.1463,0.0945,7369,0.1468721113460736,0.0125515240515636
7373,True,2018-02-04 14:15:00,78,Crystal Palace,CRY,86,Newcastle United,NEW,1,1,3.00238,1.14408,0.809,0.1294,0.0616,7373,0.2623353556037338,0.0122348947757141
7375,True,2018-02-04 16:30:00,87,Liverpool,LIV,82,Tottenham,TOT,2,2,1.28962,2.54392,0.1058,0.1802,0.714,7375,0.0174799285630162,0.2162351251864733
7377,True,2018-02-05 20:00:00,90,Watford,WAT,80,Chelsea,CHE,4,1,2.12696,0.573557,0.799,0.1462,0.0548,7377,0.5315515479066352,0.0540284486207703
7387,True,2018-02-10 12:30:00,82,Tottenham,TOT,83,Arsenal,ARS,1,0,2.63564,0.487297,0.8677,0.103,0.0293,7387,0.585313081311654,0.0418438319624054
7380,True,2018-02-10 15:00:00,72,Everton,EVE,78,Crystal Palace,CRY,3,1,1.48792,1.65713,0.3028,0.3033,0.3939,7380,0.0905208186935474,0.1385158521553449
7385,True,2018-02-10 15:00:00,85,Stoke,STO,220,Brighton,BRI,1,1,1.39547,0.897856,0.5129,0.294,0.1931,7385,0.3717431019893659,0.1238071091032297
7386,True,2018-02-10 15:00:00,84,Swansea,SWA,92,Burnley,BUR,1,0,0.843332,0.430729,0.4309,0.3847,0.1844,7386,0.6442483388737275,0.4140111722280802
7388,True,2018-02-10 15:00:00,81,West Ham,WHU,90,Watford,WAT,2,0,1.83359,0.799928,0.6574,0.2283,0.1143,7388,0.3777342265969921,0.0926332254559244
7382,True,2018-02-10 17:30:00,88,Manchester City,MCI,75,Leicester,LEI,5,1,2.59121,0.109716,0.9548,0.0408,0.0044,7382,0.8926852212021904,0.030512536730883
7381,True,2018-02-11 12:00:00,219,Huddersfield,HUD,73,Bournemouth,BOU,4,1,2.56699,0.433555,0.9021,0.0796,0.0183,7381,0.6184195698783395,0.0253650887411833
7383,True,2018-02-11 14:15:00,86,Newcastle United,NEW,89,Manchester United,MUN,1,0,0.676656,1.71995,0.1233,0.2257,0.651,7383,0.1334027720481614,0.455991910626791
7384,True,2018-02-11 16:30:00,74,Southampton,SOU,87,Liverpool,LIV,0,2,0.854343,2.35575,0.0791,0.1683,0.7526,7384,0.0551725422194738,0.3543769838670113
7379,True,2018-02-12 20:00:00,80,Chelsea,CHE,76,West Bromwich Albion,WBA,3,0,2.37995,0.628806,0.8018,0.1433,0.0549,7379,0.504587723350826,0.0594447260151476
7396,True,2018-02-24 12:30:00,75,Leicester,LEI,85,Stoke,STO,1,1,1.12487,0.166078,0.6469,0.305,0.0481,7396,0.8445745484607414,0.2837651352526549
7390,True,2018-02-24 15:00:00,73,Bournemouth,BOU,86,Newcastle United,NEW,2,2,1.20646,4.23567,0.0096,0.033,0.9574,7390,0.0001272631225493,0.2299390989280001
7391,True,2018-02-24 15:00:00,220,Brighton,BRI,84,Swansea,SWA,4,1,3.2913,0.443169,0.9678,0.0268,0.0054,7391,0.6319474830480759,0.0015292511589293
7394,True,2018-02-24 15:00:00,76,West Bromwich Albion,WBA,219,Huddersfield,HUD,1,2,1.50162,1.18101,0.4547,0.2737,0.2716,7394,0.268548547907613,0.1454124374475129
7395,True,2018-02-24 15:00:00,87,Liverpool,LIV,81,West Ham,WHU,4,1,3.9205,0.33527,0.9818,0.0158,0.0024,7395,0.7055041148116138,0.0032926212015813
7398,True,2018-02-24 15:00:00,92,Burnley,BUR,74,Southampton,SOU,1,1,1.28178,0.65898,0.5855,0.2987,0.1158,7398,0.502423412052804,0.0253799874522827
7392,True,2018-02-24 17:30:00,90,Watford,WAT,72,Everton,EVE,1,0,0.606929,0.665127,0.2653,0.3994,0.3353,7392,0.4359126976148005,0.5327834851567919
7397,True,2018-02-25 00:00:00,78,Crystal Palace,CRY,82,Tottenham,TOT,0,1,0.184958,1.65074,0.0263,0.1618,0.8119,7397,0.1240322338289638,0.8266757467220622
7393,True,2018-02-25 14:05:00,89,Manchester United,MUN,80,Chelsea,CHE,2,1,1.30036,1.68958,0.2532,0.2698,0.477,7393,0.113703939300399,0.214747275823262
7389,True,2018-03-01 19:45:00,83,Arsenal,ARS,88,Manchester City,MCI,0,3,1.30172,1.92605,0.1891,0.2652,0.5457,7389,0.0711278802673301,0.135766662851468
7400,True,2018-03-03 12:30:00,92,Burnley,BUR,72,Everton,EVE,2,1,2.33524,1.79993,0.5068,0.2262,0.267,7400,0.1153042389147574,0.0574077314558405
7402,True,2018-03-03 15:00:00,75,Leicester,LEI,73,Bournemouth,BOU,1,1,2.97799,1.4035,0.7672,0.1577,0.0751,7402,0.1169826411912136,0.0055248942809277
7405,True,2018-03-03 15:00:00,74,Southampton,SOU,85,Stoke,STO,0,0,0.982895,0.385303,0.5143,0.3512,0.1345,7405,0.6740992630517045,0.3369469684974249
7406,True,2018-03-03 15:00:00,84,Swansea,SWA,81,West Ham,WHU,4,1,2.30838,0.497211,0.8677,0.1064,0.0259,7406,0.5723336543032096,0.0303800290719972
7407,True,2018-03-03 15:00:00,82,Tottenham,TOT,219,Huddersfield,HUD,2,0,1.63794,0.138106,0.8351,0.1484,0.0165,7407,0.8666022210771388,0.1240202342204
7408,True,2018-03-03 15:00:00,90,Watford,WAT,76,West Bromwich Albion,WBA,1,0,1.23526,1.09115,0.3838,0.2983,0.3179,7408,0.28023542319777,0.2538058504844828
7403,True,2018-03-03 17:30:00,87,Liverpool,LIV,86,Newcastle United,NEW,2,0,1.56935,0.255322,0.7452,0.2103,0.0445,7403,0.7701045030685404,0.1611992273230704
7399,True,2018-03-04 13:30:00,220,Brighton,BRI,83,Arsenal,ARS,2,1,1.48498,0.801513,0.5623,0.2677,0.17,7399,0.4353295408599722,0.1615838655336946
7404,True,2018-03-04 16:00:00,88,Manchester City,MCI,80,Chelsea,CHE,1,0,0.953312,0.118301,0.6024,0.3551,0.0425,7404,0.8858668952566778,0.3546858372286826
7401,True,2018-03-05 20:00:00,78,Crystal Palace,CRY,89,Manchester United,MUN,2,3,0.74138,1.25439,0.1996,0.2928,0.5076,7401,0.2289431994296893,0.4548858455807332
7414,True,2018-03-10 12:30:00,89,Manchester United,MUN,87,Liverpool,LIV,2,1,0.845051,0.777089,0.3475,0.3696,0.2829,7414,0.4174732280307094,0.3479779991590423
7412,True,2018-03-10 15:00:00,72,Everton,EVE,220,Brighton,BRI,2,0,1.68868,0.321797,0.7959,0.1676,0.0365,7412,0.7185551104939016,0.0847523843189998
7413,True,2018-03-10 15:00:00,219,Huddersfield,HUD,84,Swansea,SWA,0,0,1.39381,0.0,0.7666,0.2334,0.0,7413,1.0,0.2323083528756082
7415,True,2018-03-10 15:00:00,86,Newcastle United,NEW,74,Southampton,SOU,3,0,1.35847,0.496723,0.6429,0.2705,0.0866,7415,0.570510623143118,0.1414191447855958
7417,True,2018-03-10 15:00:00,76,West Bromwich Albion,WBA,75,Leicester,LEI,1,4,0.360925,1.86524,0.049,0.1583,0.7927,7417,0.1000690958882392,0.6848029431536616
7418,True,2018-03-10 15:00:00,81,West Ham,WHU,92,Burnley,BUR,0,3,0.72673,1.41929,0.1405,0.2841,0.5754,7418,0.1225135266920469,0.4525744844265351
7411,True,2018-03-10 17:30:00,80,Chelsea,CHE,78,Crystal Palace,CRY,2,1,3.87829,1.13893,0.897,0.0693,0.0337,7411,0.2759120339892096,0.0059898137338362
7409,True,2018-03-11 13:30:00,83,Arsenal,ARS,90,Watford,WAT,3,0,2.38263,1.54676,0.5928,0.233,0.1742,7409,0.0951034511692299,0.0344002405919974
