Understat_ID,FPL_ID,Understat_Name,FPL_Name,season
832,464,Cuco Martina,Cuco Martina,2017-18
833,311,Virgil van Dijk,Virgil van Dijk,2017-18
834,440,José Fonte,Jose Fonte,2017-18
835,307,Ryan Bertrand,Ryan Bertrand,2017-18
847,310,Cédric Soares,Cédric Soares,2017-18
849,494,Chancel Mbemba,Chancel Mbemba,2017-18
853,291,Paul Dummett,Paul Dummett,2017-18
856,328,Jack Butland,Jack Butland,2017-18
857,334,Phil Bardsley,Phil Bardsley,2017-18
859,331,Geoff Cameron,Geoff Cameron,2017-18
863,89,Jonathan Walters,Jonathan Walters,2017-18
864,341,Ibrahim Afellay,Ibrahim Afellay,2017-18
867,590,Stephen Ireland,Stephen Ireland,2017-18
871,344,Bojan,Bojan Krkic Perez,2017-18
873,338,Charlie Adam,Charlie Adam,2017-18
878,249,Yaya Touré,Gnegneri Yaya Touré,2017-18
884,309,Matt Targett,Matt Targett,2017-18
885,498,Kyle Walker-Peters,Kyle Walker-Peters,2017-18
887,332,Erik Pieters,Erik Pieters,2017-18
896,362,Jay Fulton,Jay Fulton,2017-18
902,445,Sam Byram,Sam Byram,2017-18
904,434,Chris Brunt,Chris Brunt,2017-18
908,152,Muhamed Besic,Muhamed Besic,2017-18
915,467,Rolando Aarons,Rolando Aarons,2017-18
934,272,Axel Tuanzebe,Axel Tuanzebe,2017-18
943,465,Massadio Haidara,Massadio Haidara,2017-18
944,335,Glen Johnson,Glen Johnson,2017-18
951,264,Phil Jones,Phil Jones,2017-18
964,485,Kyle Bartley,Kyle Bartley,2017-18
971,391,Harry Winks,Harry Winks,2017-18
972,499,Jerome Sinclair,Jerome Sinclair,2017-18
973,565,Paulo Gazzaniga,Paulo Gazzaniga,2017-18
974,195,Yohan Benalouane,Yohan Benalouane,2017-18
985,144,Mason Holgate,Mason Holgate,2017-18
987,218,Joseph Gomez,Joseph Gomez,2017-18
1006,265,Luke Shaw,Luke Shaw,2017-18
1018,597,Josh Cullen,Josh Cullen,2017-18
1024,36,Tyrone Mings,Tyrone Mings,2017-18
1070,515,Sullay Kaikai,Sullay Kaikai,2017-18
1084,145,Jonjoe Kenny,Jonjoe Kenny,2017-18
1138,536,Orestis Karnezis,Orestis Karnezis,2017-18
1203,525,Wesley Hoedt,Wesley Hoedt,2017-18
1245,614,Emerson,Emerson Palmieri dos Santos,2017-18
1298,626,Patrice Evra,Patrice Evra,2017-18
1651,74,Tom Heaton,Tom Heaton,2017-18
1652,76,Matthew Lowton,Matthew Lowton,2017-18
1653,146,Michael Keane,Michael Keane,2017-18
1654,77,Ben Mee,Ben Mee,2017-18
1665,79,James Tarkowski,James Tarkowski,2017-18
1669,231,Marko Grujic,Marko Grujic,2017-18
1673,456,Edimilson Fernandes,Edimilson Fernandes,2017-18
1677,112,Nathaniel Chalobah,Nathaniel Chalobah,2017-18
1697,473,Eldin Jakupovic,Eldin Jakupovic,2017-18
1719,477,Javier Manquillo,Javier Manquillo,2017-18
1729,392,Georges-Kévin Nkoudou,Georges-Kévin Nkoudou,2017-18
1730,395,Vincent Janssen,Vincent Janssen,2017-18
1731,241,Claudio Bravo,Claudio Bravo,2017-18
1733,314,Sam McQueen,Sam McQueen,2017-18
1736,372,Oliver McBurnie,Oliver McBurnie,2017-18
1741,523,Zlatan Ibrahimovic,Zlatan Ibrahimovic,2017-18
1742,329,Lee Grant,Lee Grant,2017-18
1743,513,Bruno Martins Indi,Bruno Martins Indi,2017-18
1745,336,Josh Tymon,Josh Tymon,2017-18
1749,11,Rob Holding,Rob Holding,2017-18
1750,546,Ainsley Maitland-Niles,Ainsley Maitland-Niles,2017-18
1759,190,Ben Hamer,Ben Hamer,2017-18
1760,446,Arthur Masuaku,Arthur Masuaku,2017-18
1777,562,Julien Ngoy,Julien Ngoy,2017-18
1778,505,Freddie Ladapo,Olayinka Fredrick Oladotun Ladapo,2017-18
1784,312,Jérémy Pied,Jérémy Pied,2017-18
1789,46,Lewis Cook,Lewis Cook,2017-18
2147,471,Charly Musonda,Charly Musonda,2017-18
2329,293,Jesús Gámez,Jesús Gámez Duarte,2017-18
2356,370,Roque Mesa,Roque Mesa,2017-18
2385,54,Mat Ryan,Mathew Ryan,2017-18
2414,533,Grzegorz Krychowiak,Grzegorz Krychowiak,2017-18
2498,612,Aymeric Laporte,Aymeric Laporte,2017-18
2537,160,Sandro Ramírez,Sandro Ramírez,2017-18
2958,551,Oleksandr Zinchenko,Oleksandr Zinchenko,2017-18
3293,617,Lucas Moura,Lucas Rodrigues Moura da Silva,2017-18
3389,484,Benjamin Mendy,Benjamin Mendy,2017-18
3424,607,Guido Carrillo,Guido Carrillo,2017-18
3468,163,Jonas Lössl,Jonas Lössl,2017-18
3544,509,Jeremie Boga,Jeremie Boga,2017-18
3873,538,Ezequiel Schelotto,Ezequiel Schelotto,2017-18
4258,57,Uwe Hünemeier,Uwe Hünemeier,2017-18
4441,474,Matthew James,Matty James,2017-18
4462,60,Liam Rosenior,Liam Rosenior,2017-18
4481,481,Isaiah Brown,Isaiah Brown,2017-18
5073,294,Florian Lejeune,Florian Lejeune,2017-18
5215,521,Florent Hadergjonaj,Florent Hadergjonaj,2017-18
5219,541,Aleksandar Dragovic,Aleksandar Dragovic,2017-18
5228,535,Renato Sanches,Renato Sanches,2017-18
5256,524,Oliver Burke,Oliver Burke,2017-18
5453,594,Moritz Bauer,Moritz Bauer,2017-18
5545,206,Wilfred Ndidi,Wilfred Ndidi,2017-18
5552,469,Nick Pope,Nick Pope,2017-18
5553,510,Declan Rice,Declan Rice,2017-18
5556,157,Ademola Lookman,Ademola Lookman,2017-18
5557,233,Ben Woodburn,Ben Woodburn,2017-18
5560,283,Scott McTominay,Scott McTominay,2017-18
5562,507,Rekeem Harper,Rekeem Harper,2017-18
5565,323,Josh Sims,Joshua Sims,2017-18
5568,598,Connor Roberts,Connor Roberts,2017-18
5584,579,Aaron Wan-Bissaka,Aaron Wan-Bissaka,2017-18
5593,556,Thomas Edwards,Thomas Edwards,2017-18
5706,615,Dodi Lukebakio,Dodi Lukebakio,2017-18
5767,601,Fousseni Diabate,Fousseni Diabaté,2017-18
6027,482,Jairo Riedewald,Jairo Riedewald,2017-18
6029,166,Tommy Smith,Tommy Smith,2017-18
6030,171,Zanka,Mathias Jorgensen,2017-18
6031,164,Christopher Schindler,Christopher Schindler,2017-18
6032,165,Chris Löwe,Chris Löwe,2017-18
6034,175,Philip Billing,Philip Billing,2017-18
6035,186,Collin Quaner,Collin Quaner,2017-18
6037,184,Danny Williams,Danny Williams,2017-18
6039,167,Michael Hefele,Michael Hefele,2017-18
6040,462,Scott Malone,Scott Malone,2017-18
6044,81,Charlie Taylor,Charlie Taylor,2017-18
6045,158,Davy Klaassen,Davy Klaassen,2017-18
6046,58,Bruno,Bruno Saltor Grau,2017-18
6047,56,Shane Duffy,Shane Duffy,2017-18
6050,490,Davy Pröpper,Davy Pröpper,2017-18
6051,63,Dale Stephens,Dale Stephens,2017-18
6052,69,Jamie Murphy,Jamie Murphy,2017-18
6054,240,Ederson,Ederson Santana de Moraes,2017-18
6055,492,Phil Foden,Phil Foden,2017-18
6067,591,Terence Kongolo,Terence Kongolo,2017-18
6080,273,Victor Lindelöf,Victor Lindelöf,2017-18
6105,59,Gaëtan Bong,Gaëtan Bong,2017-18
6249,520,Davinson Sánchez,Davinson Sánchez,2017-18
6276,539,Nikola Vlasic,Nikola Vlasic,2017-18
6283,544,Levi Lumeka,Levi Lumeka,2017-18
6296,522,Abdelhamid Sabiri,Abdelhamid Sabiri,2017-18
6299,61,Connor Goldson,Connor Goldson,2017-18
6301,174,Jonathan Hogg,Jonathan Hogg,2017-18
6303,537,Marvin Zeegelaar,Marvin Zeegelaar,2017-18
6328,178,Dean Whitehead,Dean Whitehead,2017-18
6344,168,Martin Cranie,Martin Cranie,2017-18
6369,558,Ethan Ampadu,Ethan Ampadu,2017-18
6384,563,Beni Baningime,Beni Baningime,2017-18
6389,185,Nahki Wells,Nahki Wells,2017-18
6409,64,Beram Kayal,Beram Kayal,2017-18
6410,570,Jack Simpson,Jack Simpson,2017-18
6418,571,Hamza Choudhury,Hamza Choudhury,2017-18
6421,493,Brahim Diaz,Brahim Diaz,2017-18
6430,73,Sam Baldock,Sam Baldock,2017-18
6456,583,Callum Hudson-Odoi,Callum Hudson-Odoi,2017-18
6457,584,Emerson Hyndman,Emerson Hyndman,2017-18
6464,589,Adrien Silva,Adrien Sebastian Perruchet Silva,2017-18
6482,560,Eddie Nketiah,Edward Nketiah,2017-18
6492,489,Reiss Nelson,Reiss Nelson,2017-18
6504,603,Michael Obafemi,Michael Obafemi,2017-18
6526,622,Jordan Hugill,Jordan Hugill,2017-18
6531,620,Alexander Sørloth,Alexander Sørloth,2017-18
6532,621,Martin Dubravka,Martin Dubravka,2017-18
6544,627,Lukas Nmecha,Lukas Nmecha,2017-18
6561,628,Tyrese Campbell,Tyrese Campbell,2017-18
6630,634,Joe Willock,Joseph Willock,2017-18
6657,637,Lasse Sorenson,Lasse Sorenson,2017-18
6681,642,Harvey Barnes,Harvey Barnes,2017-18
6722,595,Konstantinos Mavropanos,Konstantinos Mavropanos,2017-18
6756,646,Dwight McNeil,Dwight McNeil,2017-18
4401,3,Emiliano Martinez,Damian Emiliano Martinez,2017-18
-1,6,,Gabriel Armando de Abreu,2017-18
938,9,Carl Jenkinson,Carl Jenkinson,2017-18
965,17,Santiago Cazorla,Santiago Cazorla,2017-18
1700,27,Lucas Pérez,Lucas Pérez,2017-18
-1,559,,Matt Macey,2017-18
967,564,Mathieu Debuchy,Mathieu Debuchy,2017-18
-1,644,,Jordi Osei-Tutu,2017-18
455,30,Artur Boruc,Artur Boruc,2017-18
469,31,Adam Federici,Adam Federici,2017-18
-1,37,,Bradley Smith,2017-18
464,44,Max Gradel,Max Gradel,2017-18
5603,549,Aaron Ramsdale,Aaron Ramsdale,2017-18
-1,585,,Connor Mahoney,2017-18
-1,588,,Matt Butcher,2017-18
-1,602,,Kyle Taylor,2017-18
-1,53,,Niki Mäenpää,2017-18
-1,65,,Steve Sidwell,2017-18
-1,67,,Jiri Skalak,2017-18
7710,68,Oliver Norwood,Oliver Norwood,2017-18
982,540,Tim Krul,Tim Krul,2017-18
6350,553,Jayson Molumby,Jayson Molumby,2017-18
1667,75,Paul Robinson,Paul Robinson,2017-18
1658,83,Dean Marney,Dean Marney,2017-18
-1,545,,Adam Legzdins,2017-18
-1,554,,Anders Lindegaard,2017-18
-1,575,,Fredrik Ulvestad,2017-18
-1,623,,Aiden O'Neill,2017-18
-1,95,,Eduardo dos Reis Carvalho,2017-18
-1,114,,Diego Da Silva Costa,2017-18
703,503,Fikayo Tomori,Fikayo Tomori,2017-18
-1,504,,Kyle Scott,2017-18
-1,600,,Dujon Sterling,2017-18
6615,632,Trevoh Chalobah,Trevoh Chalobah,2017-18
519,133,Connor Wickham,Connor Wickham,2017-18
-1,491,,Jason Lokilo,2017-18
-1,528,,Keshi Anderson,2017-18
632,552,Jordon Mutch,Jordon Mutch,2017-18
-1,555,,Dion Henry,2017-18
-1,605,,Jaroslaw Jach,2017-18
-1,606,,Erdal Rakip,2017-18
-1,630,,Nya Kirby,2017-18
-1,633,,Diego Cavalieri,2017-18
-1,638,,James Daly,2017-18
584,136,Joel Robles,Joel Robles,2017-18
846,137,Maarten Stekelenburg,Maarten Stekelenburg,2017-18
920,141,Matthew Pennington,Matthew Pennington,2017-18
-1,629,,Luke Garbutt,2017-18
6041,162,Joel Coleman,Joel Coleman,2017-18
2641,169,Jon Gorenc Stankovic,Jon Gorenc Stankovic,2017-18
-1,170,,Mark Hudson,2017-18
-1,177,,Jack Payne,2017-18
-1,179,,Harry Bunn,2017-18
-1,180,,Sean Scannell,2017-18
-1,547,,Robert Green,2017-18
747,194,Robert Huth,Robert Huth,2017-18
1785,205,Nampalys Mendy,Nampalys Mendy,2017-18
1681,207,Ahmed Musa,Ahmed Musa,2017-18
-1,587,,George Thomas,2017-18
-1,645,,Sam Hughes,2017-18
-1,647,,Layton Ndukwu,2017-18
-1,224,,Leiva Lucas,2017-18
-1,229,,Oluwaseyi Ojo,2017-18
490,514,Jon Flanagan,Jon Flanagan,2017-18
6830,530,Danny Ward,Danny Ward,2017-18
-1,639,,Conor Masterson,2017-18
6665,640,Curtis Jones,Curtis Jones,2017-18
6666,641,Rafael Camacho,Rafael Camacho,2017-18
621,243,Aleksandar Kolarov,Aleksandar Kolarov,2017-18
-1,251,,Fernando Francisco Reges,2017-18
-1,254,,Manuel Agudo Durán,2017-18
-1,586,,Oluwatosin Adarabioyo,2017-18
546,260,David de Gea,David De Gea,2017-18
-1,262,,Joel Dinis Castro Pereira,2017-18
922,476,Andreas Pereira,Andreas Pereira,2017-18
7690,292,Grant Hanley,Grant Hanley,2017-18
-1,297,,Yoan Gouffran,2017-18
-1,299,,Jack Colback,2017-18
-1,304,,Daryl Murphy,2017-18
-1,466,,Siem de Jong,2017-18
852,529,Freddie Woodman,Freddie Woodman,2017-18
837,319,Jordy Clasie,Jordy Clasie,2017-18
-1,506,,Stuart Taylor,2017-18
860,333,Marc Muniesa,Marc Muniesa,2017-18
862,339,Glenn Whelan,Glenn Whelan,2017-18
861,343,Giannelli Imbula,Giannelli Imbula,2017-18
-1,550,,Harry Souttar,2017-18
-1,569,,Jakob Haugaard,2017-18
722,351,Kristoffer Nordfeldt,Kristoffer Nordfeldt,2017-18
892,355,Stephen Kingsley,Stephen Kingsley,2017-18
715,364,Jefferson Montero,Jefferson Montero,2017-18
720,368,Modou Barrow,Modou Barrow,2017-18
6377,561,Joe Rodon,Joe Rodon,2017-18
-1,576,,Erwin Mulder,2017-18
-1,511,,Cameron Carter-Vickers,2017-18
-1,531,,Tashan Oakley-Boothe,2017-18
6306,534,Juan Foyth,Juan Foyth,2017-18
-1,566,,Alfie Whiteman,2017-18
-1,643,,Kazaiah Sterling,2017-18
580,396,Costel Pantilimon,Costel Pantilimon,2017-18
5558,406,Brandon Mason,Brandon Mason,2017-18
570,410,Valon Behrami,Valon Behrami,2017-18
-1,411,,Steven Berghuis,2017-18
1724,413,Isaac Success,Isaac Success,2017-18
939,419,Mauro Zárate,Mauro Zárate,2017-18
5586,581,Michael Folivi,Michael Folivi,2017-18
1025,582,Daniel Bachmann,Daniel Bachmann,2017-18
-1,613,,Carl Stewart,2017-18
1720,618,Didier Ndong,Didier Ndong,2017-18
-1,625,,Joy Mukena,2017-18
879,431,Jonathan Leko,Jonathan Leko,2017-18
-1,508,,Kane Wilson,2017-18
-1,557,,Alex Palmer,2017-18
-1,572,,Max Melbourne,2017-18
-1,577,,Rayhaan Tulloch,2017-18
6451,578,Nathan Ferguson,Nathan Ferguson,2017-18
-1,610,,Ali Gabr,2017-18
-1,624,,Kyle Jameson,2017-18
540,439,Darren Randolph,Darren Randolph,2017-18
1691,448,Robert Snodgrass,Robert Snodgrass,2017-18
1674,455,Sofiane Feghouli,Sofiane Feghouli,2017-18
1675,459,Ashley Fletcher,Ashley Fletcher,2017-18
539,460,Enner Valencia,Enner Valencia,2017-18
-1,526,,Sead Haksabanovic,2017-18
-1,567,,Antonio Martinez Lopez,2017-18
5573,568,Domingos Quina,Domingos Quina,2017-18
6424,573,Ben Johnson,Ben Johnson,2017-18
-1,574,,Nathan Trott,2017-18
-1,580,,Moses Makasi,2017-18
-1,596,,Reece Burke,2017-18
-1,631,,Marcus Browne,2017-18
-1,635,,Josh Pask,2017-18
6651,636,Grady Diangana,Grady Diangana,2017-18
318,23,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,2018-19
838,251,Sadio Mané,Sadio Mané,2018-19
1250,253,Mohamed Salah,Mohamed Salah,2018-19
619,280,Sergio Agüero,Sergio Agüero,2018-19
755,234,Jamie Vardy,Jamie Vardy,2018-19
618,270,Raheem Sterling,Raheem Sterling,2018-19
647,372,Harry Kane,Harry Kane,2018-19
701,122,Eden Hazard,Eden Hazard,2018-19
468,43,Callum Wilson,Callum Wilson,2018-19
714,172,Gylfi Sigurdsson,Gylfi Sigurdsson,2018-19
882,62,Glenn Murray,Glenn Murray,2018-19
1740,302,Paul Pogba,Paul Pogba,2018-19
3277,22,Alexandre Lacazette,Alexandre Lacazette,2018-19
4105,437,Raúl Jiménez,Raúl Jiménez,2018-19
6026,150,Richarlison,Richarlison de Andrade,2018-19
453,342,Son Heung-Min,Heung-Min Son,2018-19
465,45,Joshua King,Joshua King,2018-19
482,257,Roberto Firmino,Roberto Firmino,2018-19
594,306,Romelu Lukaku,Romelu Lukaku,2018-19
770,326,Ayoze Pérez,Ayoze Pérez,2018-19
4422,85,Ashley Barnes,Ashley Barnes,2018-19
5549,150,Luka Milivojevic,Luka Milivojevic,2018-19
773,480,Aleksandar Mitrovic,Aleksandar Mitrovic,2018-19
813,493,Salomón Rondón,Salomón Rondón,2018-19
337,275,Leroy Sané,Leroy Sané,2018-19
522,151,Wilfried Zaha,Wilfried Zaha,2018-19
553,301,Anthony Martial,Anthony Martial,2018-19
556,305,Marcus Rashford,Marcus Rashford,2018-19
591,394,Gerard Deulofeu,Gerard Deulofeu,2018-19
865,417,Marko Arnautovic,Marko Arnautovic,2018-19
3293,345,Lucas Moura,Lucas Rodrigues Moura da Silva,2018-19
4456,87,Chris Wood,Chris Wood,2018-19
574,396,Troy Deeney,Troy Deeney,2018-19
1208,390,Felipe Anderson,Felipe Anderson Pereira Gomes,2018-19
6854,432,Diogo Jota,Diogo Jota,2018-19
646,364,Christian Eriksen,Christian Eriksen,2018-19
687,114,Pedro,Pedro Rodríguez Ledesma,2018-19
191,386,Chicharito,Javier Hernández Balcázar,2018-19
750,223,Riyad Mahrez,Riyad Mahrez,2018-19
843,338,James Ward-Prowse,James Ward-Prowse,2018-19
986,258,Danny Ings,Danny Ings,2018-19
1660,395,Andre Gray,Andre Gray,2018-19
1683,40,Ryan Fraser,Ryan Fraser,2018-19
3635,218,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,2018-19
5543,211,Gabriel Jesus,Gabriel Fernando de Jesus,2018-19
6818,233,James Maddison,James Maddison,2018-19
6820,42,David Brooks,David Brooks,2018-19
154,478,André Schürrle,André Schürrle,2018-19
314,274,Ilkay Gündogan,Ilkay Gündogan,2018-19
317,18,Henrikh Mkhitaryan,Henrikh Mkhitaryan,2018-19
531,415,Michail Antonio,Michail Antonio,2018-19
617,271,David Silva,David Silva,2018-19
688,132,Ruben Loftus-Cheek,Ruben Loftus-Cheek,2018-19
775,149,Andros Townsend,Andros Townsend,2018-19
790,343,Nathan Redmond,Nathan Redmond,2018-19
888,462,Xherdan Shaqiri,Xherdan Shaqiri,2018-19
1723,391,Roberto Pereyra,Roberto Pereyra,2018-19
5555,175,Dominic Calvert-Lewin,Dominic Calvert-Lewin,2018-19
489,254,James Milner,James Milner,2018-19
499,13,Mesut Özil,Mesut Özil,2018-19
503,164,Theo Walcott,Theo Walcott,2018-19
533,411,Mark Noble,Mark Noble,2018-19
645,344,Dele Alli,Bamidele Alli,2018-19
839,347,Shane Long,Shane Long,2018-19
1293,579,Gonzalo Higuaín,Gonzalo Higuaín,2018-19
1678,592,Michy Batshuayi,Michy Batshuayi,2018-19
1726,390,Abdoulaye Doucouré,Abdoulaye Doucouré,2018-19
1804,134,Álvaro Morata,Álvaro Morata,2018-19
2390,504,Víctor Camarasa,Víctor Camarasa,2018-19
5176,575,Ryan Babel,Ryan Babel,2018-19
6047,49,Shane Duffy,Shane Duffy,2018-19
6827,110,Bobby Reid,Bobby Reid,2018-19
76,482,Fabian Schär,Fabian Schär,2018-19
204,17,Granit Xhaka,Granit Xhaka,2018-19
343,340,Pierre-Emile Højbjerg,Pierre-Emile Højbjerg,2018-19
504,14,Aaron Ramsey,Aaron Ramsey,2018-19
558,300,Jesse Lingard,Jesse Lingard,2018-19
579,31,Nathan Aké,Nathan Aké,2018-19
644,363,Erik Lamela,Erik Lamela,2018-19
751,119,N&#039;Golo Kanté,N'Golo Kanté,2018-19
757,141,Jeffrey Schlupp,Jeffrey Schlupp,2018-19
762,225,Demarai Gray,Demarai Gray,2018-19
833,246,Virgil van Dijk,Virgil van Dijk,2018-19
1823,484,Lucas Digne,Lucas Digne,2018-19
4027,91,Sol Bamba,Sol Bamba,2018-19
6824,100,Nathaniel Mendez-Laing,Nathaniel Mendez-Laing,2018-19
6826,101,Callum Paterson,Callum Paterson,2018-19
6850,423,Willy Boly,Willy Boly,2018-19
6852,425,Matt Doherty,Matt Doherty,2018-19
6853,414,Rúben Neves,Rúben Diogo da Silva Neves,2018-19
7390,585,Karlan Grant,Karlan Grant,2018-19
239,59,Pascal Groß,Pascal Groß,2018-19
484,543,Divock Origi,Divock Origi,2018-19
494,3,Laurent Koscielny,Laurent Koscielny,2018-19
500,15,Alex Iwobi,Alex Iwobi,2018-19
554,297,Juan Mata,Juan Mata,2018-19
568,378,José Holebas,José Holebas,2018-19
581,376,Craig Cathcart,Craig Cathcart,2018-19
592,127,Ross Barkley,Ross Barkley,2018-19
633,147,James McArthur,James McArthur,2018-19
643,361,Eric Dier,Eric Dier,2018-19
700,113,Willian,Willian Borges Da Silva,2018-19
730,142,Patrick van Aanholt,Patrick van Aanholt,2018-19
748,215,Wes Morgan,Wes Morgan,2018-19
771,252,Georginio Wijnaldum,Georginio Wijnaldum,2018-19
875,311,Ciaran Clark,Ciaran Clark,2018-19
1661,84,Sam Vokes,Sam Vokes,2018-19
1663,76,Johann Berg Gudmundsson,Johann Berg Gudmundsson,2018-19
1665,72,James Tarkowski,James Tarkowski,2018-19
1676,106,David Luiz,David Luiz Moreira Marinho,2018-19
1687,220,Harry Maguire,Harry Maguire,2018-19
1700,502,Lucas Pérez,Lucas Pérez,2018-19
1746,78,Jeff Hendrick,Jeff Hendrick,2018-19
2498,268,Aymeric Laporte,Aymeric Laporte,2018-19
3683,434,Ivan Cavaleiro,Ivan Cavaleiro,2018-19
4068,66,Florin Andone,Florin Andone,2018-19
4395,99,Junior Hoilett,David Junior Hoilett,2018-19
4866,189,Aboubakar Kamara,Aboubakar Kamara,2018-19
5956,591,Youri Tielemans,Youri Tielemans,2018-19
6030,195,Zanka,Mathias Jorgensen,2018-19
6033,199,Aaron Mooy,Aaron Mooy,2018-19
6477,177,Cenk Tosun,Cenk Tosun,2018-19
6756,534,Dwight McNeil,Dwight McNeil,2018-19
6828,106,Josh Murphy,Josh Murphy,2018-19
6893,345,Stuart Armstrong,Stuart Armstrong,2018-19
447,273,Kevin De Bruyne,Kevin De Bruyne,2018-19
461,317,Matt Ritchie,Matt Ritchie,2018-19
462,37,Dan Gosling,Dan Gosling,2018-19
463,36,Junior Stanislas,Junior Stanislas,2018-19
483,472,Daniel Sturridge,Daniel Sturridge,2018-19
502,133,Olivier Giroud,Olivier Giroud,2018-19
508,9,Calum Chambers,Calum Chambers,2018-19
552,299,Ander Herrera,Ander Herrera,2018-19
585,157,Seamus Coleman,Seamus Coleman,2018-19
631,293,Ashley Young,Ashley Young,2018-19
669,80,Ashley Westwood,Ashley Westwood,2018-19
753,224,Marc Albrighton,Marc Albrighton,2018-19
815,206,Alex Pritchard,Alex Pritchard,2018-19
848,348,Charlie Austin,Charlie Austin,2018-19
866,327,Joselu,Jose Luis Mato Sanmartín,2018-19
935,526,Kurt Zouma,Kurt Zouma,2018-19
1227,450,Lucas Torreira,Lucas Torreira,2018-19
1389,118,Jorginho,Jorge Luiz Frello Filho,2018-19
1621,115,Marcos Alonso,Marcos Alonso,2018-19
1691,489,Robert Snodgrass,Robert Snodgrass,2018-19
1699,7,Shkodran Mustafi,Shkodran Mustafi,2018-19
2182,494,Jefferson Lerma,Jefferson Lerma,2018-19
3303,159,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,2018-19
3491,407,Romain Saiss,Romain Saïss,2018-19
3800,211,Steve Mounie,Steve Mounie,2018-19
4497,55,Anthony Knockaert,Anthony Knockaert,2018-19
5247,256,Naby Keita,Naby Keita,2018-19
5545,227,Wilfred Ndidi,Wilfred Ndidi,2018-19
5553,406,Declan Rice,Declan Rice,2018-19
5560,303,Scott McTominay,Scott McTominay,2018-19
6034,202,Philip Billing,Philip Billing,2018-19
6048,48,Lewis Dunk,Lewis Dunk,2018-19
6104,392,Will Hughes,Will Hughes,2018-19
6274,453,Andriy Yarmolenko,Andriy Yarmolenko,2018-19
6542,65,Jürgen Locadia,Jürgen Locadia,2018-19
6837,184,Ryan Sessegnon,Ryan Sessegnon,2018-19
7236,519,Leander Dendoncker,Leander Dendoncker,2018-19
7280,556,Yan Valery,Yan Valery,2018-19
47,488,Yoshinori Muto,Yoshinori Muto,2018-19
332,243,Joel Matip,Joel Matip,2018-19
338,486,Max Meyer,Max Meyer,2018-19
371,5,Sokratis,Sokratis Papastathopoulos,2018-19
394,54,Leon Balogun,Leon Balogun,2018-19
458,27,Steve Cook,Steve Cook,2018-19
459,28,Charlie Daniels,Charlie Daniels,2018-19
481,38,Jordon Ibe,Jordon Ibe,2018-19
495,5,Nacho Monreal,Nacho Monreal,2018-19
498,295,Alexis Sánchez,Alexis Sánchez,2018-19
501,21,Danny Welbeck,Danny Welbeck,2018-19
510,441,Joel Ward,Joel Ward,2018-19
528,403,Angelo Ogbonna,Angelo Ogbonna,2018-19
530,138,James Tomkins,James Tomkins,2018-19
535,414,Manuel Lanzini,Manuel Lanzini,2018-19
572,389,Etienne Capoue,Etienne Capoue,2018-19
587,158,Phil Jagielka,Phil Jagielka,2018-19
593,83,Aaron Lennon,Aaron Lennon,2018-19
596,388,Tom Cleverley,Tom Cleverley,2018-19
602,239,Dejan Lovren,Dejan Lovren,2018-19
605,249,Jordan Henderson,Jordan Henderson,2018-19
606,152,Christian Benteke,Christian Benteke,2018-19
612,263,Vincent Kompany,Vincent Kompany,2018-19
614,221,Fernandinho,Fernando Luiz Rosa,2018-19
620,236,Kelechi Iheanacho,Kelechi Iheanacho,2018-19
628,284,Chris Smalling,Chris Smalling,2018-19
638,265,Kyle Walker,Kyle Walker,2018-19
640,355,Jan Vertonghen,Jan Vertonghen,2018-19
652,357,Kieran Trippier,Kieran Trippier,2018-19
672,505,Jordan Ayew,Jordan Ayew,2018-19
681,113,César Azpilicueta,César Azpilicueta,2018-19
689,458,Kenedy,Robert Kenedy Nunes do Nascimento,2018-19
697,296,Nemanja Matic,Nemanja Matic,2018-19
712,82,Jack Cork,Jack Cork,2018-19
727,310,DeAndre Yedlin,DeAndre Yedlin,2018-19
769,318,Jonjo Shelvey,Jonjo Shelvey,2018-19
787,427,Ryan Bennett,Ryan Bennett,2018-19
807,222,Jonny Evans,Jonny Evans,2018-19
825,29,Adam Smith,Adam Smith,2018-19
835,330,Ryan Bertrand,Ryan Bertrand,2018-19
836,366,Victor Wanyama,Victor Wanyama,2018-19
842,328,Oriol Romeu,Oriol Romeu Vidal,2018-19
847,332,Cédric Soares,Cédric Soares,2018-19
884,479,Matt Targett,Matt Targett,2018-19
900,500,Adama Traoré,Adama Traoré,2018-19
922,481,Andreas Pereira,Andreas Pereira,2018-19
971,368,Harry Winks,Harry Winks,2018-19
1006,286,Luke Shaw,Luke Shaw,2018-19
1017,495,Matej Vydra,Matej Vydra,2018-19
1299,344,Mario Lemina,Mario Lemina,2018-19
1383,349,Manolo Gabbiadini,Manolo Gabbiadini,2018-19
1653,162,Michael Keane,Michael Keane,2018-19
1707,491,Ben Gibson,Ben Gibson,2018-19
1724,365,Isaac Success,Isaac Success Ajayi,2018-19
1728,371,Fernando Llorente,Fernando Llorente,2018-19
1735,333,Jack Stephens,Jack Stephens,2018-19
1748,44,Lys Mousset,Lys Mousset,2018-19
1750,20,Ainsley Maitland-Niles,Ainsley Maitland-Niles,2018-19
1791,245,Trent Alexander-Arnold,Trent Alexander-Arnold,2018-19
