Understat_ID,FPL_ID,Understat_Name,FPL_Name,season
900,417,Adama Traoré,Adama Traoré,2019-20
966,193,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,2019-20
1389,118,Jorginho,Jorge Luiz Frello Filho,2019-20
1621,103,Marcos Alonso,Marcos Alonso,2019-20
1726,368,Abdoulaye Doucouré,Abdoulaye Doucouré,2019-20
1791,182,Trent Alexander-Arnold,Trent Alexander-Arnold,2019-20
3293,345,Lucas Moura,Lucas Rodrigues Moura da Silva,2019-20
5612,30,Anwar El Ghazi,Anwar El Ghazi,2019-20
6852,401,Matt Doherty,Matt Doherty,2019-20
7236,420,Leander Dendoncker,Leander Dendoncker,2019-20
7420,266,Miguel Almirón,Miguel Almirón,2019-20
7700,437,Che Adams,Che Adams,2019-20
101,500,Allan Saint-Maximin,Allan Saint-Maximin,2019-20
462,81,Dan Gosling,Dan Gosling,2019-20
463,77,Junior Stanislas,Junior Stanislas,2019-20
534,376,Aaron Cresswell,Aaron Cresswell,2019-20
730,123,Patrick van Aanholt,Patrick van Aanholt,2019-20
751,119,N&#039;Golo Kanté,N'Golo Kanté,2019-20
757,137,Jeffrey Schlupp,Jeffrey Schlupp,2019-20
782,161,Ben Chilwell,Benjamin Chilwell,2019-20
1679,69,Dominic Solanke,Dominic Solanke,2019-20
1723,369,Roberto Pereyra,Roberto Pereyra,2019-20
2496,443,Rodri,Rodrigo Hernandez,2019-20
3203,381,Issa Diop,Issa Diop,2019-20
3303,159,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,2019-20
5549,134,Luka Milivojevic,Luka Milivojevic,2019-20
5560,248,Scott McTominay,Scott McTominay,2019-20
5595,243,Daniel James,Daniel James,2019-20
5956,448,Youri Tielemans,Youri Tielemans,2019-20
6048,42,Lewis Dunk,Lewis Dunk,2019-20
6122,470,Douglas Luiz,Douglas Luiz Soares de Paulo,2019-20
6382,528,Pedro Neto,Pedro Lomba Neto,2019-20
6504,314,Michael Obafemi,Michael Obafemi,2019-20
7063,152,Bernard,Bernard Anício Caldeira Duarte,2019-20
7699,493,Adam Webster,Adam Webster,2019-20
7712,298,Billy Sharp,Billy Sharp,2019-20
7721,28,Conor Hourihane,Conor Hourihane,2019-20
7723,31,John McGinn,John McGinn,2019-20
7752,504,Gabriel Martinelli,Gabriel Teodoro Martinelli Silva,2019-20
7991,534,Aaron Connolly,Aaron Connolly,2019-20
8288,616,Tomas Soucek,Tomas Soucek,2019-20
8300,615,Steven Bergwijn,Steven Bergwijn,2019-20
76,252,Fabian Schär,Fabian Schär,2019-20
87,466,Joelinton,Joelinton Cássio Apolinário de Lira,2019-20
239,49,Pascal Groß,Pascal Groß,2019-20
314,222,Ilkay Gündogan,Ilkay Gündogan,2019-20
371,5,Sokratis,Sokratis Papastathopoulos,2019-20
461,251,Matt Ritchie,Matt Ritchie,2019-20
489,200,James Milner,James Milner,2019-20
501,512,Danny Welbeck,Danny Welbeck,2019-20
503,153,Theo Walcott,Theo Walcott,2019-20
528,377,Angelo Ogbonna,Angelo Ogbonna,2019-20
579,59,Nathan Aké,Nathan Aké,2019-20
606,129,Christian Benteke,Christian Benteke,2019-20
611,208,Nicolás Otamendi,Nicolás Otamendi,2019-20
639,331,Toby Alderweireld,Toby Alderweireld,2019-20
644,346,Erik Lamela,Erik Lamela,2019-20
646,343,Christian Eriksen,Christian Eriksen,2019-20
669,101,Ashley Westwood,Ashley Westwood,2019-20
681,105,César Azpilicueta,César Azpilicueta,2019-20
708,254,Federico Fernández,Federico Fernández,2019-20
714,151,Gylfi Sigurdsson,Gylfi Sigurdsson,2019-20
762,175,Demarai Gray,Demarai Gray,2019-20
772,349,Moussa Sissoko,Moussa Sissoko,2019-20
804,439,Craig Dawson,Craig Dawson,2019-20
839,315,Shane Long,Shane Long,2019-20
875,259,Ciaran Clark,Ciaran Clark,2019-20
1017,92,Matej Vydra,Matej Vydra,2019-20
1024,445,Tyrone Mings,Tyrone Mings,2019-20
1304,496,Moise Kean,Moise Kean,2019-20
1653,143,Michael Keane,Michael Keane,2019-20
1660,364,Andre Gray,Andre Gray,2019-20
1665,84,James Tarkowski,James Tarkowski,2019-20
1676,106,David Luiz,David Luiz Moreira Marinho,2019-20
1688,181,Andrew Robertson,Andrew Robertson,2019-20
1746,100,Jeff Hendrick,Jeff Hendrick,2019-20
1822,104,Antonio Rüdiger,Antonio Rüdiger,2019-20
2280,402,Jonny,Jonathan Castro Otto,2019-20
2335,399,Pablo Fornals,Pablo Fornals,2019-20
3420,197,Fabinho,Fabio Henrique Tavares,2019-20
3491,407,Romain Saiss,Romain Saïss,2019-20
4918,487,Patrick Cutrone,Patrick Cutrone,2019-20
5073,257,Florian Lejeune,Florian Lejeune,2019-20
5247,196,Naby Keita,Naby Keita,2019-20
5545,176,Wilfred Ndidi,Wilfred Ndidi,2019-20
5962,442,Tanguy NDombele Alvaro,Tanguy Ndombele,2019-20
6033,516,Aaron Mooy,Aaron Mooy,2019-20
6143,498,Jetro Willems,Jetro Willems,2019-20
6477,146,Cenk Tosun,Cenk Tosun,2019-20
6482,13,Eddie Nketiah,Edward Nketiah,2019-20
6521,142,Yerry Mina,Yerry Mina,2019-20
6756,97,Dwight McNeil,Dwight McNeil,2019-20
6842,50,Alireza Jahanbakhsh,Alireza Jahanbakhsh,2019-20
6853,414,Rúben Neves,Rúben Diogo da Silva Neves,2019-20
7701,438,Moussa Djenepo,Moussa Djenepo,2019-20
7703,295,John Egan,John Egan,2019-20
7706,294,George Baldock,George Baldock,2019-20
7707,291,Enda Stevens,Enda Stevens,2019-20
7711,303,David McGoldrick,David McGoldrick,2019-20
8016,540,Matthew Longstaff,Matthew Longstaff,2019-20
12,282,Mario Vrancic,Mario Vrancic,2019-20
111,304,Jannik Vestergaard,Jannik Vestergaard,2019-20
191,386,Chicharito,Javier Hernández Balcázar,2019-20
204,18,Granit Xhaka,Granit Xhaka,2019-20
209,434,Josip Drmic,Josip Drmic,2019-20
332,185,Joel Matip,Joel Matip,2019-20
458,58,Steve Cook,Steve Cook,2019-20
486,195,Adam Lallana,Adam Lallana,2019-20
492,2,Héctor Bellerín,Héctor Bellerín,2019-20
499,15,Mesut Özil,Mesut Özil,2019-20
500,17,Alex Iwobi,Alex Iwobi,2019-20
508,467,Calum Chambers,Calum Chambers,2019-20
519,130,Connor Wickham,Connor Wickham,2019-20
530,124,James Tomkins,James Tomkins,2019-20
532,139,Cheikhou Kouyaté,Cheikhou Kouyaté,2019-20
558,241,Jesse Lingard,Jesse Lingard,2019-20
592,117,Ross Barkley,Ross Barkley,2019-20
596,371,Tom Cleverley,Tom Cleverley,2019-20
638,203,Kyle Walker,Kyle Walker,2019-20
640,330,Jan Vertonghen,Jan Vertonghen,2019-20
687,114,Pedro,Pedro Rodríguez Ledesma,2019-20
703,529,Fikayo Tomori,Fikayo Tomori,2019-20
727,253,DeAndre Yedlin,DeAndre Yedlin,2019-20
766,258,Jamaal Lascelles,Jamaal Lascelles,2019-20
775,135,Andros Townsend,Andros Townsend,2019-20
789,98,Robbie Brady,Robbie Brady,2019-20
791,289,Alexander Tettey,Alexander Tettey,2019-20
807,162,Jonny Evans,Jonny Evans,2019-20
835,305,Ryan Bertrand,Ryan Bertrand,2019-20
847,486,Cédric Soares,Cédric Soares,2019-20
882,44,Glenn Murray,Glenn Murray,2019-20
884,309,Matt Targett,Matt Targett,2019-20
888,194,Xherdan Shaqiri,Xherdan Shaqiri,2019-20
922,246,Andreas Pereira,Andreas Pereira,2019-20
1042,154,Tom Davies,Tom Davies,2019-20
1208,390,Felipe Anderson,Felipe Anderson Pereira Gomes,2019-20
1227,19,Lucas Torreira,Lucas Torreira,2019-20
1234,517,Dennis Praet,Dennis Praet,2019-20
1441,355,Adam Masina,Adam Masina,2019-20
1654,83,Ben Mee,Ben Mee,2019-20
1663,96,Johann Berg Gudmundsson,Johann Berg Gudmundsson,2019-20
1678,461,Michy Batshuayi,Michy Batshuayi,2019-20
1683,75,Ryan Fraser,Ryan Fraser,2019-20
1685,22,Ahmed Elmohamady,Ahmed El Mohamady,2019-20
1687,160,Harry Maguire,Harry Maguire,2019-20
1735,308,Jack Stephens,Jack Stephens,2019-20
1740,238,Paul Pogba,Paul Pogba,2019-20
1776,626,Jarrod Bowen,Jarrod Bowen,2019-20
2182,82,Jefferson Lerma,Jefferson Lerma,2019-20
2203,283,Emiliano Buendía,Emiliano Buendía,2019-20
2254,432,Mateo Kovacic,Mateo Kovacic,2019-20
2498,202,Aymeric Laporte,Aymeric Laporte,2019-20
3422,415,João Moutinho,João Filipe Iria Santos Moutinho,2019-20
3600,336,Serge Aurier,Serge Aurier,2019-20
4068,46,Florin Andone,Florin Andone,2019-20
4476,453,Callum Robinson,Callum Robinson,2019-20
5264,164,Caglar Söyüncü,Çaglar Söyüncü,2019-20
5553,395,Declan Rice,Declan Rice,2019-20
5609,53,Yves Bissouma,Yves Bissouma,2019-20
6034,476,Philip Billing,Philip Billing,2019-20
6042,307,Jan Bednarek,Jan Bednarek,2019-20
6047,37,Shane Duffy,Shane Duffy,2019-20
6050,54,Davy Pröpper,Davy Pröpper,2019-20
6062,271,Isaac Hayden,Isaac Hayden,2019-20
6080,225,Victor Lindelöf,Victor Lindelöf,2019-20
6104,370,Will Hughes,Will Hughes,2019-20
6352,614,Valentino Lazaro,Valentino Lazaro,2019-20
6418,180,Hamza Choudhury,Hamza Choudhury,2019-20
6456,116,Callum Hudson-Odoi,Callum Hudson-Odoi,2019-20
6492,489,Reiss Nelson,Reiss Nelson,2019-20
6630,490,Joe Willock,Joseph Willock,2019-20
6665,569,Curtis Jones,Curtis Jones,2019-20
6820,76,David Brooks,David Brooks,2019-20
6859,25,Kortney Hause,Kortney Hause,2019-20
6892,382,Fabián Balbuena,Fabián Balbuena,2019-20
7078,270,Sean Longstaff,Sean Longstaff,2019-20
7152,455,Björn Engels,Bjorn Engels,2019-20
7322,541,Bukayo Saka,Bukayo Saka,2019-20
7384,61,Chris Mepham,Chris Mepham,2019-20
7691,276,Jamal Lewis,Jamal Lewis,2019-20
7693,286,Kenny McLean,Kenny McLean,2019-20
7697,284,Onel Hernández,Onel Hernández,2019-20
7710,302,Oliver Norwood,Oliver Norwood,2019-20
7726,452,Ezri Konsa Ngoyo,Ezri Konsa Ngoyo,2019-20
7822,279,Dennis Srbeny,Dennis Srbeny,2019-20
8075,549,Brandon Williams,Brandon Williams,2019-20
8089,515,Kieran Tierney,Kieran Tierney,2019-20
8285,621,Sander Berge,Sander Berge,2019-20
8287,613,Mbwana Samatta,Mbwana Samatta,2019-20
8291,619,Daniel Podence,Daniel Castelo Podence,2019-20
47,260,Yoshinori Muto,Yoshinori Muto,2019-20
62,602,Lukas Rupp,Lukas Rupp,2019-20
162,272,Timm Klose,Timm Klose,2019-20
181,14,Bernd Leno,Bernd Leno,2019-20
200,108,Andreas Christensen,Andreas Christensen,2019-20
250,27,Ørjan Nyland,Ørjan Nyland,2019-20
317,16,Henrikh Mkhitaryan,Henrikh Mkhitaryan,2019-20
330,449,Ralf Fährmann,Ralf Fahrmann,2019-20
337,216,Leroy Sané,Leroy Sané,2019-20
338,136,Max Meyer,Max Meyer,2019-20
342,3,Sead Kolasinac,Sead Kolasinac,2019-20
343,325,Pierre-Emile Højbjerg,Pierre-Emile Højbjerg,2019-20
456,62,Simon Francis,Simon Francis,2019-20
459,60,Charlie Daniels,Charlie Daniels,2019-20
460,80,Andrew Surman,Andrew Surman,2019-20
481,78,Jordon Ibe,Jordon Ibe,2019-20
485,125,Mamadou Sakho,Mamadou Sakho,2019-20
495,6,Nacho Monreal,Nacho Monreal,2019-20
509,132,Wayne Hennessey,Wayne Hennessey,2019-20
510,126,Joel Ward,Joel Ward,2019-20
512,127,Scott Dann,Scott Dann,2019-20
524,356,Adrian Mariappa,Adrian Mariappa,2019-20
525,128,Martin Kelly,Martin Kelly,2019-20
527,526,Adrián,Adrián San Miguel del Castillo,2019-20
535,391,Manuel Lanzini,Manuel Lanzini,2019-20
537,520,Andy Carroll,Andy Carroll,2019-20
540,606,Darren Randolph,Darren Randolph,2019-20
546,235,David de Gea,David de Gea,2019-20
549,658,Timothy Fosu-Mensah,Timothy Fosu-Mensah,2019-20
550,227,Marcos Rojo,Marcos Rojo,2019-20
551,158,Morgan Schneiderlin,Morgan Schneiderlin,2019-20
554,242,Juan Mata,Juan Mata,2019-20
566,361,Sebastian Prödl,Sebastian Prödl,2019-20
568,353,José Holebas,José Holebas,2019-20
572,373,Etienne Capoue,Etienne Capoue,2019-20
573,624,Odion Ighalo,Odion Ighalo,2019-20
581,358,Craig Cathcart,Craig Cathcart,2019-20
585,144,Seamus Coleman,Seamus Coleman,2019-20
586,207,John Stones,John Stones,2019-20
587,444,Phil Jagielka,Phil Jagielka,2019-20
588,145,Leighton Baines,Leighton Baines,2019-20
589,157,James McCarthy,James McCarthy,2019-20
593,430,Aaron Lennon,Aaron Lennon,2019-20
599,570,Oumar Niasse,Oumar Niasse,2019-20
602,186,Dejan Lovren,Dejan Lovren,2019-20
610,379,Pablo Zabaleta,Pablo Zabaleta,2019-20
614,221,Fernandinho,Fernando Luiz Rosa,2019-20
624,112,Willy Caballero,Willy Caballero,2019-20
631,224,Ashley Young,Ashley Young,2019-20
633,138,James McArthur,James McArthur,2019-20
635,318,Alex McCarthy,Alex McCarthy,2019-20
637,340,Hugo Lloris,Hugo Lloris,2019-20
641,332,Danny Rose,Danny Rose,2019-20
643,350,Eric Dier,Eric Dier,2019-20
660,329,Ben Davies,Ben Davies,2019-20
667,397,Carlos Sánchez,Carlos Sánchez,2019-20
688,115,Ruben Loftus-Cheek,Ruben Loftus-Cheek,2019-20
697,247,Nemanja Matic,Nemanja Matic,2019-20
699,503,Gary Cahill,Gary Cahill,2019-20
706,388,Lukasz Fabianski,Lukasz Fabianski,2019-20
710,24,Neil Taylor,Neil Taylor,2019-20
712,102,Jack Cork,Jack Cork,2019-20
723,268,Ki Sung-yueng,Sung-yueng Ki,2019-20
733,591,Jack Rodwell,Jack Rodwell,2019-20
741,148,Jordan Pickford,Jordan Pickford,2019-20
745,168,Kasper Schmeichel,Kasper Schmeichel,2019-20
748,165,Wes Morgan,Wes Morgan,2019-20
749,163,Christian Fuchs,Christian Fuchs,2019-20
752,120,Daniel Drinkwater,Daniel Drinkwater,2019-20
753,174,Marc Albrighton,Marc Albrighton,2019-20
764,359,Daryl Janmaat,Daryl Janmaat,2019-20
787,404,Ryan Bennett,Ryan Bennett,2019-20
803,366,Ben Foster,Ben Foster,2019-20
825,63,Adam Smith,Adam Smith,2019-20
836,348,Victor Wanyama,Victor Wanyama,2019-20
842,328,Oriol Romeu,Oriol Romeu Vidal,2019-20
845,310,Maya Yoshida,Maya Yoshida,2019-20
853,255,Paul Dummett,Paul Dummett,2019-20
857,86,Phil Bardsley,Phil Bardsley,2019-20
876,205,Fabian Delph,Fabian Delph,2019-20
885,337,Kyle Walker-Peters,Kyle Walker-Peters,2019-20
887,447,Erik Pieters,Erik Pieters,2019-20
902,454,Sam Byram,Sam Byram,2019-20
908,522,Muhamed Besic,Muhamed Bešić,2019-20
914,612,Nabil Bentaleb,Nabil Bentaleb,2019-20
925,435,Patrick Roberts,Patrick Roberts,2019-20
934,481,Axel Tuanzebe,Axel Tuanzebe,2019-20
935,459,Kurt Zouma,Kurt Zouma,2019-20
951,231,Phil Jones,Phil Jones,2019-20
971,347,Harry Winks,Harry Winks,2019-20
973,341,Paulo Gazzaniga,Paulo Gazzaniga,2019-20
982,280,Tim Krul,Tim Krul,2019-20
985,478,Mason Holgate,Mason Holgate,2019-20
987,184,Joseph Gomez,Joseph Gomez,2019-20
1006,226,Luke Shaw,Luke Shaw,2019-20
1036,394,Jack Wilshere,Jack Wilshere,2019-20
1040,440,Angelino,José Ángel Esmorís Tasende,2019-20
1053,34,Keinan Davis,Keinan Davis,2019-20
1217,288,Moritz Leitner,Moritz Leitner,2019-20
1245,107,Emerson,Emerson Palmieri dos Santos,2019-20
1257,189,Alisson,Alisson Ramses Becker,2019-20
1374,603,José Reina,José Reina,2019-20
1545,519,Emil Krafth,Emil Krafth,2019-20
1651,94,Tom Heaton,Tom Heaton,2019-20
1652,85,Matthew Lowton,Matthew Lowton,2019-20
1677,374,Nathaniel Chalobah,Nathaniel Chalobah,2019-20
1699,1,Shkodran Mustafi,Shkodran Mustafi,2019-20
1701,623,Borja Bastón,Borja González Tomás,2019-20
1719,256,Javier Manquillo,Javier Manquillo,2019-20
1724,365,Isaac Success,Isaac Success Ajayi,2019-20
1725,354,Christian Kabasele,Christian Kabasele,2019-20
1729,527,Georges-Kévin Nkoudou,Georges-Kévin Nkoudou,2019-20
1731,213,Claudio Bravo,Claudio Bravo,2019-20
1734,508,Sofiane Boufal,Sofiane Boufal,2019-20
1739,228,Eric Bailly,Eric Bailly,2019-20
1747,88,Kevin Long,Kevin Long,2019-20
1749,10,Rob Holding,Rob Holding,2019-20
1750,4,Ainsley Maitland-Niles,Ainsley Maitland-Niles,2019-20
1760,378,Arthur Masuaku,Arthur Masuaku,2019-20
1785,179,Nampalys Mendy,Nampalys Mendy,2019-20
1789,79,Lewis Cook,Lewis Cook,2019-20
1823,141,Lucas Digne,Lucas Digne,2019-20
1883,456,Ravel Morrison,Ravel Morrison,2019-20
1950,38,Martín Montoya,Martín Montoya,2019-20
2132,36,Jota,José Ignacio Peleteiro Romallo,2019-20
2190,131,Vicente Guaita,Vicente Guaita,2019-20
2344,267,Christian Atsu,Christian Atsu,2019-20
2379,518,João Cancelo,João Pedro Cavaco Cancelo,2019-20
2383,422,André Gomes,André Filipe Tavares Gomes,2019-20
2385,47,Mat Ryan,Mathew Ryan,2019-20
2390,510,Víctor Camarasa,Víctor Camarasa,2019-20
2446,469,Dani Ceballos,Daniel Ceballos Fernández,2019-20
2509,542,Dimitri Foulquier,Dimitri Foulquier,2019-20
2673,514,Albian Ajeti,Albian Ajeti,2019-20
2958,206,Oleksandr Zinchenko,Oleksandr Zinchenko,2019-20
3253,458,Frederic Guilbert,Frédéric Guilbert,2019-20
3357,511,Djibril Sidibe,Djibril Sidibé,2019-20
3358,507,Ibrahim Amadou,Ibrahim Amadou,2019-20
3389,204,Benjamin Mendy,Benjamin Mendy,2019-20
3873,546,Ezequiel Schelotto,Ezequiel Schelotto,2019-20
4401,427,Emiliano Martinez,Emiliano Martínez,2019-20
4441,177,Matthew James,Matty James,2019-20
4475,429,Jed Steer,Jed Steer,2019-20
4764,497,Jean-Philippe Gbamin,Jean-Philippe Gbamin,2019-20
5043,357,Kiko Femenía,Francisco Femenía Far,2019-20
5061,111,Kepa,Kepa Arrizabalaga,2019-20
5065,65,Diego Rico,Diego Rico,2019-20
5087,450,Roberto Jiménez,Roberto Jimenez Gago,2019-20
5234,473,Jesús Vallejo,Jesús Vallejo Lázaro,2019-20
5240,601,Ondrej Duda,Ondrej Duda,2019-20
5245,39,Bernardo,Bernardo Fernandes da Silva Junior,2019-20
5261,532,Kevin Danso,Kevin Danso,2019-20
5544,319,Angus Gunn,Angus Gunn,2019-20
5552,93,Nick Pope,Nick Pope,2019-20
5567,568,Nathan Holland,Nathan Holland,2019-20
5573,375,Domingos Quina,Domingos Quina,2019-20
5584,122,Aaron Wan-Bissaka,Aaron Wan-Bissaka,2019-20
5598,245,Angel Gomes,Angel Gomes,2019-20
5602,71,Sam Surridge,Sam Surridge,2019-20
5603,494,Aaron Ramsdale,Aaron Ramsdale,2019-20
5681,523,Giovani Lo Celso,Giovani Lo Celso,2019-20
5759,21,Matteo Guendouzi,Matteo Guendouzi,2019-20
6027,539,Jairo Riedewald,Jairo Riedewald,2019-20
6044,87,Charlie Taylor,Charlie Taylor,2019-20
6049,55,Solly March,Solomon March,2019-20
6051,57,Dale Stephens,Dale Stephens,2019-20
6054,212,Ederson,Ederson Santana de Moraes,2019-20
6105,41,Gaëtan Bong,Gaëtan Bong,2019-20
6249,333,Davinson Sánchez,Davinson Sánchez,2019-20
6306,335,Juan Foyth,Juan Foyth,2019-20
6336,609,Bruno Jordao,Bruno André Cavaco Jordao,2019-20
6410,66,Jack Simpson,Jack Simpson,2019-20
6424,384,Ben Johnson,Ben Johnson,2019-20
6532,262,Martin Dubravka,Martin Dubravka,2019-20
6542,45,Jürgen Locadia,Jürgen Locadia,2019-20
6817,244,Fred,Frederico Rodrigues de Paula Santos,2019-20
6837,524,Ryan Sessegnon,Ryan Sessegnon,2019-20
6849,411,Rui Patrício,Rui Pedro dos Santos Patrício,2019-20
6850,405,Willy Boly,Willy Boly,2019-20
6851,403,Conor Coady,Conor Coady,2019-20
6856,406,Rúben Vinagre,Rúben Gonçalo Silva Nascimento Vinagre,2019-20
6857,416,Morgan Gibbs-White,Morgan Gibbs-White,2019-20
6891,380,Ryan Fredericks,Ryan Fredericks,2019-20
6997,604,Ignacio Pussetto,Ignacio Pussetto,2019-20
7198,352,Oliver Skipp,Oliver Skipp,2019-20
7230,576,Emile Smith-Rowe,Emile Smith Rowe,2019-20
7280,306,Yan Valery,Yan Valery,2019-20
7281,229,Diogo Dalot,José Diogo Dalot Teixeira,2019-20
7332,408,Max Kilman,Max Kilman,2019-20
7382,475,Dan Burn,Dan Burn,2019-20
7438,250,James Garner,James Garner,2019-20
7439,249,Tahith Chong,Tahith Chong,2019-20
7546,550,Harvey Elliott,Harvey Elliott,2019-20
7582,74,Mark Travers,Mark Travers,2019-20
7602,599,Kelland Watts,Kelland Watts,2019-20
7688,274,Max Aarons,Maximillian Aarons,2019-20
7689,273,Ben Godfrey,Ben Godfrey,2019-20
7690,277,Grant Hanley,Grant Hanley,2019-20
7692,290,Tom Trybull,Tom Trybull,2019-20
7694,285,Marco Stiepermann,Marco Stiepermann,2019-20
7702,471,Dean Henderson,Dean Henderson,2019-20
7704,423,Chris Basham,Chris Basham,2019-20
7705,293,Jack O&#039;Connell,Jack O'Connell,2019-20
7713,441,Luke Freeman,Luke Freeman,2019-20
7714,472,Ben Osborn,Ben Osborn,2019-20
7715,436,Simon Moore,Simon Moore,2019-20
7725,26,Jonathan Kodjia,Jonathan Kodjia,2019-20
7727,35,Henri Lansbury,Henri Lansbury,2019-20
7753,433,James Justin,James Justin,2019-20
7823,446,Jack Stacey,Jack Stacey,2019-20
7988,533,Billy Gilmour,Billy Gilmour,2019-20
7990,275,Christoph Zimmermann,Christoph Zimmermann,2019-20
8020,537,Steven Alzate,Steven Alzate,2019-20
8021,538,Adam Idah,Adam Idah,2019-20
8022,281,Michael McGovern,Michael McGovern,2019-20
8040,491,Marvelous Nakamba,Marvelous Nakamba,2019-20
8045,544,Eric Garcia,Eric Garcia,2019-20
8046,292,Kieron Freeman,Kieron Freeman,2019-20
8061,547,Leon Clarke,Leon Clarke,2019-20
8066,492,Arnaut Danjuma Groeneveld,Arnaut Danjuma Groeneveld,2019-20
8067,506,Reece James,Reece James,2019-20
8080,552,Akin Famewo,Akin Famewo,2019-20
8082,553,David Martin,David Martin,2019-20
8090,64,Lloyd Kelly,Lloyd Kelly,2019-20
8145,509,Troy Parrott,Troy Parrott,2019-20
8150,561,Anthony Gordon,Anthony Gordon,2019-20
8204,575,Neco Williams,Neco Williams,2019-20
8214,579,Tyrick Mitchell,Tyrick Mitchell,2019-20
8216,580,Brandon Pierrick,Brandon Pierrick,2019-20
8222,583,Japhet Tanganga,Japhet Tanganga,2019-20
8224,584,William Smallbone,William Smallbone,2019-20
8226,586,Tariq Lamptey,Tariq Lamptey,2019-20
8235,593,Jeremy Ngakia,Jeremy Ngakia,2019-20
8239,590,Takumi Minamino,Takumi Minamino,2019-20
8254,600,Indiana Vassilev,Indiana Vassilev,2019-20
8257,605,Gedson Fernandes,Gedson Carvalho Fernandes,2019-20
8272,592,João Pedro,João Pedro Junqueira de Jesus,2019-20
8286,611,Jack Robinson,Jack Robinson,2019-20
8323,620,Josh Brownhill,Josh Brownhill,2019-20
8379,627,Alexis Mac Allister,Alexis Mac Allister,2019-20
8380,617,Pablo Marí,Pablo Marí,2019-20
8383,630,Faustino Anjorin,Faustino Anjorin,2019-20
8384,631,Armando Broja,Armando Broja,2019-20
8455,632,Josh Martin,Josh Martin,2019-20
8456,633,Nathan Tella,Nathan Tella,2019-20
8472,622,Richairo Zivkovic,Richairo Zivkovic,2019-20
8476,637,Jarrad Branthwaite,Jarrad Branthwaite,2019-20
8480,640,Max Thompson,Max Thompson,2019-20
8493,645,Jake Vokins,Jake Vokins,2019-20
8496,644,Tommy Doyle,Tommy Doyle,2019-20
8518,650,Jordan Thomas,Jordan Thomas,2019-20
8562,660,Luke Thomas,Luke Thomas,2019-20
8563,661,George Hirst,George Hirst,2019-20
-1,7,,Laurent Koscielny,2019-20
-1,8,,Konstantinos Mavropanos,2019-20
-1,9,,Carl Jenkinson,2019-20
-1,20,,Mohamed Elneny,2019-20
-1,585,,Tyreece John-Jules,2019-20
-1,636,,Zech Medley,2019-20
-1,646,,Matt Macey,2019-20
-1,647,,Matthew Smith,2019-20
-1,23,,James Chester,2019-20
-1,32,,Andre Green,2019-20
-1,33,,Birkir Bjarnason,2019-20
-1,474,,Lovre Kalinic,2019-20
-1,659,,Kaine Hayden,2019-20
-1,72,,Asmir Begovic,2019-20
-1,73,,Artur Boruc,2019-20
-1,564,,Christian Saydee,2019-20
-1,565,,Gavin Kilkenny,2019-20
-1,574,,Mihai-Alexandru Dobre,2019-20
-1,40,,Leon Balogun,2019-20
-1,43,,Matthew Clarke,2019-20
6843,48,David Button,David Button,2019-20
-1,51,,José Heriberto Izquierdo Mena,2019-20
-1,52,,Anthony Knockaert,2019-20
-1,56,,Beram Kayal,2019-20
-1,536,,Tudor Baluta,2019-20
-1,666,,Alex Cochrane,2019-20
1707,89,Ben Gibson,Ben Gibson,2019-20
-1,95,,Joe Hart,2019-20
-1,99,,Steven Defour,2019-20
8482,495,Bailey Peacock-Farrell,Bailey Peacock-Farrell,2019-20
-1,571,,Mace Goodridge,2019-20
-1,572,,Anthony Driscoll-Glennon,2019-20
-1,596,,Abd-Al-Ali Morakinyo Olaposi Koiki,2019-20
8481,638,Jimmy Dunne,Jimmy Dunne,2019-20
-1,639,,Bobby Thomas,2019-20
-1,641,,Lukas Jensen,2019-20
7383,653,Josh Benson,Josh Benson,2019-20
8566,665,Joel Mumbongo,Joel Mumbongo,2019-20
-1,109,,Davide Zappacosta,2019-20
6369,121,Ethan Ampadu,Ethan Ampadu,2019-20
-1,462,,Robert Kenedy Nunes do Nascimento,2019-20
-1,545,,Addji Keaninkin Marc-Israel Guehi,2019-20
-1,657,,Lewis Bate,2019-20
-1,140,,Luke Dreher,2019-20
-1,556,,Stephen Henderson,2019-20
-1,578,,Sam Woods,2019-20
-1,581,,James Daly,2019-20
-1,588,,Nya Kirby,2019-20
-1,608,,Giovanni McGregor,2019-20
-1,635,,Nikola Tavares,2019-20
-1,668,,John-Kymani Gordon,2019-20
-1,149,,Maarten Stekelenburg,2019-20
5556,155,Ademola Lookman,Ademola Lookman,2019-20
-1,156,,Idrissa Gueye,2019-20
-1,477,,Lewis Gibson,2019-20
3468,479,Jonas Lössl,Jonas Lössl,2019-20
-1,557,,Beni Baningime,2019-20
-1,577,,Rhu-endly Martina,2019-20
-1,629,,João Manuel Neves Virgínia,2019-20
8582,667,Ellis Simms,Ellis Simms,2019-20
-1,169,,Eldin Jakupovic,2019-20
473,170,Danny Ward,Danny Ward,2019-20
-1,173,,Rachid Ghezzal,2019-20
759,178,Daniel Amartey,Daniel Amartey,2019-20
-1,480,,Andy King,2019-20
-1,597,,Filip Benkovic,2019-20
-1,662,,Darnell Johnson,2019-20
-1,190,,Simon Mignolet,2019-20
-1,201,,Rafael Camacho,2019-20
5569,464,Rhian Brewster,Rhian Brewster,2019-20
-1,530,,Andy Lonergan,2019-20
